,Latitude,Longitude,NOx,Normalized
443,44.771107,9.310302,14.697883,0.5199743
444,44.771107,9.329145,14.789535,0.5232167
445,44.771107,9.34799,14.871431,0.52611405
446,44.771107,9.366835,14.9439335,0.52867895
447,44.771107,9.385678,15.007483,0.5309272
448,44.771107,9.404523,15.062569,0.53287596
449,44.771107,9.423367,15.109729,0.5345444
450,44.771107,9.442211,15.149525,0.53595227
451,44.771107,9.461055,15.182545,0.53712046
452,44.771107,9.479899,15.209388,0.5380701
453,44.771107,9.498744,15.230648,0.53882223
454,44.771107,9.517588,15.24691,0.53939754
455,44.771107,9.536432,15.25876,0.53981674
456,44.771107,9.555276,15.266737,0.54009897
457,44.771107,9.5741205,15.271379,0.5402632
458,44.771107,9.592965,15.273176,0.5403268
459,44.771107,9.611809,15.272575,0.5403055
460,44.771107,9.630653,15.270004,0.54021454
461,44.771107,9.649497,15.265827,0.5400668
462,44.771107,9.668342,15.26038,0.539874
463,44.771107,9.687186,15.253944,0.5396464
464,44.771107,9.70603,15.246773,0.53939265
465,44.771107,9.7248745,15.239056,0.53911966
466,44.771107,9.743718,15.230953,0.538833
467,44.771107,9.762563,15.222582,0.53853685
468,44.771107,9.781407,15.214029,0.5382343
469,44.771107,9.800251,15.205343,0.537927
470,44.771107,9.819096,15.196533,0.5376153
471,44.771107,9.837939,15.187592,0.537299
472,44.771107,9.856784,15.178484,0.53697675
473,44.771107,9.875628,15.169155,0.5366467
474,44.771107,9.894472,15.159538,0.5363065
475,44.771107,9.913317,15.149548,0.5359531
476,44.771107,9.93216,15.139101,0.5355835
477,44.771107,9.951005,15.128107,0.5351946
478,44.771107,9.96985,15.116474,0.534783
479,44.771107,9.988693,15.104124,0.5343461
480,44.771107,10.007538,15.090982,0.5338812
481,44.771107,10.0263815,15.076989,0.5333862
482,44.771107,10.045226,15.062099,0.5328594
483,44.771107,10.064071,15.046284,0.5322999
484,44.771107,10.082914,15.029534,0.5317073
485,44.771107,10.101759,15.0118685,0.53108233
486,44.771107,10.120603,14.993315,0.53042597
487,44.771107,10.139447,14.973925,0.52974
488,44.771107,10.158292,14.953765,0.5290268
489,44.771107,10.177135,14.93293,0.5282897
490,44.771107,10.19598,14.911509,0.52753186
491,44.771107,10.214824,14.889616,0.52675736
492,44.771107,10.233668,14.867361,0.52597004
493,44.771107,10.252513,14.844858,0.5251739
494,44.771107,10.271357,14.822224,0.5243732
495,44.771107,10.290201,14.799554,0.5235712
496,44.771107,10.309045,14.776943,0.52277124
497,44.771107,10.327889,14.754469,0.5219762
498,44.771107,10.346734,14.732178,0.5211876
499,44.771107,10.365578,14.710107,0.5204068
500,44.771107,10.384422,14.688252,0.5196336
501,44.771107,10.403266,14.666588,0.5188672
502,44.771107,10.422111,14.645052,0.51810527
503,44.771107,10.440955,14.6235485,0.51734453
504,44.771107,10.459799,14.6019535,0.5165806
505,44.771107,10.478643,14.580107,0.5158077
506,44.771107,10.497487,14.557806,0.51501876
507,44.771107,10.516332,14.534836,0.5142061
508,44.771107,10.535176,14.510937,0.5133606
509,44.771107,10.55402,14.485838,0.5124727
510,44.771107,10.572865,14.459234,0.51153153
511,44.771107,10.591708,14.430812,0.510526
512,44.771107,10.610553,14.40024,0.5094445
513,44.771107,10.629397,14.367176,0.50827473
514,44.771107,10.648241,14.331284,0.5070049
515,44.771107,10.667086,14.292221,0.505623
516,44.771107,10.685929,14.2496605,0.5041173
517,44.771107,10.704774,14.203288,0.5024768
518,44.771107,10.7236185,14.152815,0.5006912
519,44.771107,10.742462,14.0979805,0.49875125
520,44.771107,10.761307,14.038555,0.49664894
521,44.771107,10.78015,13.974354,0.49437767
522,44.771107,10.798995,13.905226,0.4919321
523,44.771107,10.81784,13.831071,0.48930869
524,44.771107,10.836683,13.751846,0.4865059
525,44.771107,10.855528,13.66754,0.48352334
526,44.771107,10.874372,13.578205,0.48036292
527,44.771107,10.893216,13.483929,0.47702765
528,44.771107,10.912061,13.3848505,0.4735225
529,44.771107,10.930904,13.281162,0.4698543
530,44.771107,10.949749,13.173071,0.46603027
531,44.771107,10.968593,13.060846,0.46206006
532,44.771107,10.987437,12.944771,0.4579536
533,44.771107,11.006282,12.825166,0.45372227
534,44.771107,11.0251255,12.702385,0.44937858
535,44.771107,11.04397,12.576781,0.44493505
