,Latitude,Longitude,NO2,Normalized
250,44.964287,8.4,4.2445617,0.4415035
251,44.964287,8.478572,4.1757674,0.43434778
252,44.964287,8.557143,4.0704265,0.4233906
253,44.964287,8.635715,3.9224112,0.4079946
254,44.964287,8.714286,3.7376552,0.38877696
255,44.964287,8.792857,3.5473979,0.3689871
256,44.964287,8.8714285,3.4211695,0.3558573
257,44.964287,8.95,3.4401047,0.3578269
258,44.964287,9.028571,3.5899205,0.37341017
259,44.964287,9.107142,3.7712722,0.3922737
260,44.964287,9.185715,3.916917,0.40742314
261,44.964287,9.264286,3.9932165,0.4153595
262,44.964287,9.342857,3.98262,0.4142573
263,44.964287,9.421429,3.879613,0.40354288
264,44.964287,9.5,3.691898,0.3840175
265,44.964287,9.578571,3.4461248,0.35845307
266,44.964287,9.657143,3.196877,0.33252725
267,44.964287,9.735714,3.0162272,0.31373674
268,44.964287,9.814285,2.9495227,0.30679837
269,44.964287,9.892858,3.0165524,0.31377056
270,44.964287,9.971429,3.213757,0.33428302
271,44.964287,10.05,3.4540913,0.35928172
272,44.964287,10.1285715,3.620358,0.37657616
273,44.964287,10.207143,3.6693802,0.38167524
274,44.964287,10.285714,3.618353,0.3763676
275,44.964287,10.364285,3.4998,0.36403614
276,44.964287,10.442857,3.3599076,0.34948507
277,44.964287,10.521428,3.2816978,0.34135
278,44.964287,10.6,3.314561,0.3447683
279,44.964287,10.678572,3.3628907,0.34979537
280,44.964287,10.757143,3.3155847,0.34487477
281,44.964287,10.835714,3.1022158,0.32268092
282,44.964287,10.914286,2.6975937,0.28059363
283,44.964287,10.992857,2.1967494,0.2284977
284,44.964287,11.071428,1.8870509,0.196284
285,44.964287,11.15,2.0481129,0.21303707
286,44.964287,11.228572,2.5547729,0.26573795
287,44.964287,11.307143,3.124896,0.32504004
288,44.964287,11.385715,3.5886197,0.37327486
289,44.964287,11.464286,3.9060295,0.40629062
290,44.964287,11.542857,4.1015267,0.42662552
291,44.964287,11.6214285,4.213731,0.4382966
292,44.964287,11.7,4.274967,0.44466618
293,44.964287,11.778571,4.3071527,0.448014
294,44.964287,11.857142,4.3235826,0.44972298
295,44.964287,11.935715,4.331777,0.45057532
296,44.964287,12.014286,4.335787,0.4509924
297,44.964287,12.092857,4.3377185,0.45119333
298,44.964287,12.171429,4.3386364,0.4512888
299,44.964287,12.25,4.339068,0.45133367
300,45.00714,8.4,4.2290416,0.43988916
301,45.00714,8.478572,4.1472945,0.4313861
302,45.00714,8.557143,4.0209727,0.4182466
303,45.00714,8.635715,3.8422098,0.39965236
304,45.00714,8.714286,3.6176333,0.37629274
305,45.00714,8.792857,3.3832626,0.35191438
306,45.00714,8.8714285,3.2216673,0.33510584
307,45.00714,8.95,3.2407,0.33708555
308,45.00714,9.028571,3.4296837,0.35674292
309,45.00714,9.107142,3.6623218,0.38094106
310,45.00714,9.185715,3.8524797,0.4007206
311,45.00714,9.264286,3.9547071,0.41135392
312,45.00714,9.342857,3.9452991,0.41037533
313,45.00714,9.421429,3.8184743,0.39718348
314,45.00714,9.5,3.5854135,0.37294134
315,45.00714,9.578571,3.2777302,0.3409373
316,45.00714,9.657143,2.9589171,0.30777553
317,45.00714,9.735714,2.7167265,0.28258377
318,45.00714,9.814285,2.6033144,0.27078706
319,45.00714,9.892858,2.6537867,0.276037
320,45.00714,9.971429,2.896591,0.3012926
321,45.00714,10.05,3.2204807,0.3349824
322,45.00714,10.1285715,3.4540944,0.35928205
323,45.00714,10.207143,3.544823,0.36871928
324,45.00714,10.285714,3.5246284,0.36661872
325,45.00714,10.364285,3.4403615,0.3578536
326,45.00714,10.442857,3.3393497,0.34734672
327,45.00714,10.521428,3.2848496,0.3416778
328,45.00714,10.6,3.3056989,0.34384647
329,45.00714,10.678572,3.3281264,0.3461793
330,45.00714,10.757143,3.2624032,0.33934304
331,45.00714,10.835714,3.039024,0.31610796
332,45.00714,10.914286,2.615264,0.27203003
333,45.00714,10.992857,2.077083,0.21605045
334,45.00714,11.071428,1.7319188,0.18014774
335,45.00714,11.15,1.9055073,0.19820377
336,45.00714,11.228572,2.4527473,0.25512564
337,45.00714,11.307143,3.0640755,0.31871372
338,45.00714,11.385715,3.5559464,0.3698763
339,45.00714,11.464286,3.8895092,0.40457225
340,45.00714,11.542857,4.0934944,0.42579004
341,45.00714,11.6214285,4.2099304,0.4379013
342,45.00714,11.7,4.273205,0.44448283
343,45.00714,11.778571,4.306348,0.44793025
344,45.00714,11.857142,4.32322,0.44968522
345,45.00714,11.935715,4.331615,0.45055845
346,45.00714,12.014286,4.3357153,0.45098495
347,45.00714,12.092857,4.337687,0.45119005
348,45.00714,12.171429,4.3386226,0.45128736
349,45.00714,12.25,4.339062,0.45133308
350,45.05,8.4,4.2138133,0.43830517
351,45.05,8.478572,4.119046,0.42844784
352,45.05,8.557143,3.9714398,0.41309437
353,45.05,8.635715,3.7616653,0.39127442
354,45.05,8.714286,3.498392,0.36388972
355,45.05,8.792857,3.2240233,0.3353509
356,45.05,8.8714285,3.0317576,0.31535214
357,45.05,8.95,3.04879,0.31712377
358,45.05,9.028571,3.2731571,0.3404616
359,45.05,9.107142,3.5624003,0.37054762
360,45.05,9.185715,3.8053973,0.39582324
361,45.05,9.264286,3.938922,0.409712
362,45.05,9.342857,3.9307933,0.40886647
363,45.05,9.421429,3.7772245,0.39289284
364,45.05,9.5,3.4967356,0.3637174
365,45.05,9.578571,3.1277454,0.32533643
366,45.05,9.657143,2.7399921,0.28500378
367,45.05,9.735714,2.4283442,0.25258732
368,45.05,9.814285,2.244136,0.23342668
369,45.05,9.892858,2.2471294,0.23373803
370,45.05,9.971429,2.5258064,0.26272497
371,45.05,10.05,2.94625,0.30645794
372,45.05,10.1285715,3.2626328,0.3393669
373,45.05,10.207143,3.408361,0.354525
374,45.05,10.285714,3.4289966,0.35667145
375,45.05,10.364285,3.3894799,0.35256106
376,45.05,10.442857,3.3377638,0.34718177
377,45.05,10.521428,3.3122299,0.3445258
378,45.05,10.6,3.3217888,0.3455201
379,45.05,10.678572,3.315123,0.34482676
380,45.05,10.757143,3.2340255,0.33639127
381,45.05,10.835714,3.020739,0.31420603
382,45.05,10.914286,2.6162753,0.2721352
383,45.05,10.992857,2.0973442,0.21815793
384,45.05,11.071428,1.763428,0.1834252
385,45.05,11.15,1.9256835,0.20030242
386,45.05,11.228572,2.46039,0.25592062
387,45.05,11.307143,3.066785,0.31899557
388,45.05,11.385715,3.5568862,0.36997405
389,45.05,11.464286,3.8898249,0.4046051
390,45.05,11.542857,4.093596,0.4258006
391,45.05,11.6214285,4.2099605,0.43790442
392,45.05,11.7,4.273213,0.4444837
393,45.05,11.778571,4.3063493,0.4479304
394,45.05,11.857142,4.32322,0.44968522
395,45.05,11.935715,4.3316145,0.4505584
396,45.05,12.014286,4.335715,0.4509849
397,45.05,12.092857,4.3376865,0.45119
398,45.05,12.171429,4.3386226,0.45128736
399,45.05,12.25,4.3390617,0.45133305
400,45.092857,8.4,4.199946,0.43686274
401,45.092857,8.478572,4.0930934,0.42574832
402,45.092857,8.557143,3.925501,0.40831602
403,45.092857,8.635715,3.6866848,0.3834752
404,45.092857,8.714286,3.3889375,0.35250464
405,45.092857,8.792857,3.0835369,0.32073802
406,45.092857,8.8714285,2.8716178,0.298695
407,45.092857,8.95,2.8863153,0.30022377
408,45.092857,9.028571,3.1400766,0.3266191
409,45.092857,9.107142,3.4903064,0.36304867
410,45.092857,9.185715,3.7946439,0.39470473
411,45.092857,9.264286,3.9642267,0.4123441
412,45.092857,9.342857,3.955422,0.41142824
413,45.092857,9.421429,3.7711685,0.3922629
414,45.092857,9.5,3.4437144,0.35820234
415,45.092857,9.578571,3.021087,0.3142422
416,45.092857,9.657143,2.5771983,0.26807055
417,45.092857,9.735714,2.1953664,0.22835383
418,45.092857,9.814285,1.9125185,0.19893305
419,45.092857,9.892858,1.8274372,0.1900832
420,45.092857,9.971429,2.1167653,0.22017804
421,45.092857,10.05,2.637609,0.27435425
422,45.092857,10.1285715,3.0547423,0.3177429
423,45.092857,10.207143,3.2725785,0.3404014
424,45.092857,10.285714,3.3410263,0.3475211
425,45.092857,10.364285,3.3492837,0.34838
426,45.092857,10.442857,3.3481283,0.34825984
427,45.092857,10.521428,3.3519642,0.34865883
428,45.092857,10.6,3.3543105,0.34890288
429,45.092857,10.678572,3.322115,0.34555402
430,45.092857,10.757143,3.230777,0.3360534
431,45.092857,10.835714,3.0465581,0.31689164
432,45.092857,10.914286,2.6966047,0.2804908
433,45.092857,10.992857,2.247579,0.23378481
434,45.092857,11.071428,1.9645326,0.20434336
435,45.092857,11.15,2.102017,0.21864396
436,45.092857,11.228572,2.577396,0.2680911
437,45.092857,11.307143,3.133155,0.32589912
438,45.092857,11.385715,3.591522,0.37357673
439,45.092857,11.464286,3.9070156,0.4063932
440,45.092857,11.542857,4.101848,0.42665896
441,45.092857,11.6214285,4.2138286,0.43830675
442,45.092857,11.7,4.2749934,0.4446689
443,45.092857,11.778571,4.307158,0.44801453
444,45.092857,11.857142,4.3235826,0.44972298
445,45.092857,11.935715,4.331776,0.4505752
446,45.092857,12.014286,4.3357863,0.45099235
447,45.092857,12.092857,4.337718,0.45119327
448,45.092857,12.171429,4.3386364,0.4512888
449,45.092857,12.25,4.339068,0.45133367
450,45.135715,8.4,4.18869,0.43569195
451,45.135715,8.478572,4.0720134,0.42355567
452,45.135715,8.557143,3.8880203,0.4044174
453,45.135715,8.635715,3.6253319,0.37709352
454,45.135715,8.714286,3.3008695,0.34334415
455,45.135715,8.792857,2.9767275,0.3096281
456,45.135715,8.8714285,2.757885,0.28686494
457,45.135715,8.95,2.7717738,0.28830957
458,45.135715,9.028571,3.053121,0.3175743
459,45.135715,9.107142,3.4713655,0.3610785
460,45.135715,9.185715,3.84636,0.40008405
461,45.135715,9.264286,4.0552344,0.4218104
462,45.135715,9.342857,4.039803,0.42020527
463,45.135715,9.421429,3.8187141,0.39720842
464,45.135715,9.5,3.447362,0.35858175
465,45.135715,9.578571,2.985256,0.3105152
466,45.135715,9.657143,2.5072174,0.26079142
467,45.135715,9.735714,2.0640292,0.21469264
468,45.135715,9.814285,1.6616325,0.17283683
469,45.135715,9.892858,1.4514163,0.1509709
470,45.135715,9.971429,1.7085979,0.17772199
471,45.135715,10.05,2.3153918,0.24083842
472,45.135715,10.1285715,2.856349,0.29710677
473,45.135715,10.207143,3.1663342,0.3293503
474,45.135715,10.285714,3.2831554,0.3415016
475,45.135715,10.364285,3.3318996,0.3465718
476,45.135715,10.442857,3.372487,0.35079354
477,45.135715,10.521428,3.400513,0.35370868
478,45.135715,10.6,3.4000955,0.35366526
479,45.135715,10.678572,3.3512068,0.34858003
480,45.135715,10.757143,3.255822,0.33865848
481,45.135715,10.835714,3.1110573,0.3236006
482,45.135715,10.914286,2.8372145,0.29511648
483,45.135715,10.992857,2.4850535,0.258486
484,45.135715,11.071428,2.2690096,0.23601392
485,45.135715,11.15,2.3817146,0.24773708
486,45.135715,11.228572,2.7748866,0.28863338
487,45.135715,11.307143,3.2502608,0.33808002
488,45.135715,11.385715,3.6543686,0.3801138
489,45.135715,11.464286,3.9387977,0.40969905
490,45.135715,11.542857,4.117308,0.42826706
491,45.135715,11.6214285,4.2211466,0.43906793
492,45.135715,11.7,4.278389,0.44502208
493,45.135715,11.778571,4.308709,0.44817588
494,45.135715,11.857142,4.3242826,0.44979578
495,45.135715,11.935715,4.332089,0.45060775
496,45.135715,12.014286,4.3359246,0.45100674
497,45.135715,12.092857,4.337779,0.45119962
498,45.135715,12.171429,4.338663,0.45129156
499,45.135715,12.25,4.3390794,0.45133486
500,45.17857,8.4,4.1813455,0.43492797
501,45.17857,8.478572,4.0586658,0.4221673
502,45.17857,8.557143,3.8648787,0.4020103
503,45.17857,8.635715,3.588239,0.37323526
504,45.17857,8.714286,3.2501097,0.3380643
505,45.17857,8.792857,2.9233975,0.30408093
506,45.17857,8.8714285,2.7112188,0.28201088
507,45.17857,8.95,2.7279797,0.2837543
508,45.17857,9.028571,3.04032,0.31624275
509,45.17857,9.107142,3.5373847,0.36794558
510,45.17857,9.185715,3.9935148,0.41539052
511,45.17857,9.264286,4.241895,0.44122612
512,45.17857,9.342857,4.207619,0.43766087
513,45.17857,9.421429,3.9399796,0.409822
514,45.17857,9.5,3.5306647,0.3672466
515,45.17857,9.578571,3.0498495,0.31723398
516,45.17857,9.657143,2.5638816,0.26668543
517,45.17857,9.735714,2.0765846,0.21599859
518,45.17857,9.814285,1.5502565,0.1612519
519,45.17857,9.892858,1.1971452,0.12452259
520,45.17857,9.971429,1.3750648,0.14302912
521,45.17857,10.05,2.0352173,0.21169572
522,45.17857,10.1285715,2.722558,0.28319034
523,45.17857,10.207143,3.1398306,0.3265935
524,45.17857,10.285714,3.294245,0.3426551
525,45.17857,10.364285,3.3616147,0.34966263
526,45.17857,10.442857,3.4214983,0.3558915
527,45.17857,10.521428,3.4605298,0.3599514
528,45.17857,10.6,3.4596105,0.3598558
529,45.17857,10.678572,3.4062705,0.35430756
530,45.17857,10.757143,3.3169541,0.34501722
531,45.17857,10.835714,3.2091808,0.33380702
532,45.17857,10.914286,3.0144393,0.31355074
533,45.17857,10.992857,2.7615626,0.28724745
534,45.17857,11.071428,2.6112933,0.271617
535,45.17857,11.15,2.703362,0.28119364
536,45.17857,11.228572,3.0126553,0.3133652
537,45.17857,11.307143,3.397729,0.3534191
538,45.17857,11.385715,3.7361887,0.38862443
539,45.17857,11.464286,3.9811683,0.41410628
540,45.17857,11.542857,4.13828,0.43044847
541,45.17857,11.6214285,4.2312055,0.44011423
542,45.17857,11.7,4.2831035,0.44551247
543,45.17857,11.778571,4.31088,0.4484017
544,45.17857,11.857142,4.3252687,0.44989833
545,45.17857,11.935715,4.332532,0.45065382
546,45.17857,12.014286,4.336122,0.45102727
547,45.17857,12.092857,4.3378663,0.45120868
548,45.17857,12.171429,4.3387012,0.45129555
549,45.17857,12.25,4.339096,0.45133662
550,45.221428,8.4,4.1790366,0.43468782
551,45.221428,8.478572,4.0557065,0.42185947
552,45.221428,8.557143,3.8621294,0.4017243
553,45.221428,8.635715,3.5879045,0.37320045
554,45.221428,8.714286,3.2578545,0.3388699
555,45.221428,8.792857,2.9522982,0.30708706
556,45.221428,8.8714285,2.7649415,0.2875989
557,45.221428,8.95,2.79144,0.2903552
558,45.221428,9.028571,3.1391006,0.32651755
559,45.221428,9.107142,3.7246523,0.38742447
560,45.221428,9.185715,4.272108,0.44436878
561,45.221428,9.264286,4.5556507,0.4738618
562,45.221428,9.342857,4.4827914,0.46628326
563,45.221428,9.421429,4.1539755,0.43208104
564,45.221428,9.5,3.7155755,0.38648033
565,45.221428,9.578571,3.2452269,0.33755642
566,45.221428,9.657143,2.7870011,0.28989348
567,45.221428,9.735714,2.2764983,0.23679288
568,45.221428,9.814285,1.6326799,0.16982529
569,45.221428,9.892858,1.1399901,0.118577525
570,45.221428,9.971429,1.2158549,0.12646869
571,45.221428,10.05,1.9026556,0.19790715
572,45.221428,10.1285715,2.7386162,0.28486067
573,45.221428,10.207143,3.2609282,0.3391896
574,45.221428,10.285714,3.4275954,0.3565257
575,45.221428,10.364285,3.4717715,0.36112073
576,45.221428,10.442857,3.5099032,0.36508706
577,45.221428,10.521428,3.5367677,0.36788142
578,45.221428,10.6,3.5332766,0.36751828
579,45.221428,10.678572,3.4866695,0.3626704
580,45.221428,10.757143,3.4145696,0.35517082
581,45.221428,10.835714,3.3369055,0.34709248
582,45.221428,10.914286,3.2078161,0.33366507
583,45.221428,10.992857,3.040048,0.31621444
584,45.221428,11.071428,2.9449816,0.306326
585,45.221428,11.15,3.0206003,0.31419158
586,45.221428,11.228572,3.2558405,0.33866042
587,45.221428,11.307143,3.5551114,0.36978945
588,45.221428,11.385715,3.8267593,0.39804524
589,45.221428,11.464286,4.0294147,0.4191247
590,45.221428,11.542857,4.162682,0.43298668
591,45.221428,11.6214285,4.243108,0.44135228
592,45.221428,11.7,4.288757,0.4461005
593,45.221428,11.778571,4.3135123,0.44867548
594,45.221428,11.857142,4.326475,0.45002383
