,Latitude,Longitude,NO2,Normalized
50,44.79286,8.4,12.554556,0.3325038
51,44.79286,8.478572,12.55437,0.33249885
52,44.79286,8.557143,12.553442,0.3324743
53,44.79286,8.635715,12.549594,0.33237237
54,44.79286,8.714286,12.537549,0.33205336
55,44.79286,8.792857,12.514672,0.33144748
56,44.79286,8.8714285,12.505679,0.3312093
57,44.79286,8.95,12.551076,0.33241162
58,44.79286,9.028571,12.607948,0.33391786
59,44.79286,9.107142,12.60982,0.33396745
60,44.79286,9.185715,12.585013,0.33331046
61,44.79286,9.264286,12.567447,0.33284518
62,44.79286,9.342857,12.559728,0.33264077
63,44.79286,9.421429,12.557643,0.33258554
64,44.79286,9.5,12.558762,0.33261517
65,44.79286,9.578571,12.561732,0.33269385
66,44.79286,9.657143,12.564432,0.33276534
67,44.79286,9.735714,12.564692,0.33277223
68,44.79286,9.814285,12.563634,0.3327442
69,44.79286,9.892858,12.565699,0.3327989
70,44.79286,9.971429,12.572192,0.3329709
71,44.79286,10.05,12.576744,0.33309144
72,44.79286,10.1285715,12.574483,0.33303154
73,44.79286,10.207143,12.573685,0.3330104
74,44.79286,10.285714,12.59954,0.33369517
75,44.79286,10.364285,12.709642,0.3366112
76,44.79286,10.442857,12.956906,0.3431599
77,44.79286,10.521428,13.122948,0.3475575
78,44.79286,10.6,12.932796,0.34252134
79,44.79286,10.678572,12.701262,0.33638927
80,44.79286,10.757143,12.604137,0.33381695
81,44.79286,10.835714,12.569532,0.33290043
82,44.79286,10.914286,12.535763,0.33200607
83,44.79286,10.992857,12.485585,0.33067712
84,44.79286,11.071428,12.44352,0.32956302
85,44.79286,11.15,12.446615,0.329645
86,44.79286,11.228572,12.48419,0.33064017
87,44.79286,11.307143,12.521843,0.33163738
88,44.79286,11.385715,12.543244,0.3322042
89,44.79286,11.464286,12.551488,0.33242252
90,44.79286,11.542857,12.553882,0.3324859
91,44.79286,11.6214285,12.554451,0.332501
92,44.79286,11.7,12.554568,0.33250412
93,44.79286,11.778571,12.55459,0.3325047
94,44.79286,11.857142,12.554594,0.33250478
95,44.79286,11.935715,12.554595,0.3325048
96,44.79286,12.014286,12.554595,0.3325048
97,44.79286,12.092857,12.554595,0.3325048
98,44.79286,12.171429,12.554595,0.3325048
99,44.79286,12.25,12.554595,0.3325048
100,44.835712,8.4,12.554542,0.3325034
101,44.835712,8.478572,12.55426,0.33249596
102,44.835712,8.557143,12.552725,0.33245528
103,44.835712,8.635715,12.545639,0.3322676
104,44.835712,8.714286,12.520277,0.33159593
105,44.835712,8.792857,12.462789,0.33007336
106,44.835712,8.8714285,12.425626,0.3290891
107,44.835712,8.95,12.535014,0.33198622
108,44.835712,9.028571,12.683425,0.33591685
109,44.835712,9.107142,12.681128,0.335856
110,44.835712,9.185715,12.620665,0.33425465
111,44.835712,9.264286,12.5821495,0.33323458
112,44.835712,9.342857,12.565602,0.33279634
113,44.835712,9.421429,12.561371,0.33268428
114,44.835712,9.5,12.564651,0.33277112
115,44.835712,9.578571,12.572975,0.3329916
116,44.835712,9.657143,12.580805,0.33319896
117,44.835712,9.735714,12.581142,0.3332079
118,44.835712,9.814285,12.576603,0.33308768
119,44.835712,9.892858,12.580738,0.3331972
120,44.835712,9.971429,12.598884,0.3336778
121,44.835712,10.05,12.61196,0.33402413
122,44.835712,10.1285715,12.6033745,0.33379674
123,44.835712,10.207143,12.59176,0.33348912
124,44.835712,10.285714,12.624473,0.3343555
125,44.835712,10.364285,12.807442,0.3392014
126,44.835712,10.442857,13.292957,0.35206014
127,44.835712,10.521428,13.6716385,0.3620894
128,44.835712,10.6,13.2426815,0.3507286
129,44.835712,10.678572,12.799869,0.33900082
130,44.835712,10.757143,12.645563,0.3349141
131,44.835712,10.835714,12.591917,0.3334933
132,44.835712,10.914286,12.521466,0.33162743
133,44.835712,10.992857,12.402494,0.3284765
134,44.835712,11.071428,12.29604,0.32565704
135,44.835712,11.15,12.304929,0.32589248
136,44.835712,11.228572,12.397257,0.32833776
137,44.835712,11.307143,12.485531,0.33067566
138,44.835712,11.385715,12.532427,0.3319177
139,44.835712,11.464286,12.548984,0.3323562
140,44.835712,11.542857,12.553393,0.33247298
141,44.835712,11.6214285,12.554366,0.33249876
142,44.835712,11.7,12.554555,0.33250377
143,44.835712,11.778571,12.554588,0.33250463
144,44.835712,11.857142,12.554594,0.33250478
145,44.835712,11.935715,12.554595,0.3325048
146,44.835712,12.014286,12.554595,0.3325048
147,44.835712,12.092857,12.554595,0.3325048
148,44.835712,12.171429,12.554595,0.3325048
149,44.835712,12.25,12.554595,0.3325048
150,44.87857,8.4,12.554532,0.33250314
151,44.87857,8.478572,12.554153,0.33249313
152,44.87857,8.557143,12.5518875,0.3324331
153,44.87857,8.635715,12.540251,0.33212492
154,44.87857,8.714286,12.492542,0.33086136
155,44.87857,8.792857,12.362237,0.32741028
156,44.87857,8.8714285,12.237589,0.32410902
157,44.87857,8.95,12.479328,0.3305114
158,44.87857,9.028571,12.846201,0.34022793
159,44.87857,9.107142,12.824063,0.3396416
160,44.87857,9.185715,12.691145,0.3361213
161,44.87857,9.264286,12.612254,0.3340319
162,44.87857,9.342857,12.577691,0.3331165
163,44.87857,9.421429,12.569258,0.33289316
164,44.87857,9.5,12.578053,0.3331261
165,44.87857,9.578571,12.600568,0.33372238
166,44.87857,9.657143,12.622985,0.3343161
167,44.87857,9.735714,12.623206,0.33432198
168,44.87857,9.814285,12.606548,0.33388078
169,44.87857,9.892858,12.613045,0.33405283
170,44.87857,9.971429,12.662461,0.33536163
171,44.87857,10.05,12.699743,0.33634904
172,44.87857,10.1285715,12.672416,0.33562526
173,44.87857,10.207143,12.627631,0.33443916
174,44.87857,10.285714,12.653214,0.3351167
175,44.87857,10.364285,12.905953,0.34181044
176,44.87857,10.442857,13.692803,0.36264995
177,44.87857,10.521428,14.427297,0.3821028
178,44.87857,10.6,13.609093,0.3604329
179,44.87857,10.678572,12.917365,0.3421127
180,44.87857,10.757143,12.723314,0.3369733
181,44.87857,10.835714,12.650935,0.33505636
182,44.87857,10.914286,12.509565,0.3313122
183,44.87857,10.992857,12.245452,0.32431725
184,44.87857,11.071428,11.990389,0.31756198
185,44.87857,11.15,12.013807,0.3181822
186,44.87857,11.228572,12.22471,0.32376793
187,44.87857,11.307143,12.41889,0.3289107
188,44.87857,11.385715,12.514574,0.3314449
189,44.87857,11.464286,12.545243,0.33225715
190,44.87857,11.542857,12.552723,0.33245525
191,44.87857,11.6214285,12.554257,0.33249587
192,44.87857,11.7,12.554539,0.33250332
193,44.87857,11.778571,12.554586,0.3325046
194,44.87857,11.857142,12.554594,0.33250478
195,44.87857,11.935715,12.554595,0.3325048
196,44.87857,12.014286,12.554595,0.3325048
197,44.87857,12.092857,12.554595,0.3325048
198,44.87857,12.171429,12.554595,0.3325048
199,44.87857,12.25,12.554595,0.3325048
200,44.92143,8.4,12.554535,0.33250323
201,44.92143,8.478572,12.554103,0.3324918
202,44.92143,8.557143,12.551208,0.3324151
203,44.92143,8.635715,12.534668,0.33197707
204,44.92143,8.714286,12.457347,0.32992923
205,44.92143,8.792857,12.201891,0.32316357
206,44.92143,8.8714285,11.853959,0.3139487
207,44.92143,8.95,12.319603,0.32628113
208,44.92143,9.028571,13.152266,0.34833395
209,44.92143,9.107142,13.077322,0.3463491
210,44.92143,9.185715,12.825472,0.3396789
211,44.92143,9.264286,12.673034,0.33564162
212,44.92143,9.342857,12.601836,0.333756
213,44.92143,9.421429,12.585381,0.33332017
214,44.92143,9.5,12.607038,0.33389375
215,44.92143,9.578571,12.665215,0.33543456
216,44.92143,9.657143,12.72819,0.33710244
217,44.92143,9.735714,12.727873,0.33709404
218,44.92143,9.814285,12.672789,0.33563516
219,44.92143,9.892858,12.676566,0.3357352
220,44.92143,9.971429,12.806243,0.33916965
221,44.92143,10.05,12.9101305,0.34192106
222,44.92143,10.1285715,12.830303,0.33980688
223,44.92143,10.207143,12.698368,0.33631262
224,44.92143,10.285714,12.683818,0.33592725
225,44.92143,10.364285,12.958846,0.3432113
226,44.92143,10.442857,13.915415,0.36854574
227,44.92143,10.521428,14.930505,0.39543012
228,44.92143,10.6,13.826405,0.36618832
229,44.92143,10.678572,13.036043,0.34525582
230,44.92143,10.757143,12.880941,0.34114802
231,44.92143,10.835714,12.799629,0.33899447
232,44.92143,10.914286,12.527764,0.3317942
233,44.92143,10.992857,11.995459,0.31769624
234,44.92143,11.071428,11.433343,0.3028088
235,44.92143,11.15,11.4866085,0.3042195
236,44.92143,11.228572,11.918766,0.31566507
237,44.92143,11.307143,12.311585,0.3260688
238,44.92143,11.385715,12.4890995,0.3307702
239,44.92143,11.464286,12.540424,0.3321295
240,44.92143,11.542857,12.551924,0.33243406
241,44.92143,11.6214285,12.554135,0.33249265
242,44.92143,11.7,12.554521,0.33250284
243,44.92143,11.778571,12.554584,0.3325045
244,44.92143,11.857142,12.554593,0.33250478
245,44.92143,11.935715,12.554595,0.3325048
246,44.92143,12.014286,12.554595,0.3325048
247,44.92143,12.092857,12.554595,0.3325048
248,44.92143,12.171429,12.554595,0.3325048
249,44.92143,12.25,12.554595,0.3325048
250,44.964287,8.4,12.554564,0.332504
251,44.964287,8.478572,12.554189,0.33249405
252,44.964287,8.557143,12.5511675,0.33241403
253,44.964287,8.635715,12.531709,0.3318987
254,44.964287,8.714286,12.429212,0.3291841
255,44.964287,8.792857,12.0247345,0.3184716
256,44.964287,8.8714285,11.253457,0.29804456
257,44.964287,8.95,11.967333,0.31695136
258,44.964287,9.028571,13.596325,0.36009473
259,44.964287,9.107142,13.470254,0.3567558
260,44.964287,9.185715,13.081301,0.34645447
261,44.964287,9.264286,12.793327,0.33882758
262,44.964287,9.342857,12.648036,0.33497956
263,44.964287,9.421429,12.617276,0.33416492
264,44.964287,9.5,12.665825,0.3354507
265,44.964287,9.578571,12.80711,0.3391926
266,44.964287,9.657143,12.978998,0.34374502
267,44.964287,9.735714,12.978329,0.3437273
268,44.964287,9.814285,12.811423,0.33930683
269,44.964287,9.892858,12.786165,0.3386379
270,44.964287,9.971429,13.108688,0.34717983
271,44.964287,10.05,13.387336,0.35455972
272,44.964287,10.1285715,13.167528,0.34873816
273,44.964287,10.207143,12.830821,0.3398206
274,44.964287,10.285714,12.719985,0.33688512
275,44.964287,10.364285,12.939773,0.34270614
276,44.964287,10.442857,13.756794,0.36434472
277,44.964287,10.521428,14.5586605,0.3855819
278,44.964287,10.6,13.730002,0.36363515
279,44.964287,10.678572,13.167419,0.3487353
280,44.964287,10.757143,13.210671,0.3498808
281,44.964287,10.835714,13.144966,0.34814063
282,44.964287,10.914286,12.639922,0.3347647
283,44.964287,10.992857,11.705644,0.3100206
284,44.964287,11.071428,10.627269,0.28146014
285,44.964287,11.15,10.71306,0.2837323
286,44.964287,11.228572,11.463043,0.3035954
287,44.964287,11.307143,12.170498,0.3223321
288,44.964287,11.385715,12.459651,0.32999027
289,44.964287,11.464286,12.535355,0.33199525
290,44.964287,11.542857,12.551138,0.33241326
291,44.964287,11.6214285,12.554021,0.3324896
292,44.964287,11.7,12.554505,0.33250245
293,44.964287,11.778571,12.554582,0.33250445
294,44.964287,11.857142,12.554593,0.33250478
295,44.964287,11.935715,12.554595,0.3325048
296,44.964287,12.014286,12.554595,0.3325048
297,44.964287,12.092857,12.554595,0.3325048
298,44.964287,12.171429,12.554595,0.3325048
299,44.964287,12.25,12.554595,0.3325048
300,45.00714,8.4,12.554635,0.33250588
301,45.00714,8.478572,12.554509,0.33250254
302,45.00714,8.557143,12.552355,0.3324455
303,45.00714,8.635715,12.535021,0.3319864
304,45.00714,8.714286,12.43276,0.32927805
305,45.00714,8.792857,11.973728,0.31712073
306,45.00714,8.8714285,10.801615,0.28607765
307,45.00714,8.95,11.567917,0.30637294
308,45.00714,9.028571,13.974511,0.3701109
309,45.00714,9.107142,14.058629,0.3723387
310,45.00714,9.185715,13.579276,0.3596432
311,45.00714,9.264286,13.020188,0.34483594
312,45.00714,9.342857,12.731317,0.33718523
313,45.00714,9.421429,12.678959,0.33579856
314,45.00714,9.5,12.7763605,0.33837822
315,45.00714,9.578571,13.089985,0.34668446
316,45.00714,9.657143,13.538151,0.358554
317,45.00714,9.735714,13.542619,0.35867235
318,45.00714,9.814285,13.079939,0.3464184
319,45.00714,9.892858,12.939447,0.34269753
320,45.00714,9.971429,13.679756,0.3623044
321,45.00714,10.05,14.384838,0.3809783
322,45.00714,10.1285715,13.816048,0.36591402
323,45.00714,10.207143,13.053698,0.34572342
324,45.00714,10.285714,12.773787,0.33831003
325,45.00714,10.364285,12.877258,0.34105048
326,45.00714,10.442857,13.379992,0.3543652
327,45.00714,10.521428,13.8189335,0.36599046
328,45.00714,10.6,13.4572,0.35641006
329,45.00714,10.678572,13.368326,0.35405627
330,45.00714,10.757143,13.863352,0.36716688
331,45.00714,10.835714,13.86049,0.36709106
332,45.00714,10.914286,12.93676,0.34262633
333,45.00714,10.992857,11.56382,0.30626443
334,45.00714,11.071428,9.958401,0.26374537
335,45.00714,11.15,9.9603615,0.26379728
336,45.00714,11.228572,10.9754925,0.29068273
337,45.00714,11.307143,12.041031,0.3189032
338,45.00714,11.385715,12.435574,0.32935256
339,45.00714,11.464286,12.531503,0.33189324
340,45.00714,11.542857,12.550569,0.33239818
341,45.00714,11.6214285,12.553941,0.3324875
342,45.00714,11.7,12.554494,0.33250216
343,45.00714,11.778571,12.55458,0.33250442
344,45.00714,11.857142,12.554593,0.33250478
345,45.00714,11.935715,12.554595,0.3325048
346,45.00714,12.014286,12.554595,0.3325048
347,45.00714,12.092857,12.554595,0.3325048
348,45.00714,12.171429,12.554595,0.3325048
349,45.00714,12.25,12.554595,0.3325048
350,45.05,8.4,12.55476,0.3325092
351,45.05,8.478572,12.555157,0.3325197
352,45.05,8.557143,12.555298,0.33252344
353,45.05,8.635715,12.547158,0.33230785
354,45.05,8.714286,12.48434,0.33064413
355,45.05,8.792857,12.199897,0.32311073
356,45.05,8.8714285,11.439102,0.30296132
357,45.05,8.95,12.035521,0.3187573
358,45.05,9.028571,14.290922,0.37849095
359,45.05,9.107142,15.072145,0.39918143
360,45.05,9.185715,14.532158,0.38488
361,45.05,9.264286,13.407275,0.35508782
362,45.05,9.342857,12.871076,0.3408867
363,45.05,9.421429,12.797957,0.33895022
364,45.05,9.5,12.969025,0.34348086
365,45.05,9.578571,13.576082,0.3595586
366,45.05,9.657143,14.6559305,0.38815808
367,45.05,9.735714,14.692627,0.38912997
368,45.05,9.814285,13.541862,0.3586523
369,45.05,9.892858,13.084459,0.34653813
370,45.05,9.971429,14.584143,0.3862568
371,45.05,10.05,16.211689,0.4293619
372,45.05,10.1285715,14.869069,0.393803
373,45.05,10.207143,13.369908,0.35409817
374,45.05,10.285714,12.862956,0.34067166
375,45.05,10.364285,12.831116,0.3398284
376,45.05,10.442857,13.050236,0.34563172
377,45.05,10.521428,13.2538595,0.35102463
378,45.05,10.6,13.2258005,0.3502815
379,45.05,10.678572,13.675793,0.36219943
380,45.05,10.757143,14.971888,0.39652613
381,45.05,10.835714,15.114177,0.4002946
382,45.05,10.914286,13.456872,0.35640135
383,45.05,10.992857,11.752733,0.31126773
384,45.05,11.071428,10.142106,0.26861075
385,45.05,11.15,9.817257,0.2600072
386,45.05,11.228572,10.798323,0.28599045
387,45.05,11.307143,11.997942,0.31776202
388,45.05,11.385715,12.427984,0.32915157
389,45.05,11.464286,12.530326,0.33186206
390,45.05,11.542857,12.550399,0.33239368
391,45.05,11.6214285,12.553918,0.3324869
392,45.05,11.7,12.554491,0.33250207
393,45.05,11.778571,12.55458,0.33250442
394,45.05,11.857142,12.554593,0.33250478
395,45.05,11.935715,12.554595,0.3325048
396,45.05,12.014286,12.554595,0.3325048
397,45.05,12.092857,12.554595,0.3325048
398,45.05,12.171429,12.554595,0.3325048
399,45.05,12.25,12.554595,0.3325048
400,45.092857,8.4,12.55494,0.33251396
401,45.092857,8.478572,12.5561905,0.33254707
402,45.092857,8.557143,12.560362,0.33265755
403,45.092857,8.635715,12.568512,0.3328734
404,45.092857,8.714286,12.572165,0.33297014
405,45.092857,8.792857,12.609504,0.33395907
406,45.092857,8.8714285,13.059433,0.3458753
407,45.092857,8.95,13.571423,0.3594352
408,45.092857,9.028571,14.97724,0.39666787
409,45.092857,9.107142,16.88135,0.44709766
410,45.092857,9.185715,16.149277,0.42770892
411,45.092857,9.264286,13.962324,0.3697881
412,45.092857,9.342857,13.090955,0.34671015
413,45.092857,9.421429,13.030909,0.34511983
414,45.092857,9.5,13.289971,0.35198104
415,45.092857,9.578571,14.234121,0.3769866
416,45.092857,9.657143,16.465073,0.43607268
417,45.092857,9.735714,16.619656,0.44016677
418,45.092857,9.814285,14.198257,0.37603673
419,45.092857,9.892858,13.13254,0.34781152
420,45.092857,9.971429,15.612684,0.41349742
421,45.092857,10.05,18.811218,0.49820969
422,45.092857,10.1285715,16.128262,0.42715234
423,45.092857,10.207143,13.716629,0.36328095
424,45.092857,10.285714,13.009063,0.34454125
425,45.092857,10.364285,12.85233,0.34039024
426,45.092857,10.442857,12.863483,0.34068564
427,45.092857,10.521428,12.93934,0.34269467
428,45.092857,10.6,13.095016,0.3468177
429,45.092857,10.678572,13.994036,0.370628
430,45.092857,10.757143,16.335432,0.43263918
431,45.092857,10.835714,16.73181,0.44313714
432,45.092857,10.914286,14.047474,0.37204328
433,45.092857,10.992857,12.164071,0.3221619
434,45.092857,11.071428,10.91525,0.28908724
435,45.092857,11.15,10.483047,0.27764046
436,45.092857,11.228572,11.138994,0.29501304
437,45.092857,11.307143,12.0743885,0.3197867
438,45.092857,11.385715,12.441119,0.32949945
439,45.092857,11.464286,12.532338,0.33191535
440,45.092857,11.542857,12.550688,0.33240134
441,45.092857,11.6214285,12.553957,0.3324879
442,45.092857,11.7,12.554496,0.3325022
443,45.092857,11.778571,12.554581,0.33250445
444,45.092857,11.857142,12.554593,0.33250478
445,45.092857,11.935715,12.554595,0.3325048
446,45.092857,12.014286,12.554595,0.3325048
447,45.092857,12.092857,12.554595,0.3325048
448,45.092857,12.171429,12.554595,0.3325048
449,45.092857,12.25,12.554595,0.3325048
450,45.135715,8.4,12.555157,0.3325197
451,45.135715,8.478572,12.557577,0.3325838
452,45.135715,8.557143,12.567683,0.33285147
453,45.135715,8.635715,12.598889,0.33367795
454,45.135715,8.714286,12.670368,0.33557105
455,45.135715,8.792857,12.91605,0.34207785
456,45.135715,8.8714285,13.877569,0.3675434
457,45.135715,8.95,14.456238,0.38286927
458,45.135715,9.028571,15.80432,0.41857284
459,45.135715,9.107142,19.386951,0.5134578
460,45.135715,9.185715,18.192854,0.48183247
461,45.135715,9.264286,14.5775585,0.3860824
462,45.135715,9.342857,13.4295225,0.355677
463,45.135715,9.421429,13.489327,0.35726094
464,45.135715,9.5,13.838091,0.36649784
465,45.135715,9.578571,14.840555,0.3930478
466,45.135715,9.657143,18.233267,0.4829028
467,45.135715,9.735714,18.659843,0.49420056
468,45.135715,9.814285,14.898399,0.3945798
469,45.135715,9.892858,13.159238,0.3485186
470,45.135715,9.971429,16.098682,0.42636895
471,45.135715,10.05,20.651035,0.5469367
472,45.135715,10.1285715,16.854906,0.4463973
473,45.135715,10.207143,13.968836,0.36996058
474,45.135715,10.285714,13.241868,0.35070705
475,45.135715,10.364285,12.972381,0.34356976
476,45.135715,10.442857,12.802122,0.33906052
477,45.135715,10.521428,12.794219,0.33885118
478,45.135715,10.6,13.017763,0.34477168
479,45.135715,10.678572,14.092283,0.37323004
480,45.135715,10.757143,16.940752,0.44867092
481,45.135715,10.835714,17.570938,0.4653612
482,45.135715,10.914286,14.344933,0.3799214
483,45.135715,10.992857,12.529897,0.3318507
484,45.135715,11.071428,11.650015,0.3085473
485,45.135715,11.15,11.332026,0.30012542
486,45.135715,11.228572,11.670359,0.30908608
487,45.135715,11.307143,12.218114,0.32359323
488,45.135715,11.385715,12.468241,0.33021775
489,45.135715,11.464286,12.536717,0.33203134
490,45.135715,11.542857,12.551339,0.3324186
491,45.135715,11.6214285,12.5540495,0.33249038
492,45.135715,11.7,12.554509,0.33250254
493,45.135715,11.778571,12.554582,0.33250445
494,45.135715,11.857142,12.554593,0.33250478
495,45.135715,11.935715,12.554595,0.3325048
496,45.135715,12.014286,12.554595,0.3325048
497,45.135715,12.092857,12.554595,0.3325048
498,45.135715,12.171429,12.554595,0.3325048
499,45.135715,12.25,12.554595,0.3325048
500,45.17857,8.4,12.555355,0.33252496
501,45.17857,8.478572,12.5590925,0.33262393
502,45.17857,8.557143,12.576776,0.33309227
503,45.17857,8.635715,12.638986,0.3347399
504,45.17857,8.714286,12.7760725,0.3383706
505,45.17857,8.792857,13.02463,0.34495354
506,45.17857,8.8714285,13.713089,0.3631872
507,45.17857,8.95,14.308335,0.37895212
508,45.17857,9.028571,16.135832,0.42735285
509,45.17857,9.107142,21.015041,0.55657727
510,45.17857,9.185715,19.345188,0.5123517
511,45.17857,9.264286,15.125325,0.40058985
512,45.17857,9.342857,13.970283,0.3699989
513,45.17857,9.421429,14.35056,0.38007045
514,45.17857,9.5,14.835481,0.39291343
515,45.17857,9.578571,15.16192,0.40155905
516,45.17857,9.657143,18.174582,0.48134854
517,45.17857,9.735714,19.00362,0.5033054
518,45.17857,9.814285,15.452284,0.40924928
519,45.17857,9.892858,13.539757,0.35859653
520,45.17857,9.971429,15.547033,0.4117587
521,45.17857,10.05,19.218584,0.50899863
522,45.17857,10.1285715,16.358923,0.43326133
523,45.17857,10.207143,14.031745,0.3716267
524,45.17857,10.285714,13.586012,0.3598216
525,45.17857,10.364285,13.190949,0.34935847
526,45.17857,10.442857,12.818063,0.3394827
527,45.17857,10.521428,12.739988,0.33741492
528,45.17857,10.6,12.952547,0.34304446
529,45.17857,10.678572,13.863838,0.36717975
530,45.17857,10.757143,15.9454565,0.4223108
531,45.17857,10.835714,16.455217,0.43581167
532,45.17857,10.914286,14.123808,0.37406498
533,45.17857,10.992857,12.714009,0.33672687
534,45.17857,11.071428,12.131259,0.32129288
535,45.17857,11.15,11.9382925,0.31618223
536,45.17857,11.228572,12.0859995,0.3200942
537,45.17857,11.307143,12.354718,0.32721114
538,45.17857,11.385715,12.497716,0.3309984
539,45.17857,11.464286,12.541896,0.3321685
540,45.17857,11.542857,12.552153,0.33244014
541,45.17857,11.6214285,12.554169,0.3324935
542,45.17857,11.7,12.554525,0.33250296
543,45.17857,11.778571,12.5545845,0.33250454
544,45.17857,11.857142,12.554593,0.33250478
545,45.17857,11.935715,12.554595,0.3325048
546,45.17857,12.014286,12.554595,0.3325048
547,45.17857,12.092857,12.554595,0.3325048
548,45.17857,12.171429,12.554595,0.3325048
549,45.17857,12.25,12.554595,0.3325048
550,45.221428,8.4,12.5554285,0.3325269
551,45.221428,8.478572,12.560205,0.3326534
552,45.221428,8.557143,12.585616,0.3333264
553,45.221428,8.635715,12.68598,0.3359845
554,45.221428,8.714286,12.91235,0.34197986
555,45.221428,8.792857,13.075641,0.34630457
556,45.221428,8.8714285,13.366097,0.35399723
557,45.221428,8.95,13.854427,0.3669305
558,45.221428,9.028571,15.689165,0.415523
559,45.221428,9.107142,19.873589,0.52634627
560,45.221428,9.185715,18.758018,0.4968007
561,45.221428,9.264286,15.828168,0.41920444
562,45.221428,9.342857,14.871063,0.3938558
563,45.221428,9.421429,15.757413,0.41733053
564,45.221428,9.5,16.604534,0.4397663
565,45.221428,9.578571,15.3914585,0.40763834
566,45.221428,9.657143,16.588715,0.4393473
567,45.221428,9.735714,17.83605,0.47238263
568,45.221428,9.814285,15.944074,0.42227417
569,45.221428,9.892858,14.284921,0.378332
570,45.221428,9.971429,14.333346,0.37961453
571,45.221428,10.05,16.088743,0.4261057
572,45.221428,10.1285715,15.044134,0.39843956
573,45.221428,10.207143,13.914492,0.3685213
574,45.221428,10.285714,13.9642515,0.36983916
575,45.221428,10.364285,13.421648,0.35546848
576,45.221428,10.442857,12.857703,0.34053254
577,45.221428,10.521428,12.733915,0.33725408
578,45.221428,10.6,12.912508,0.34198403
579,45.221428,10.678572,13.519337,0.3580557
580,45.221428,10.757143,14.568396,0.38583976
581,45.221428,10.835714,14.791106,0.39173818
582,45.221428,10.914286,13.613193,0.36054146
583,45.221428,10.992857,12.741647,0.33745882
584,45.221428,11.071428,12.385197,0.32801837
585,45.221428,11.15,12.275448,0.3251117
586,45.221428,11.228572,12.331773,0.32660344
587,45.221428,11.307143,12.449629,0.32972482
588,45.221428,11.385715,12.521388,0.33162534
589,45.221428,11.464286,12.546511,0.3322907
590,45.221428,11.542857,12.552933,0.3324608
591,45.221428,11.6214285,12.55429,0.33249673
592,45.221428,11.7,12.5545435,0.33250347
593,45.221428,11.778571,12.554586,0.3325046
594,45.221428,11.857142,12.554594,0.33250478
595,45.221428,11.935715,12.554595,0.3325048
596,45.221428,12.014286,12.554595,0.3325048
597,45.221428,12.092857,12.554595,0.3325048
598,45.221428,12.171429,12.554595,0.3325048
599,45.221428,12.25,12.554595,0.3325048
600,45.264286,8.4,12.555236,0.3325218
601,45.264286,8.478572,12.560063,0.33264965
602,45.264286,8.557143,12.59003,0.33344328
603,45.264286,8.635715,12.725234,0.33702415
604,45.264286,8.714286,13.07516,0.34629184
605,45.264286,8.792857,13.251789,0.3509698
606,45.264286,8.8714285,13.363433,0.35392666
607,45.264286,8.95,13.675921,0.36220282
608,45.264286,9.028571,14.949985,0.39594603
609,45.264286,9.107142,17.659706,0.46771222
610,45.264286,9.185715,18.044037,0.4778911
611,45.264286,9.264286,17.397972,0.46078026
