,Latitude,Longitude,NOx_2019,NOx_2020,NOx_2019_Norm,NOx_2020_Norm
2498,44.983334,12.110101,3.2035058,3.4225748,0.06810182,0.07275891
2499,44.983334,12.15,3.1966922,3.3801808,0.06795698,0.071857676
2500,45.005554,8.2,3.520395,3.5463145,0.07483842,0.07538944
2501,45.005554,8.239899,3.6220238,3.6299756,0.076998904,0.07716794
2502,45.005554,8.279798,3.7507603,3.7311537,0.07973565,0.079318844
2503,45.005554,8.319697,3.9125733,3.8531427,0.08317556,0.08191215
2504,45.005554,8.359596,4.1141987,3.9997137,0.08746182,0.08502804
2505,45.005554,8.399495,4.3630185,4.1751766,0.09275136,0.08875812
2506,45.005554,8.439394,4.6667843,4.384386,0.09920897,0.09320561
2507,45.005554,8.479293,5.0331984,4.6327596,0.1069984,0.09848566
2508,45.005554,8.519192,5.469308,4.9263177,0.11626945,0.10472628
2509,45.005554,8.559091,5.980736,5.271676,0.12714165,0.11206809
2510,45.005554,8.5989895,6.5707035,5.6760044,0.1396835,0.120663516
2511,45.005554,8.638889,7.2390366,6.1470113,0.15389128,0.13067643
2512,45.005554,8.678788,7.981161,6.6927214,0.16966775,0.14227742
2513,45.005554,8.718687,8.787416,7.321115,0.18680756,0.15563615
2514,45.005554,8.758586,9.642996,8.039423,0.20499592,0.17090632
2515,45.005554,8.798485,10.528875,8.852788,0.22382842,0.18819727
2516,45.005554,8.838384,11.424661,9.762283,0.2428715,0.2075318
2517,45.005554,8.878283,12.313074,10.762064,0.26175785,0.22878566
2518,45.005554,8.918181,13.1827965,11.835787,0.28024688,0.25161144
2519,45.005554,8.958081,14.0203905,12.952871,0.2980529,0.275359
2520,45.005554,8.99798,14.796021,14.068201,0.31454167,0.2990693
2521,45.005554,9.037879,15.466018,15.129213,0.32878482,0.32162485
2522,45.005554,9.077778,15.988019,16.085438,0.33988178,0.34195277
2523,45.005554,9.117677,16.32699,16.89504,0.34708783,0.35916373
2524,45.005554,9.157576,16.461058,17.529543,0.3499379,0.37265232
2525,45.005554,9.1974745,16.39285,17.977118,0.3484879,0.3821671
2526,45.005554,9.237373,16.155281,18.243528,0.34343752,0.38783062
2527,45.005554,9.277273,15.807131,18.349998,0.33603638,0.390094
2528,45.005554,9.317172,15.421767,18.32902,0.3278441,0.38964802
2529,45.005554,9.357071,15.074345,18.219057,0.3204584,0.3873104
2530,45.005554,9.39697,14.830499,18.059263,0.3152746,0.3839134
2531,45.005554,9.436869,14.737297,17.884632,0.31329328,0.380201
2532,45.005554,9.476768,14.8168955,17.722166,0.31498542,0.37674722
2533,45.005554,9.516666,15.062478,17.588827,0.32020617,0.37391263
2534,45.005554,9.556565,15.437054,17.491035,0.32816908,0.3718337
2535,45.005554,9.596465,15.876201,17.426065,0.33750468,0.37045255
2536,45.005554,9.636364,16.2979,17.384878,0.3464694,0.36957696
2537,45.005554,9.676263,16.622915,17.355974,0.35337874,0.3689625
2538,45.005554,9.716162,16.803413,17.329126,0.35721588,0.36839175
2539,45.005554,9.756061,16.846905,17.297886,0.35814044,0.36772764
2540,45.005554,9.795959,16.817202,17.260094,0.357509,0.36692423
2541,45.005554,9.835858,16.808105,17.216667,0.35731563,0.36600104
2542,45.005554,9.875757,16.902533,17.169136,0.359323,0.3649906
2543,45.005554,9.915656,17.133047,17.117212,0.3642234,0.36388677
2544,45.005554,9.955556,17.45707,17.05713,0.37111163,0.36260954
2545,45.005554,9.995455,17.762058,16.981659,0.37759525,0.36100513
2546,45.005554,10.035354,17.91026,16.882101,0.3807458,0.35888866
2547,45.005554,10.075253,17.804176,16.75184,0.37849063,0.3561195
2548,45.005554,10.115151,17.429888,16.590256,0.3705338,0.35268447
2549,45.005554,10.15505,16.85303,16.404726,0.35827065,0.34874037
2550,45.005554,10.194949,16.184305,16.209932,0.34405455,0.34459934
2551,45.005554,10.234848,15.543292,16.025284,0.33042756,0.34067398
2552,45.005554,10.274748,15.033208,15.87154,0.31958392,0.33740562
2553,45.005554,10.314647,14.726149,15.767532,0.3130563,0.33519456
2554,45.005554,10.354546,14.655466,15.727402,0.3115537,0.33434144
2555,45.005554,10.394444,14.813945,15.758709,0.3149227,0.33500698
2556,45.005554,10.434343,15.157346,15.861586,0.3222229,0.337194
2557,45.005554,10.474242,15.6143875,16.028896,0.33193892,0.34075078
2558,45.005554,10.514141,16.105217,16.247313,0.34237325,0.345394
2559,45.005554,10.55404,16.566801,16.499073,0.35218585,0.35074604
2560,45.005554,10.59394,16.968271,16.763382,0.36072052,0.35636488
2561,45.005554,10.633839,17.298794,17.016264,0.36774695,0.36174077
2562,45.005554,10.673738,17.543833,17.230558,0.3729561,0.36629635
2563,45.005554,10.713636,17.671843,17.377146,0.3756774,0.36941257
2564,45.005554,10.753535,17.636953,17.428322,0.37493572,0.3705005
2565,45.005554,10.793434,17.395641,17.36249,0.36980578,0.36910102
2566,45.005554,10.833333,16.929407,17.168453,0.3598943,0.36497608
2567,45.005554,10.873232,16.258944,16.846842,0.34564126,0.3581391
2568,45.005554,10.913132,15.4382515,16.407755,0.32819453,0.34880477
2569,45.005554,10.953031,14.534118,15.866484,0.308974,0.33729813
2570,45.005554,10.992929,13.605182,15.239462,0.28922617,0.32396856
2571,45.005554,11.032828,12.689721,14.542114,0.2697648,0.309144
2572,45.005554,11.072727,11.803341,13.788807,0.2509217,0.29312977
2573,45.005554,11.112626,10.945699,12.994961,0.23268947,0.27625376
2574,45.005554,11.152525,10.111646,12.179359,0.21495873,0.25891528
2575,45.005554,11.192424,9.2965765,11.362061,0.19763155,0.24154072
2576,45.005554,11.232324,8.503663,10.561169,0.18077537,0.22451493
2577,45.005554,11.2722225,7.7468634,9.791283,0.16468693,0.20814829
2578,45.005554,11.312121,7.0430503,9.063129,0.1497249,0.19266881
2579,45.005554,11.35202,6.4054,8.383953,0.13616939,0.17823052
2580,45.005554,11.391919,5.841241,7.7580113,0.1241762,0.16492392
2581,45.005554,11.431818,5.352376,7.187107,0.11378365,0.15278734
2582,45.005554,11.471717,4.9362993,6.6711435,0.10493847,0.1418187
2583,45.005554,11.511616,4.587631,6.2085686,0.0975263,0.13198504
2584,45.005554,11.551516,4.299341,5.796811,0.09139767,0.12323169
2585,45.005554,11.591414,4.063762,5.4326453,0.086389616,0.11549006
2586,45.005554,11.631313,3.8732135,5.112409,0.082338825,0.108682305
2587,45.005554,11.671212,3.720473,4.83226,0.07909179,0.10272675
2588,45.005554,11.711111,3.5990148,4.588334,0.07650977,0.09754124
2589,45.005554,11.75101,3.5031178,4.3768606,0.07447114,0.09304562
2590,45.005554,11.790909,3.427885,4.194238,0.0728718,0.08916334
2591,45.005554,11.830808,3.3692021,4.0371003,0.07162429,0.08582282
2592,45.005554,11.8707075,3.3236659,3.9023366,0.070656255,0.08295794
2593,45.005554,11.910606,3.2884989,3.7871218,0.069908656,0.08050864
2594,45.005554,11.950505,3.2614565,3.6888971,0.06933377,0.078420535
2595,45.005554,11.990404,3.2407436,3.6053796,0.06889345,0.07664507
2596,45.005554,12.030303,3.2249365,3.5345407,0.06855741,0.07513914
2597,45.005554,12.070202,3.2129133,3.474595,0.06830181,0.07386479
2598,45.005554,12.110101,3.2037966,3.4239767,0.06810801,0.072788715
2599,45.005554,12.15,3.1969035,3.3813205,0.06796147,0.071881905
2600,45.02778,8.2,3.5370216,3.5747042,0.075191885,0.07599296
2601,45.02778,8.239899,3.644343,3.6643662,0.07747337,0.07789904
2602,45.02778,8.279798,3.780592,3.7728057,0.08036983,0.08020431
2603,45.02778,8.319697,3.9522448,3.9035578,0.084018916,0.0829839
2604,45.02778,8.359596,4.166635,4.060684,0.08857654,0.08632418
2605,45.02778,8.399495,4.4318337,4.248793,0.094214275,0.0903231
2606,45.02778,8.439394,4.7563553,4.4730816,0.101113126,0.09509114
2607,45.02778,8.479293,5.1486807,4.7393203,0.10945339,0.10075098
2608,45.02778,8.519192,5.616597,5.0538864,0.119400606,0.1074382
2609,45.02778,8.559091,6.166333,5.4237547,0.13108718,0.11530106
2610,45.02778,8.5989895,6.8014517,5.85643,0.14458887,0.1244991
2611,45.02778,8.638889,7.5217447,6.3599505,0.15990125,0.1352032
2612,45.02778,8.678788,8.322111,6.9426317,0.17691585,0.14759015
2613,45.02778,8.718687,9.191809,7.6128078,0.19540435,0.1618371
2614,45.02778,8.758586,10.114399,8.378034,0.21501726,0.17810468
2615,45.02778,8.798485,11.068728,9.243788,0.2353049,0.19650935
2616,45.02778,8.838384,12.031961,10.211372,0.25578183,0.21707878
2617,45.02778,8.878283,12.9851265,11.274822,0.2760447,0.23968615
2618,45.02778,8.918181,13.9185295,12.417118,0.29588747,0.2639697
2619,45.02778,8.958081,14.824539,13.605892,0.3151479,0.28924128
2620,45.02778,8.99798,15.678214,14.792738,0.3332958,0.31447187
2621,45.02778,9.037879,16.435411,15.920858,0.34939268,0.33845407
2622,45.02778,9.077778,17.044535,16.934708,0.36234176,0.360007
2623,45.02778,9.117677,17.455774,17.787546,0.37108412,0.37813708
2624,45.02778,9.157576,17.633505,18.447172,0.3748624,0.39215976
2625,45.02778,9.1974745,17.573158,18.900274,0.37357953,0.40179205
2626,45.02778,9.237373,17.309134,19.15355,0.36796674,0.40717632
2627,45.02778,9.277273,16.908201,19.23132,0.35944352,0.4088296
2628,45.02778,9.317172,16.45502,19.17052,0.34980956,0.4075371
2629,45.02778,9.357071,16.036734,19.014854,0.34091738,0.40422785
2630,45.02778,9.39697,15.729844,18.808662,0.33439338,0.39984453
2631,45.02778,9.436869,15.589807,18.591442,0.33141637,0.39522675
2632,45.02778,9.476768,15.643972,18.393578,0.33256787,0.39102042
2633,45.02778,9.516666,15.887038,18.23392,0.3377351,0.38762632
2634,45.02778,9.556565,16.279312,18.119246,0.34607425,0.38518855
2635,45.02778,9.596465,16.748644,18.045832,0.35605156,0.38362786
2636,45.02778,9.636364,17.199804,18.002668,0.36564258,0.38271028
2637,45.02778,9.676263,17.537092,17.975874,0.3728128,0.38214067
2638,45.02778,9.716162,17.699627,17.953215,0.37626806,0.38165897
2639,45.02778,9.756061,17.694021,17.927128,0.37614888,0.3811044
2640,45.02778,9.795959,17.59743,17.89513,0.3740955,0.38042417
2641,45.02778,9.835858,17.525097,17.858257,0.37255782,0.3796403
2642,45.02778,9.875757,17.581282,17.81798,0.3737522,0.37878406
2643,45.02778,9.915656,17.81218,17.773317,0.37866077,0.37783462
2644,45.02778,9.955556,18.173622,17.718994,0.3863445,0.37667978
2645,45.02778,9.995455,18.532494,17.645456,0.3939736,0.37511647
2646,45.02778,10.035354,18.719383,17.54121,0.39794657,0.37290037
2647,45.02778,10.075253,18.612745,17.397243,0.39567962,0.36983985
2648,45.02778,10.115151,18.193974,17.211739,0.38677713,0.36589628
2649,45.02778,10.15505,17.538439,16.99253,0.37284145,0.36123624
2650,45.02778,10.194949,16.77041,16.756058,0.35651428,0.35620916
2651,45.02778,10.234848,16.02146,16.524199,0.34059268,0.35128018
2652,45.02778,10.274748,15.404325,16.320528,0.3274733,0.34695044
2653,45.02778,10.314647,14.998418,16.166681,0.31884432,0.34367988
2654,45.02778,10.354546,14.842483,16.079323,0.31552938,0.34182277
2655,45.02778,10.394444,14.933374,16.068237,0.3174616,0.34158713
2656,45.02778,10.434343,15.230973,16.135382,0.3237881,0.3430145
2657,45.02778,10.474242,15.669355,16.275118,0.33310747,0.34598508
2658,45.02778,10.514141,16.174706,16.475174,0.34385046,0.350238
2659,45.02778,10.55404,16.686275,16.718025,0.3547257,0.35540065
2660,45.02778,10.59394,17.167397,16.981936,0.36495364,0.361011
2661,45.02778,10.633839,17.59587,17.240995,0.37406233,0.36651823
2662,45.02778,10.673738,17.944536,17.46529,0.38147447,0.3712864
2663,45.02778,10.713636,18.168802,17.622381,0.38624203,0.37462592
2664,45.02778,10.753535,18.209206,17.681032,0.38710096,0.37587276
2665,45.02778,10.793434,18.009844,17.616703,0.3828628,0.37450522
2666,45.02778,10.833333,17.546068,17.416838,0.37300363,0.37025636
2667,45.02778,10.873232,16.842737,17.082626,0.35805184,0.36315152
2668,45.02778,10.913132,15.965524,16.62596,0.33940357,0.35344347
2669,45.02778,10.953031,14.99402,16.0642,0.31875083,0.34150127
2670,45.02778,10.992929,13.996663,15.415552,0.2975485,0.327712
2671,45.02778,11.032828,13.017811,14.696732,0.27673954,0.31243092
2672,45.02778,11.072727,12.075988,13.92296,0.25671774,0.29598168
2673,45.02778,11.112626,11.171528,13.110212,0.23749027,0.27870384
2674,45.02778,11.152525,10.298269,12.277552,0.21892607,0.26100272
2675,45.02778,11.192424,9.44949,11.445177,0.20088226,0.24330765
2676,45.02778,11.232324,8.626868,10.631185,0.18339454,0.22600336
2677,45.02778,11.2722225,7.8445663,9.850023,0.16676395,0.20939702
2678,45.02778,11.312121,7.1195383,9.112236,0.15135092,0.19371274
2679,45.02778,11.35202,6.4646587,8.424879,0.13742915,0.17910054
2680,45.02778,11.391919,5.886756,7.7920237,0.12514378,0.16564697
2681,45.02778,11.431818,5.3870816,7.2153053,0.11452144,0.15338679
2682,45.02778,11.471717,4.962599,6.6944695,0.10549756,0.14231458
2683,45.02778,11.511616,4.607454,6.227824,0.097947694,0.13239439
2684,45.02778,11.551516,4.314213,5.8126783,0.09171382,0.123569
2685,45.02778,11.591414,4.0748744,5.4456983,0.086625844,0.115767546
2686,45.02778,11.631313,3.8814862,5.12313,0.082514696,0.10891021
2687,45.02778,11.671212,3.7266119,4.8410535,0.07922229,0.102913685
2688,45.02778,11.711111,3.603557,4.5955396,0.076606326,0.09769442
2689,45.02778,11.75101,3.5064697,4.3827558,0.074542396,0.09317095
2690,45.02778,11.790909,3.430353,4.1990566,0.072924264,0.08926577
2691,45.02778,11.830808,3.371015,4.0410347,0.07166283,0.08590646
2692,45.02778,11.8707075,3.324995,3.9055457,0.07068451,0.08302616
2693,45.02778,11.910606,3.2894716,3.7897372,0.06992933,0.080564246
2694,45.02778,11.950505,3.2621672,3.6910267,0.06934888,0.078465804
2695,45.02778,11.990404,3.2412622,3.6071122,0.068904474,0.076681904
2696,45.02778,12.030303,3.2253141,3.5359497,0.068565436,0.075169094
2697,45.02778,12.070202,3.213188,3.47574,0.06830765,0.07388912
2698,45.02778,12.110101,3.2039962,3.4249063,0.068112254,0.072808474
2699,45.02778,12.15,3.1970484,3.3820746,0.067964554,0.07189794
2700,45.05,8.2,3.5533452,3.6041656,0.075538896,0.07661926
2701,45.05,8.239899,3.66631,3.7000341,0.07794037,0.07865729
2702,45.05,8.279798,3.8100386,3.81599,0.08099582,0.08112234
2703,45.05,8.319697,3.9915252,3.9558349,0.08485396,0.08409524
2704,45.05,8.359596,4.2187314,4.123919,0.08968403,0.087668456
2705,45.05,8.399495,4.5004535,4.3251944,0.095673025,0.09194728
2706,45.05,8.439394,4.8460035,4.5652175,0.10301892,0.09704982
2707,45.05,8.479293,5.2646923,4.850143,0.11191962,0.103106916
2708,45.05,8.519192,5.7650895,5.186752,0.122557335,0.11026272
2709,45.05,8.559091,6.3540363,5.58239,0.13507748,0.11867341
2710,45.05,8.5989895,7.035415,6.0449038,0.14956258,0.12850577
2711,45.05,8.638889,7.808896,6.5826664,0.16600566,0.13993782
2712,45.05,8.678788,8.668701,7.2042727,0.18428385,0.15315226
2713,45.05,8.718687,9.602815,7.918304,0.20414174,0.1683315
2714,45.05,8.758586,10.59301,8.732616,0.22519183,0.1856426
2715,45.05,8.798485,11.615989,9.6529455,0.24693885,0.20520744
2716,45.05,8.838384,12.646697,10.680725,0.2688502,0.22705652
2717,45.05,8.878283,13.664468,11.809759,0.2904865,0.25105813
2718,45.05,8.918181,14.661031,13.022072,0.31167197,0.2768301
2719,45.05,8.958081,15.635715,14.283426,0.3323923,0.30364466
2720,45.05,8.99798,16.571796,15.542568,0.35229203,0.33041215
2721,45.05,9.037879,17.426096,16.738659,0.37045318,0.35583928
2722,45.05,9.077778,18.136143,17.810966,0.38554776,0.378635
2723,45.05,9.117677,18.633589,18.707262,0.39612272,0.3976889
2724,45.05,9.157576,18.865313,19.391115,0.4010488,0.41222662
2725,45.05,9.1974745,18.817646,19.847387,0.4000355,0.4219263
2726,45.05,9.237373,18.526398,20.083815,0.39384398,0.4269524
2727,45.05,9.277273,18.067398,20.128,0.38408634,0.4278917
2728,45.05,9.317172,17.537804,20.02173,0.37282795,0.42563257
2729,45.05,9.357071,17.038052,19.81432,0.36220396,0.4212233
2730,45.05,9.39697,16.656721,19.55577,0.35409743,0.41572696
2731,45.05,9.436869,16.45867,19.290577,0.34988713,0.4100893
2732,45.05,9.476768,16.47705,19.052805,0.3502779,0.40503463
2733,45.05,9.516666,16.70857,18.863394,0.35519966,0.40100804
2734,45.05,9.556565,17.111475,18.729565,0.36376482,0.39816302
2735,45.05,9.596465,17.606415,18.646572,0.3742865,0.39639872
2736,45.05,9.636364,18.084742,18.601307,0.38445503,0.39543647
2737,45.05,9.676263,18.432295,18.577282,0.3918435,0.3949257
2738,45.05,9.716162,18.572298,18.560043,0.39481977,0.39455923
2739,45.05,9.756061,18.50903,18.540829,0.39347476,0.39415076
2740,45.05,9.795959,18.334068,18.516945,0.38975534,0.39364305
2741,45.05,9.835858,18.185923,18.489561,0.38660598,0.3930609
2742,45.05,9.875757,18.192205,18.459965,0.38673955,0.39243174
2743,45.05,9.915656,18.415676,18.426252,0.39149022,0.39171505
2744,45.05,9.955556,18.813519,18.381348,0.39994776,0.39076045
2745,45.05,9.995455,19.232065,18.312986,0.40884545,0.38930717
2746,45.05,10.035354,19.466755,18.206528,0.4138346,0.387044
2747,45.05,10.075253,19.368814,18.0502,0.41175252,0.38372073
2748,45.05,10.115151,18.914873,17.840908,0.4021024,0.37927148
2749,45.05,10.15505,18.190212,17.587023,0.38669717,0.37387425
2750,45.05,10.194949,17.33136,17.306831,0.36843926,0.3679178
2751,45.05,10.234848,16.480228,17.0248,0.35034543,0.3619222
2752,45.05,10.274748,15.758305,16.767372,0.3349984,0.3564497
2753,45.05,10.314647,15.252498,16.5591,0.3242457,0.3520221
2754,45.05,10.354546,15.007615,16.419376,0.31903985,0.3490518
2755,45.05,10.394444,15.025562,16.360325,0.31942138,0.34779647
2756,45.05,10.434343,15.271237,16.385942,0.32464406,0.34834105
2757,45.05,10.474242,15.684828,16.492281,0.3334364,0.35060167
2758,45.05,10.514141,16.198582,16.668287,0.34435806,0.3543433
2759,45.05,10.55404,16.753891,16.89687,0.3561631,0.35920262
2760,45.05,10.59394,17.309017,17.155588,0.36796427,0.36470258
2761,45.05,10.633839,17.831285,17.416786,0.3790669,0.3702553
2762,45.05,10.673738,18.281137,17.647936,0.38863012,0.3751692
2763,45.05,10.713636,18.600922,17.813353,0.39542827,0.3786857
2764,45.05,10.753535,18.717104,17.878176,0.39789814,0.38006374
2765,45.05,10.793434,18.560194,17.814707,0.39456245,0.3787145
2766,45.05,10.833333,18.098343,17.60889,0.38474417,0.37433913
2767,45.05,10.873232,17.36105,17.262556,0.3690704,0.3669766
2768,45.05,10.913132,16.426882,16.789476,0.34921136,0.3569196
2769,45.05,10.953031,15.388492,16.209003,0.32713673,0.3445796
2770,45.05,10.992929,14.323797,15.541014,0.30450287,0.33037913
2771,45.05,11.032828,13.282861,14.803484,0.2823741,0.3147003
2772,45.05,11.072727,12.287335,14.012596,0.2612107,0.2978872
2773,45.05,11.112626,11.33874,13.184933,0.24104495,0.2802923
2774,45.05,11.152525,10.430046,12.339571,0.22172746,0.26232114
2775,45.05,11.192424,9.55275,11.496489,0.20307742,0.24439846
2776,45.05,11.232324,8.707032,10.673519,0.18509871,0.22690333
2777,45.05,11.2722225,7.906272,9.88488,0.16807573,0.21013802
2778,45.05,11.312121,7.1666937,9.140878,0.15235338,0.19432163
2779,45.05,11.35202,6.5004697,8.448368,0.13819043,0.1795999
2780,45.05,11.391919,5.9138064,7.811259,0.12571883,0.16605589
2781,45.05,11.431818,5.4074173,7.2310333,0.11495375,0.15372114
2782,45.05,11.471717,4.9778223,6.7073126,0.105821185,0.14258762
2783,45.05,11.511616,4.6188087,6.2383013,0.098189086,0.13261712
2784,45.05,11.551516,4.322654,5.8212137,0.09189327,0.12375045
2785,45.05,11.591414,4.0811315,5.452647,0.08675886,0.11591527
2786,45.05,11.631313,3.8861113,5.1287813,0.08261301,0.10903035
2787,45.05,11.671212,3.730022,4.845647,0.079294786,0.10301133
2788,45.05,11.711111,3.6060655,4.599269,0.07665966,0.0977737
2789,45.05,11.75101,3.5083115,4.385783,0.07458155,0.09323531
2790,45.05,11.790909,3.4317026,4.2015114,0.072952956,0.089317955
2791,45.05,11.830808,3.3720024,4.043024,0.07168382,0.08594875
2792,45.05,11.8707075,3.325716,3.9071574,0.07069983,0.08306043
2793,45.05,11.910606,3.2899973,3.7910423,0.06994051,0.08059199
2794,45.05,11.950505,3.26255,3.692083,0.06935702,0.07848826
2795,45.05,11.990404,3.2415404,3.6079664,0.06891038,0.07670006
2796,45.05,12.030303,3.2255163,3.5366404,0.068569735,0.07518378
2797,45.05,12.070202,3.2133348,3.476298,0.068310775,0.07390099
2798,45.05,12.110101,3.2041025,3.425357,0.06811451,0.072818056
2799,45.05,12.15,3.1971254,3.382439,0.067966186,0.07190568
2800,45.072224,8.2,3.5692697,3.6346204,0.07587743,0.07726669
2801,45.072224,8.239899,3.687788,3.7368743,0.07839695,0.07944046
2802,45.072224,8.279798,3.8389072,3.8605673,0.081609525,0.082069986
2803,45.072224,8.319697,4.0301595,4.0097756,0.08567527,0.085241936
2804,45.072224,8.359596,4.270155,4.189168,0.09077722,0.08905555
2805,45.072224,8.399495,4.568447,4.4040527,0.097118475,0.09362369
2806,45.072224,8.439394,4.935197,4.6603827,0.10491503,0.09907289
2807,45.072224,8.479293,5.3805923,4.964738,0.11438349,0.10554303
2808,45.072224,8.519192,5.9140215,5.3243027,0.1257234,0.11318685
2809,45.072224,8.559091,6.5429792,5.7468615,0.13909413,0.12216983
2810,45.072224,8.5989895,7.271635,6.2406178,0.15458427,0.13266636
2811,45.072224,8.638889,8.099435,6.81425,0.17218208,0.14486094
2812,45.072224,8.678788,9.019704,7.47662,0.19174565,0.15894195
2813,45.072224,8.718687,10.01887,8.2365,0.21298645,0.17509589
2814,45.072224,8.758586,11.07663,9.101965,0.23547287,0.1934944
2815,45.072224,8.798485,12.167488,10.078903,0.2586629,0.21426266
2816,45.072224,8.838384,13.264452,11.168764,0.28198275,0.23743151
2817,45.072224,8.878283,14.345807,12.3650055,0.30497077,0.26286185
2818,45.072224,8.918181,15.404952,13.648483,0.32748663,0.2901467
2819,45.072224,8.958081,16.449509,14.983019,0.34969237,0.31851697
2820,45.072224,8.99798,17.473562,16.314901,0.37146226,0.34683082
2821,45.072224,9.037879,18.435616,17.579512,0.3919141,0.3737146
2822,45.072224,9.077778,19.260841,18.710772,0.40945718,0.39776352
2823,45.072224,9.117677,19.858967,19.650507,0.42217246,0.4177409
2824,45.072224,9.157576,20.155567,20.357517,0.42847773,0.4327709
2825,45.072224,9.1974745,20.125765,20.814564,0.4278442,0.44248703
2826,45.072224,9.237373,19.806927,21.03037,0.42106616,0.44707477
2827,45.072224,9.277273,19.284718,21.036037,0.40996477,0.44719523
2828,45.072224,9.317172,18.669876,20.87849,0.39689413,0.44384602
2829,45.072224,9.357071,18.077375,20.61309,0.38429844,0.43820402
2830,45.072224,9.39697,17.609238,20.296022,0.37434652,0.4314636
2831,45.072224,9.436869,17.340729,19.977158,0.36863843,0.424685
2832,45.072224,9.476768,17.311335,19.694633,0.36801353,0.41867897
2833,45.072224,9.516666,17.520138,19.471651,0.37245238,0.4139387
2834,45.072224,9.556565,17.92393,19.315975,0.3810364,0.41062924
2835,45.072224,9.596465,18.437153,19.221857,0.3919468,0.40862843
2836,45.072224,9.636364,18.938236,19.174015,0.40259907,0.4076114
2837,45.072224,9.676263,19.293406,19.15325,0.41014946,0.40716994
2838,45.072224,9.716162,19.40688,19.142633,0.41256174,0.40694425
2839,45.072224,9.756061,19.278997,19.132143,0.40984315,0.40672123
2840,45.072224,9.795959,19.016304,19.119022,0.40425867,0.4064423
2841,45.072224,9.835858,18.781292,19.104574,0.39926267,0.40613517
2842,45.072224,9.875757,18.725769,19.089668,0.39808235,0.40581828
2843,45.072224,9.915656,18.931448,19.071175,0.40245476,0.40542516
2844,45.072224,9.955556,19.360813,19.039852,0.41158244,0.4047593
2845,45.072224,9.995455,19.841742,18.980368,0.42180628,0.40349472
2846,45.072224,10.035354,20.132751,18.874594,0.4279927,0.40124613
2847,45.072224,10.075253,20.055307,18.707705,0.42634636,0.3976983
2848,45.072224,10.115151,19.581028,18.475292,0.41626388,0.39275756
2849,45.072224,10.15505,18.803722,18.18637,0.3997395,0.3866155
2850,45.072224,10.194949,17.869034,17.861124,0.3798694,0.37970126
2851,45.072224,10.234848,16.926569,17.526548,0.359834,0.37258866
2852,45.072224,10.274748,16.105635,17.212034,0.34238213,0.36590254
2853,45.072224,10.314647,15.501118,16.945133,0.32953098,0.36022863
2854,45.072224,10.354546,15.165011,16.74808,0.32238585,0.35603955
2855,45.072224,10.394444,15.105318,16.635498,0.32111686,0.35364625
2856,45.072224,10.434343,15.292923,16.613598,0.32510507,0.35318068
2857,45.072224,10.474242,15.674596,16.68033,0.33321887,0.3545993
2858,45.072224,10.514141,16.188606,16.826057,0.34414598,0.35769725
2859,45.072224,10.55404,16.77835,17.034292,0.35668308,0.36212403
2860,45.072224,10.59394,17.397724,17.282166,0.36985004,0.36739343
2861,45.072224,10.633839,18.004585,17.540504,0.38275102,0.37288535
2862,45.072224,10.673738,18.547703,17.774412,0.3942969,0.3778579
2863,45.072224,10.713636,18.956936,17.945139,0.4029966,0.38148728
2864,45.072224,10.753535,19.145128,18.014263,0.4069973,0.38295677
2865,45.072224,10.793434,19.028753,17.950806,0.40452334,0.38160774
2866,45.072224,10.833333,18.567717,17.739088,0.39472237,0.37710693
2867,45.072224,10.873232,17.796648,17.381618,0.3783306,0.36950767
2868,45.072224,10.913132,16.807657,16.894001,0.3573061,0.35914165
2869,45.072224,10.953031,15.705928,16.29739,0.33388495,0.34645855
2870,45.072224,10.992929,14.577834,15.61314,0.30990332,0.33191243
2871,45.072224,11.032828,13.478605,14.860409,0.28653535,0.31591046
2872,45.072224,11.072727,12.432994,14.056343,0.26430717,0.2988172
2873,45.072224,11.112626,11.444051,13.218132,0.2432837,0.28099805
2874,45.072224,11.152525,10.504261,12.364666,0.22330515,0.26285464
2875,45.072224,11.192424,9.604108,11.515406,0.20416921,0.2448006
2876,45.072224,11.232324,8.742492,10.6877165,0.18585253,0.22720514
2877,45.072224,11.2722225,7.9307804,9.895485,0.16859674,0.21036346
2878,45.072224,11.312121,7.183653,9.148758,0.15271391,0.19448915
2879,45.072224,11.35202,6.512216,8.454193,0.13844015,0.17972372
2880,45.072224,11.391919,5.9219503,7.815534,0.12589197,0.16614677
2881,45.072224,11.431818,5.4130683,7.2341504,0.115073875,0.1537874
2882,45.072224,11.471717,4.9817476,6.7095647,0.10590463,0.14263548
2883,45.072224,11.511616,4.621536,6.239912,0.09824706,0.13265136
2884,45.072224,11.551516,4.32455,5.8223524,0.09193358,0.123774655
2885,45.072224,11.591414,4.08245,5.453439,0.08678689,0.11593211
2886,45.072224,11.631313,3.8870287,5.129322,0.08263252,0.10904185
2887,45.072224,11.671212,3.7306612,4.8460064,0.079308376,0.10301898
2888,45.072224,11.711111,3.606511,4.599498,0.07666913,0.097778566
2889,45.072224,11.75101,3.5086222,4.3859205,0.07458815,0.09323823
2890,45.072224,11.790909,3.431919,4.2015862,0.07295756,0.08931955
2891,45.072224,11.830808,3.3721533,4.0430565,0.07168702,0.08594944
2892,45.072224,11.8707075,3.3258214,3.9071617,0.070702076,0.08306052
2893,45.072224,11.910606,3.290071,3.791029,0.06994207,0.08059171
