,Latitude,Longitude,PM10,Normalized
406,44.771107,8.613066,2.3386316,0.9942668
407,44.771107,8.631909,2.3386562,0.99427724
408,44.771107,8.650754,2.338683,0.99428856
409,44.771107,8.669598,2.338711,0.99430054
410,44.771107,8.688442,2.3387413,0.9943134
411,44.771107,8.707287,2.338773,0.9943269
412,44.771107,8.7261305,2.3388069,0.9943413
413,44.771107,8.744975,2.3388424,0.9943564
414,44.771107,8.763819,2.3388798,0.9943723
415,44.771107,8.782663,2.3389192,0.99438906
416,44.771107,8.801508,2.3389604,0.9944066
417,44.771107,8.820352,2.3390036,0.99442494
418,44.771107,8.839196,2.3390484,0.99444395
419,44.771107,8.85804,2.3390954,0.9944639
420,44.771107,8.876884,2.3391442,0.9944847
421,44.771107,8.895729,2.3391948,0.9945062
422,44.771107,8.914573,2.3392475,0.9945286
423,44.771107,8.933417,2.3393018,0.9945517
424,44.771107,8.952261,2.3393583,0.99457574
425,44.771107,8.971106,2.3394165,0.9946005
426,44.771107,8.98995,2.3394768,0.9946261
427,44.771107,9.008794,2.339539,0.99465257
428,44.771107,9.027638,2.339603,0.99467975
429,44.771107,9.046482,2.3396688,0.9947077
430,44.771107,9.065327,2.3397365,0.9947365
431,44.771107,9.084171,2.339806,0.9947661
432,44.771107,9.103015,2.3398776,0.9947965
433,44.771107,9.12186,2.3399508,0.9948276
434,44.771107,9.140703,2.340026,0.9948596
435,44.771107,9.159548,2.340103,0.9948923
436,44.771107,9.178392,2.3401816,0.99492574
437,44.771107,9.197236,2.3402622,0.99496
438,44.771107,9.216081,2.3403444,0.994995
439,44.771107,9.234924,2.3404284,0.99503064
440,44.771107,9.253769,2.340514,0.99506706
441,44.771107,9.272614,2.3406014,0.99510425
442,44.771107,9.291457,2.3406904,0.99514204
443,44.771107,9.310302,2.3407812,0.99518067
444,44.771107,9.329145,2.3408735,0.9952199
445,44.771107,9.34799,2.3409674,0.9952598
446,44.771107,9.366835,2.3410628,0.9953004
447,44.771107,9.385678,2.3411598,0.99534166
448,44.771107,9.404523,2.3412585,0.9953836
449,44.771107,9.423367,2.3413584,0.99542606
450,44.771107,9.442211,2.34146,0.9954693
451,44.771107,9.461055,2.3415627,0.99551296
452,44.771107,9.479899,2.3416672,0.99555737
453,44.771107,9.498744,2.3417728,0.99560225
454,44.771107,9.517588,2.3418796,0.99564767
455,44.771107,9.536432,2.3419878,0.9956937
456,44.771107,9.555276,2.3420973,0.9957402
457,44.771107,9.5741205,2.342208,0.99578726
458,44.771107,9.592965,2.3423197,0.99583477
459,44.771107,9.611809,2.3424327,0.9958828
460,44.771107,9.630653,2.3425467,0.99593127
461,44.771107,9.649497,2.3426616,0.99598014
462,44.771107,9.668342,2.3427775,0.9960294
463,44.771107,9.687186,2.3428943,0.9960791
464,44.771107,9.70603,2.343012,0.99612916
465,44.771107,9.7248745,2.3431306,0.9961795
466,44.771107,9.743718,2.34325,0.9962303
467,44.771107,9.762563,2.34337,0.99628127
468,44.771107,9.781407,2.3434906,0.9963326
469,44.771107,9.800251,2.3436117,0.9963841
470,44.771107,9.819096,2.3437335,0.9964359
471,44.771107,9.837939,2.3438559,0.99648786
472,44.771107,9.856784,2.3439784,0.99653995
473,44.771107,9.875628,2.3441014,0.9965923
474,44.771107,9.894472,2.344225,0.9966448
475,44.771107,9.913317,2.3443484,0.99669725
476,44.771107,9.93216,2.3444722,0.9967499
477,44.771107,9.951005,2.344596,0.9968025
478,44.771107,9.96985,2.34472,0.9968552
479,44.771107,9.988693,2.3448436,0.99690783
480,44.771107,10.007538,2.3449674,0.9969604
481,44.771107,10.0263815,2.3450909,0.9970129
482,44.771107,10.045226,2.3452141,0.9970653
483,44.771107,10.064071,2.3453374,0.99711776
484,44.771107,10.082914,2.34546,0.99716985
485,44.771107,10.101759,2.3455822,0.9972218
486,44.771107,10.120603,2.345704,0.9972736
487,44.771107,10.139447,2.3458252,0.9973251
488,44.771107,10.158292,2.3459458,0.9973764
489,44.771107,10.177135,2.3460658,0.9974274
490,44.771107,10.19598,2.3461847,0.99747795
491,44.771107,10.214824,2.3463032,0.9975284
492,44.771107,10.233668,2.3464205,0.9975782
493,44.771107,10.252513,2.346537,0.9976278
494,44.771107,10.271357,2.3466525,0.99767685
495,44.771107,10.290201,2.346767,0.9977255
496,44.771107,10.309045,2.3468804,0.99777377
497,44.771107,10.327889,2.3469925,0.9978214
498,44.771107,10.346734,2.3471036,0.99786866
499,44.771107,10.365578,2.3472133,0.99791527
500,44.771107,10.384422,2.3473215,0.9979613
501,44.771107,10.403266,2.3474286,0.99800676
502,44.771107,10.422111,2.347534,0.9980516
503,44.771107,10.440955,2.3476381,0.99809587
504,44.771107,10.459799,2.3477407,0.9981395
505,44.771107,10.478643,2.3478415,0.99818236
506,44.771107,10.497487,2.347941,0.9982246
507,44.771107,10.516332,2.3480387,0.99826616
508,44.771107,10.535176,2.3481348,0.99830705
509,44.771107,10.55402,2.3482292,0.99834716
510,44.771107,10.572865,2.348322,0.9983866
511,44.771107,10.591708,2.3484128,0.99842525
512,44.771107,10.610553,2.348502,0.99846315
513,44.771107,10.629397,2.3485892,0.9985002
514,44.771107,10.648241,2.3486745,0.9985365
515,44.771107,10.667086,2.3487582,0.9985721
516,44.771107,10.685929,2.3488398,0.99860674
517,44.771107,10.704774,2.3489196,0.9986407
518,44.771107,10.7236185,2.3489976,0.99867386
519,44.771107,10.742462,2.3490734,0.9987061
520,44.771107,10.761307,2.3491476,0.99873763
521,44.771107,10.78015,2.3492196,0.9987682
522,44.771107,10.798995,2.3492897,0.998798
523,44.771107,10.81784,2.3493578,0.99882704
524,44.771107,10.836683,2.349424,0.9988551
525,44.771107,10.855528,2.349488,0.99888235
526,44.771107,10.874372,2.3495502,0.9989088
527,44.771107,10.893216,2.3496106,0.99893445
528,44.771107,10.912061,2.3496687,0.9989592
529,44.771107,10.930904,2.349725,0.99898314
530,44.771107,10.949749,2.3497794,0.9990062
531,44.771107,10.968593,2.3498318,0.9990285
532,44.771107,10.987437,2.3498824,0.99905
533,44.771107,11.006282,2.3499308,0.9990706
534,44.771107,11.0251255,2.3499773,0.9990904
535,44.771107,11.04397,2.350022,0.99910945
536,44.771107,11.062814,2.3500648,0.99912757
537,44.771107,11.081658,2.3501058,0.999145
538,44.771107,11.100503,2.3501449,0.9991616
539,44.771107,11.119347,2.350182,0.99917746
540,44.771107,11.138191,2.3502173,0.9991924
541,44.771107,11.157035,2.350251,0.9992067
542,44.771107,11.1758795,2.3502827,0.9992202
543,44.771107,11.194724,2.3503125,0.9992329
544,44.771107,11.213568,2.3503408,0.9992449
545,44.771107,11.232412,2.3503673,0.9992562
546,44.771107,11.251256,2.350392,0.99926674
547,44.771107,11.270101,2.3504152,0.9992766
548,44.771107,11.288945,2.3504367,0.9992857
549,44.771107,11.307789,2.3504565,0.9992941
550,44.771107,11.326633,2.3504748,0.9993019
551,44.771107,11.345477,2.3504915,0.999309
552,44.771107,11.364322,2.3505065,0.9993154
553,44.771107,11.383165,2.3505201,0.99932116
554,44.771107,11.40201,2.350532,0.9993262
555,44.771107,11.420855,2.3505428,0.9993308
556,44.771107,11.439698,2.3505518,0.99933463
557,44.771107,11.458543,2.3505595,0.9993379
558,44.771107,11.477386,2.350566,0.99934065
559,44.771107,11.496231,2.350571,0.99934274
560,44.771107,11.515076,2.3505745,0.9993443
561,44.771107,11.533919,2.3505766,0.9993452
562,44.771107,11.552764,2.3505776,0.9993456
563,44.771107,11.571608,2.3505774,0.9993455
564,44.771107,11.590452,2.350576,0.9993449
565,44.771107,11.609297,2.350573,0.9993437
566,44.771107,11.62814,2.3505692,0.999342
567,44.771107,11.646985,2.350564,0.9993398
568,44.771107,11.665829,2.3505578,0.9993372
569,44.771107,11.684673,2.3505507,0.99933416
570,44.771107,11.703518,2.3505423,0.9993306
571,44.771107,11.722362,2.3505328,0.9993265
572,44.771107,11.741206,2.3505223,0.99932206
573,44.771107,11.76005,2.3505108,0.9993172
574,44.771107,11.778894,2.3504984,0.9993119
575,44.771107,11.797739,2.350485,0.99930626
576,44.771107,11.816583,2.3504708,0.9993002
577,44.771107,11.835427,2.3504555,0.9992937
578,44.771107,11.854271,2.3504395,0.9992869
579,44.771107,11.873116,2.3504226,0.99927974
580,44.771107,11.89196,2.350405,0.9992722
581,44.771107,11.910804,2.3503864,0.9992643
582,44.771107,11.929648,2.350367,0.9992561
583,44.771107,11.948492,2.350347,0.99924755
584,44.771107,11.967337,2.3503263,0.9992388
585,44.771107,11.986181,2.3503048,0.9992296
586,44.771107,12.005025,2.3502827,0.9992202
587,44.771107,12.0238695,2.35026,0.9992106
588,44.771107,12.042713,2.3502364,0.9992005
589,44.771107,12.061558,2.3502123,0.99919033
590,44.771107,12.080402,2.3501878,0.99917984
591,44.771107,12.099246,2.3501625,0.9991691
592,44.771107,12.118091,2.3501368,0.9991582
593,44.771107,12.136934,2.3501105,0.999147
