,Latitude,Longitude,PM10,Normalized
509,44.771107,10.55402,21.287031,0.9171871
510,44.771107,10.572865,21.271753,0.9165288
511,44.771107,10.591708,21.255432,0.91582555
512,44.771107,10.610553,21.238102,0.9150789
513,44.771107,10.629397,21.219795,0.91429013
514,44.771107,10.648241,21.200558,0.9134612
515,44.771107,10.667086,21.180378,0.91259176
516,44.771107,10.685929,21.159302,0.9116836
517,44.771107,10.704774,21.137337,0.9107372
518,44.771107,10.7236185,21.114473,0.90975213
519,44.771107,10.742462,21.090725,0.9087289
520,44.771107,10.761307,21.06606,0.90766615
521,44.771107,10.78015,21.040495,0.90656465
522,44.771107,10.798995,21.013998,0.905423
523,44.771107,10.81784,20.986515,0.9042388
524,44.771107,10.836683,20.958046,0.9030122
525,44.771107,10.855528,20.928543,0.901741
526,44.771107,10.874372,20.897951,0.90042293
527,44.771107,10.893216,20.86622,0.8990557
528,44.771107,10.912061,20.833307,0.8976376
529,44.771107,10.930904,20.799149,0.89616585
530,44.771107,10.949749,20.763681,0.8946377
531,44.771107,10.968593,20.726837,0.8930502
532,44.771107,10.987437,20.688555,0.8914007
533,44.771107,11.006282,20.64877,0.8896865
534,44.771107,11.0251255,20.607418,0.8879048
535,44.771107,11.04397,20.564428,0.88605255
536,44.771107,11.062814,20.51975,0.8841275
537,44.771107,11.081658,20.473297,0.882126
538,44.771107,11.100503,20.42504,0.8800467
539,44.771107,11.119347,20.374893,0.8778861
540,44.771107,11.138191,20.32285,0.8756437
541,44.771107,11.157035,20.268826,0.873316
542,44.771107,11.1758795,20.212791,0.87090164
543,44.771107,11.194724,20.154732,0.8684001
544,44.771107,11.213568,20.094608,0.86580956
545,44.771107,11.232412,20.032393,0.8631289
546,44.771107,11.251256,19.968096,0.86035854
547,44.771107,11.270101,19.901688,0.8574973
548,44.771107,11.288945,19.833174,0.85454524
549,44.771107,11.307789,19.762558,0.8515026
550,44.771107,11.326633,19.689869,0.8483707
551,44.771107,11.345477,19.61509,0.8451487
552,44.771107,11.364322,19.538258,0.84183824
553,44.771107,11.383165,19.459421,0.8384415
554,44.771107,11.40201,19.378578,0.8349582
555,44.771107,11.420855,19.295784,0.83139086
556,44.771107,11.439698,19.211086,0.82774156
557,44.771107,11.458543,19.124504,0.824011
558,44.771107,11.477386,19.036098,0.8202019
559,44.771107,11.496231,18.945919,0.81631637
560,44.771107,11.515076,18.854015,0.81235653
561,44.771107,11.533919,18.760445,0.8083249
562,44.771107,11.552764,18.665264,0.8042239
563,44.771107,11.571608,18.568523,0.8000557
564,44.771107,11.590452,18.470285,0.7958229
565,44.771107,11.609297,18.370617,0.7915285
566,44.771107,11.62814,18.269577,0.78717506
567,44.771107,11.646985,18.167229,0.7827652
568,44.771107,11.665829,18.063644,0.77830213
569,44.771107,11.684673,17.958857,0.77378714
570,44.771107,11.703518,17.85297,0.7692248
571,44.771107,11.722362,17.74602,0.7646167
572,44.771107,11.741206,17.638083,0.7599661
573,44.771107,11.76005,17.529226,0.7552758
574,44.771107,11.778894,17.419512,0.7505486
575,44.771107,11.797739,17.308987,0.7457864
576,44.771107,11.816583,17.197735,0.74099296
577,44.771107,11.835427,17.085804,0.73617023
578,44.771107,11.854271,16.973272,0.73132163
579,44.771107,11.873116,16.860178,0.7264488
580,44.771107,11.89196,16.746593,0.72155476
581,44.771107,11.910804,16.632582,0.7166424
582,44.771107,11.929648,16.518192,0.71171373
583,44.771107,11.948492,16.403488,0.7067715
584,44.771107,11.967337,16.288517,0.7018178
585,44.771107,11.986181,16.173336,0.696855
586,44.771107,12.005025,16.058006,0.6918858
587,44.771107,12.0238695,15.942573,0.6869122
588,44.771107,12.042713,15.827098,0.6819368
589,44.771107,12.061558,15.711603,0.6769605
590,44.771107,12.080402,15.59616,0.67198646
591,44.771107,12.099246,15.480813,0.6670165
592,44.771107,12.118091,15.365601,0.6620524
593,44.771107,12.136934,15.250583,0.6570967
594,44.771107,12.155779,15.13578,0.6521502
595,44.771107,12.1746235,15.021253,0.6472156
596,44.771107,12.193467,14.907026,0.642294
597,44.771107,12.212312,14.793157,0.6373877
598,44.771107,12.231155,14.679674,0.63249815
599,44.771107,12.25,14.566607,0.6276265
600,44.78166,8.5,14.716746,0.63409543
601,44.78166,8.518845,14.819745,0.6385333
602,44.78166,8.537688,14.92304,0.642984
603,44.78166,8.556533,15.026604,0.64744616
604,44.78166,8.5753765,15.130392,0.65191805
605,44.78166,8.594221,15.234394,0.65639913
606,44.78166,8.613066,15.338587,0.6608885
607,44.78166,8.631909,15.442926,0.6653841
608,44.78166,8.650754,15.547396,0.66988534
609,44.78166,8.669598,15.651965,0.6743909
610,44.78166,8.688442,15.756585,0.67889863
611,44.78166,8.707287,15.861231,0.6834075
612,44.78166,8.7261305,15.965873,0.68791616
613,44.78166,8.744975,16.070457,0.69242233
