,Latitude,Longitude,NO2_2019,NO2_2020,NO2_2019_Norm,NO2_2020_Norm
2996,45.335857,12.131818,10.70817,7.950565,0.2795139,0.2075325
2997,45.335857,12.171212,10.70817,7.9563637,0.2795139,0.20768386
2998,45.335857,12.210606,10.70817,7.9619055,0.2795139,0.20782852
2999,45.335857,12.25,10.70817,7.9671164,0.2795139,0.20796454
3000,45.35606,8.35,10.710481,7.550407,0.27957422,0.19708723
3001,45.35606,8.389394,10.713787,7.6129518,0.27966052,0.19871983
3002,45.35606,8.428788,10.721472,7.7138443,0.2798611,0.20135342
3003,45.35606,8.468182,10.738821,7.863287,0.28031397,0.2052543
3004,45.35606,8.507576,10.776728,8.073062,0.28130344,0.21073003
3005,45.35606,8.546969,10.856329,8.356069,0.28338125,0.21811731
3006,45.35606,8.586364,11.015431,8.726228,0.2875343,0.22777952
3007,45.35606,8.625757,11.31367,9.197319,0.29531917,0.24007635
3008,45.35606,8.665152,11.827408,9.782118,0.3087292,0.2553413
3009,45.35606,8.704545,12.620238,10.4904375,0.32942435,0.27383044
3010,45.35606,8.743939,13.692472,11.327568,0.35741273,0.29568195
3011,45.35606,8.783334,14.959803,12.29252,0.39049366,0.32086995
3012,45.35606,8.822727,16.25422,13.376694,0.42428166,0.34917
3013,45.35606,8.862122,17.25404,14.563042,0.45037982,0.3801371
3014,45.35606,8.901515,17.581299,15.825178,0.45892224,0.41308245
3015,45.35606,8.940909,17.255627,17.128016,0.45042124,0.44709024
3016,45.35606,8.980303,16.807339,18.426823,0.43871966,0.48099282
3017,45.35606,9.019697,16.783392,19.664701,0.4380946,0.513305
3018,45.35606,9.059091,17.401049,20.771702,0.45421717,0.54220086
3019,45.35606,9.098485,18.6473,21.670563,0.48674792,0.5656637
3020,45.35606,9.137878,20.489637,22.28866,0.5348382,0.58179784
3021,45.35606,9.177273,22.860073,22.574535,0.59671336,0.58926
3022,45.35606,9.216666,25.35434,22.513004,0.6618208,0.5876539
3023,45.35606,9.256061,26.960224,22.131407,0.70373905,0.57769305
3024,45.35606,9.295455,26.2813,21.493153,0.68601716,0.56103283
3025,45.35606,9.334848,23.38768,20.684696,0.6104854,0.5399298
3026,45.35606,9.374243,20.42873,19.800308,0.5332483,0.51684475
3027,45.35606,9.413636,19.21705,18.925495,0.50162005,0.49400958
3028,45.35606,9.453031,19.838554,18.124636,0.51784307,0.47310486
3029,45.35606,9.492424,20.509214,17.436728,0.5353492,0.4551485
3030,45.35606,9.531818,20.051285,16.881779,0.52339596,0.44066274
3031,45.35606,9.571212,19.275764,16.4687,0.5031526,0.42988023
3032,45.35606,9.610606,19.327002,16.198708,0.5044901,0.42283264
3033,45.35606,9.65,20.335073,16.066696,0.5308036,0.41938677
3034,45.35606,9.689394,21.320602,16.06237,0.55652875,0.41927385
3035,45.35606,9.728787,20.935495,16.17042,0.54647636,0.42209426
3036,45.35606,9.768182,19.28399,16.368292,0.50336736,0.42725927
3037,45.35606,9.807576,17.416533,16.62812,0.45462134,0.43404153
3038,45.35606,9.84697,15.785914,16.921606,0.41205755,0.44170237
3039,45.35606,9.886364,14.341424,17.2234,0.37435222,0.44958004
3040,45.35606,9.925757,13.047594,17.512566,0.34057954,0.45712808
3041,45.35606,9.965152,12.0415535,17.771585,0.314319,0.46388924
3042,45.35606,10.004545,11.470761,17.984154,0.2994197,0.4694379
3043,45.35606,10.04394,11.369574,18.134132,0.2967784,0.47335276
3044,45.35606,10.083333,11.649113,18.205482,0.30407518,0.4752152
3045,45.35606,10.122727,12.226048,18.182041,0.31913486,0.47460333
3046,45.35606,10.162121,13.049789,18.048159,0.34063685,0.47110862
3047,45.35606,10.201515,13.943443,17.79118,0.36396378,0.4644007
3048,45.35606,10.240909,14.5292635,17.405893,0.37925535,0.45434365
3049,45.35606,10.280303,14.472085,16.899208,0.37776285,0.4411177
3050,45.35606,10.319697,13.817132,16.292662,0.3606667,0.4252851
3051,45.35606,10.359091,12.975222,15.62112,0.33869043,0.40775597
3052,45.35606,10.398485,12.357087,14.92821,0.32255533,0.38966903
3053,45.35606,10.437879,12.09619,14.260229,0.3157452,0.3722328
3054,45.35606,10.477273,12.094454,13.658588,0.31569988,0.35652825
3055,45.35606,10.516666,12.228354,13.152889,0.31919506,0.34332806
3056,45.35606,10.556061,12.476999,12.756683,0.32568538,0.33298594
3057,45.35606,10.595454,12.86833,12.467951,0.33590025,0.3254492
3058,45.35606,10.634849,13.337724,12.272737,0.34815276,0.32035357
3059,45.35606,10.674242,13.650451,12.149441,0.35631585,0.31713519
3060,45.35606,10.713636,13.564789,12.072603,0.3540798,0.3151295
3061,45.35606,10.753031,13.140747,12.01618,0.3430111,0.3136567
3062,45.35606,10.792424,12.614151,11.956708,0.32926545,0.3121043
3063,45.35606,10.831819,12.130829,11.8757925,0.31664935,0.30999216
3064,45.35606,10.871212,11.731035,11.761352,0.3062136,0.30700493
3065,45.35606,10.910606,11.413673,11.607466,0.29792956,0.30298808
3066,45.35606,10.95,11.170769,11.413467,0.29158905,0.29792416
3067,45.35606,10.989394,10.993494,11.182735,0.28696167,0.2919014
3068,45.35606,11.028788,10.871045,10.921606,0.2837654,0.28508517
3069,45.35606,11.068182,10.791182,10.638374,0.28168073,0.27769202
3070,45.35606,11.107575,10.742203,10.342484,0.28040224,0.26996845
3071,45.35606,11.14697,10.714395,10.043648,0.27967638,0.26216796
3072,45.35606,11.186363,10.700427,9.751096,0.27931178,0.2545315
3073,45.35606,11.225758,10.695044,9.47283,0.27917126,0.24726798
3074,45.35606,11.265152,10.694561,9.215135,0.27915865,0.2405414
3075,45.35606,11.304545,10.696478,8.982305,0.2792087,0.23446386
3076,45.35606,11.34394,10.699197,8.776674,0.27927965,0.22909632
3077,45.35606,11.383333,10.701821,8.598872,0.27934816,0.22445518
3078,45.35606,11.422728,10.703957,8.448151,0.2794039,0.22052091
3079,45.35606,11.462121,10.705516,8.3228,0.2794446,0.2172489
3080,45.35606,11.501515,10.70657,8.220484,0.2794721,0.21457815
3081,45.35606,11.540909,10.707239,8.138559,0.27948958,0.2124397
3082,45.35606,11.580303,10.707646,8.074298,0.27950022,0.21076229
3083,45.35606,11.619697,10.707883,8.02504,0.2795064,0.2094765
3084,45.35606,11.659091,10.708016,7.9882984,0.27950987,0.20851746
3085,45.35606,11.698484,10.708089,7.961835,0.27951178,0.20782669
3086,45.35606,11.737879,10.708128,7.943664,0.2795128,0.20735237
3087,45.35606,11.777273,10.708149,7.932078,0.27951333,0.20704994
3088,45.35606,11.816667,10.708159,7.9256234,0.27951363,0.20688146
3089,45.35606,11.856061,10.708165,7.923089,0.27951378,0.2068153
3090,45.35606,11.895454,10.708167,7.9234753,0.2795138,0.20682539
3091,45.35606,11.934849,10.708169,7.925974,0.27951387,0.20689061
3092,45.35606,11.974242,10.708169,7.929935,0.27951387,0.206994
3093,45.35606,12.013637,10.70817,7.9348507,0.2795139,0.20712231
3094,45.35606,12.05303,10.70817,7.9403243,0.2795139,0.2072652
3095,45.35606,12.092424,10.70817,7.946056,0.2795139,0.2074148
3096,45.35606,12.131818,10.70817,7.951821,0.2795139,0.2075653
3097,45.35606,12.171212,10.70817,7.9574575,0.2795139,0.20771243
3098,45.35606,12.210606,10.70817,7.9628534,0.2795139,0.20785327
3099,45.35606,12.25,10.70817,7.967934,0.2795139,0.2079859
3100,45.376263,8.35,10.709324,7.5661435,0.279544,0.19749801
3101,45.376263,8.389394,10.711397,7.629789,0.27959812,0.19915932
3102,45.376263,8.428788,10.716655,7.731851,0.27973536,0.20182344
3103,45.376263,8.468182,10.729427,7.8826346,0.28006876,0.20575933
3104,45.376263,8.507576,10.759197,8.094109,0.28084585,0.2112794
3105,45.376263,8.546969,10.82561,8.379515,0.28257942,0.21872932
3106,45.376263,8.586364,10.9665165,8.753249,0.28625748,0.22848485
3107,45.376263,8.625757,11.24765,9.229763,0.29359585,0.24092324
3108,45.376263,8.665152,11.766657,9.822731,0.30714342,0.2564014
3109,45.376263,8.704545,12.6357355,10.542849,0.32982886,0.27519852
3110,45.376263,8.743939,13.93119,11.396141,0.3636439,0.2974719
3111,45.376263,8.783334,15.622131,12.381771,0.40778235,0.32319966
3112,45.376263,8.822727,17.467842,13.490355,0.4559607,0.35213688
3113,45.376263,8.862122,18.908628,14.703279,0.4935693,0.38379765
3114,45.376263,8.901515,19.3307,15.992683,0.5045866,0.4174548
3115,45.376263,8.940909,18.797192,17.322834,0.49066052,0.45217556
3116,45.376263,8.980303,18.068834,18.648956,0.4716483,0.48679113
3117,45.376263,9.019697,17.834133,19.91402,0.46552193,0.51981294
3118,45.376263,9.059091,18.354733,21.04736,0.47911105,0.54939634
3119,45.376263,9.098485,19.64443,21.969702,0.51277584,0.5734721
3120,45.376263,9.137878,21.681799,22.604855,0.565957,0.5900514
3121,45.376263,9.177273,24.346104,22.896717,0.635503,0.59766984
3122,45.376263,9.216666,27.075706,22.827469,0.70675343,0.59586227
3123,45.376263,9.256061,28.751049,22.425615,0.7504847,0.58537275
3124,45.376263,9.295455,27.82717,21.75798,0.7263688,0.56794554
3125,45.376263,9.334848,24.377382,20.914804,0.63631946,0.5459363
3126,45.376263,9.374243,20.946827,19.993404,0.5467721,0.5218851
3127,45.376263,9.413636,19.3517,19.080315,0.50513476,0.49805084
3128,45.376263,9.453031,19.606512,18.239893,0.5117861,0.4761134
3129,45.376263,9.492424,20.263182,17.511585,0.528927,0.4571025
3130,45.376263,9.531818,20.284103,16.916134,0.5294732,0.44155952
3131,45.376263,9.571212,20.058258,16.463463,0.5235779,0.4297435
3132,45.376263,9.610606,20.342854,16.155914,0.5310067,0.42171562
3133,45.376263,9.65,21.22916,15.989693,0.5541419,0.41737676
3134,45.376263,9.689394,21.913519,15.955809,0.57200557,0.41649228
3135,45.376263,9.728787,21.20269,16.040009,0.5534509,0.41869015
3136,45.376263,9.768182,19.278683,16.220333,0.5032288,0.42339712
3137,45.376263,9.807576,17.211056,16.469307,0.44925782,0.42989606
3138,45.376263,9.84697,15.468357,16.759043,0.4037684,0.437459
3139,45.376263,9.886364,14.028099,17.064636,0.36617354,0.44543585
3140,45.376263,9.925757,12.823986,17.365318,0.33474275,0.4532845
3141,45.376263,9.965152,11.912767,17.643536,0.31095734,0.4605468
3142,45.376263,10.004545,11.388028,17.882776,0.29726014,0.46679166
3143,45.376263,10.04394,11.288025,18.066135,0.29464975,0.47157785
3144,45.376263,10.083333,11.593367,18.175653,0.30262005,0.47443658
3145,45.376263,10.122727,12.301734,18.191998,0.32111046,0.4748632
3146,45.376263,10.162121,13.394668,18.09515,0.34963918,0.47233522
3147,45.376263,10.201515,14.617304,17.867323,0.38155347,0.4663883
3148,45.376263,10.240909,15.385979,17.498177,0.4016181,0.4567525
3149,45.376263,10.280303,15.210505,16.990963,0.3970377,0.44351277
3150,45.376263,10.319697,14.234809,16.366259,0.37156925,0.4272062
3151,45.376263,10.359091,13.110615,15.661068,0.34222457,0.4087987
3152,45.376263,10.398485,12.382158,14.923549,0.32320976,0.38954735
3153,45.376263,10.437879,12.151245,14.205564,0.31718227,0.37080586
3154,45.376263,10.477273,12.218724,13.55384,0.31894368,0.353794
3155,45.376263,10.516666,12.390819,13.001902,0.32343584,0.33938685
3156,45.376263,10.556061,12.650282,12.565268,0.33020857,0.32798946
3157,45.376263,10.595454,13.061525,12.242556,0.3409432,0.31956574
3158,45.376263,10.634849,13.573612,12.0199,0.35431013,0.3137538
3159,45.376263,10.674242,13.90789,11.87583,0.36303574,0.30999315
3160,45.376263,10.713636,13.745949,11.785087,0.3588086,0.3076245
3161,45.376263,10.753031,13.190434,11.721733,0.3443081,0.3059708
3162,45.376263,10.792424,12.559332,11.6621475,0.32783452,0.30441543
3163,45.376263,10.831819,12.022863,11.587508,0.31383115,0.30246714
3164,45.376263,10.871212,11.613876,11.484929,0.30315542,0.29978952
3165,45.376263,10.910606,11.313982,11.347515,0.2953273,0.29620263
3166,45.376263,10.95,11.098573,11.1735325,0.28970453,0.29166117
3167,45.376263,10.989394,10.947839,10.96533,0.28576994,0.2862265
3168,45.376263,11.028788,10.846137,10.728298,0.28311524,0.28003928
3169,45.376263,11.068182,10.780475,10.469842,0.28140125,0.27329284
3170,45.376263,11.107575,10.740222,10.198545,0.28035054,0.26621124
3171,45.376263,11.14697,10.717137,9.923345,0.27974796,0.2590277
3172,45.376263,11.186363,10.705196,9.6527815,0.27943626,0.25196522
3173,45.376263,11.225758,10.700153,9.394323,0.27930462,0.24521872
3174,45.376263,11.265152,10.699086,9.15392,0.2792768,0.23894352
3175,45.376263,11.304545,10.700036,8.935758,0.27930158,0.23324886
3176,45.376263,11.34394,10.7017565,8.742234,0.27934647,0.22819734
3177,45.376263,11.383333,10.703535,8.574182,0.2793929,0.22381069
3178,45.376263,11.422728,10.705037,8.431125,0.27943212,0.22007649
3179,45.376263,11.462121,10.706163,8.311674,0.2794615,0.2169585
3180,45.376263,11.501515,10.706942,8.213798,0.27948183,0.21440363
3181,45.376263,11.540909,10.707446,8.13514,0.279495,0.21235046
3182,45.376263,11.580303,10.707757,8.0732155,0.2795031,0.21073404
3183,45.376263,11.619697,10.707941,8.025576,0.2795079,0.2094905
3184,45.376263,11.659091,10.708046,7.989909,0.27951065,0.2085595
3185,45.376263,11.698484,10.708104,7.96411,0.27951217,0.20788607
3186,45.376263,11.737879,10.708136,7.9463067,0.279513,0.20742135
3187,45.376263,11.777273,10.708153,7.934874,0.27951345,0.20712292
3188,45.376263,11.816667,10.708161,7.928425,0.27951366,0.20695458
3189,45.376263,11.856061,10.708165,7.925796,0.27951378,0.20688596
3190,45.376263,11.895454,10.708168,7.926025,0.27951384,0.20689194
3191,45.376263,11.934849,10.708169,7.9283285,0.27951387,0.20695207
3192,45.376263,11.974242,10.708169,7.932079,0.27951387,0.20704997
3193,45.376263,12.013637,10.70817,7.936778,0.2795139,0.20717263
3194,45.376263,12.05303,10.70817,7.942041,0.2795139,0.20731
3195,45.376263,12.092424,10.70817,7.9475718,0.2795139,0.20745437
3196,45.376263,12.131818,10.70817,7.9531507,0.2795139,0.2076
3197,45.376263,12.171212,10.70817,7.958617,0.2795139,0.20774269
3198,45.376263,12.210606,10.70817,7.9638596,0.2795139,0.20787953
3199,45.376263,12.25,10.70817,7.9688034,0.2795139,0.20800857
3200,45.396465,8.35,10.708105,7.583237,0.2795122,0.1979442
3201,45.396465,8.389394,10.708848,7.647666,0.2795316,0.19962597
3202,45.396465,8.428788,10.711441,7.750337,0.27959928,0.20230599
3203,45.396465,8.468182,10.719077,7.901604,0.2797986,0.20625448
3204,45.396465,8.507576,10.739467,8.113521,0.2803308,0.2117861
3205,45.396465,8.546969,10.790112,8.399539,0.2816528,0.219252
3206,45.396465,8.586364,10.908025,8.774426,0.28473067,0.22903764
3207,45.396465,8.625757,11.164579,9.253214,0.2914275,0.24153537
3208,45.396465,8.665152,11.680622,9.850322,0.30489767,0.2571216
3209,45.396465,8.704545,12.6231,10.577391,0.32949904,0.2761002
3210,45.396465,8.743939,14.151169,11.441216,0.36938602,0.2986485
3211,45.396465,8.783334,16.291143,12.441168,0.42524546,0.3247501
3212,45.396465,8.822727,18.740433,13.567205,0.48917893,0.3541429
3213,45.396465,8.862122,20.690762,14.799366,0.5400881,0.3863058
3214,45.396465,8.901515,21.221203,16.10841,0.55393416,0.4204756
3215,45.396465,8.940909,20.443867,17.458252,0.5336434,0.45571035
3216,45.396465,8.980303,19.434563,18.804615,0.5072977,0.4908543
3217,45.396465,9.019697,19.044073,20.090897,0.49710482,0.5244299
3218,45.396465,9.059091,19.552654,21.246294,0.51038027,0.5545891
3219,45.396465,9.098485,20.9724,22.190136,0.5474397,0.5792261
3220,45.396465,9.137878,23.249542,22.842857,0.6068796,0.59626395
3221,45.396465,9.177273,26.12368,23.143656,0.6819028,0.60411566
3222,45.396465,9.216666,28.762127,23.07151,0.75077385,0.60223246
3223,45.396465,9.256061,30.041065,22.655817,0.7841578,0.59138167
3224,45.396465,9.295455,28.670082,21.96656,0.7483712,0.5733901
3225,45.396465,9.334848,24.830423,21.09731,0.64814514,0.5507002
3226,45.396465,9.374243,21.182495,20.147621,0.55292374,0.52591056
3227,45.396465,9.413636,19.396767,19.204288,0.5063111,0.5012869
3228,45.396465,9.453031,19.432713,18.331175,0.5072494,0.47849613
3229,45.396465,9.492424,20.147171,17.567982,0.5258988,0.45857462
3230,45.396465,9.531818,20.632954,16.93635,0.53857917,0.4420872
3231,45.396465,9.571212,20.91704,16.447418,0.54599464,0.4293247
3232,45.396465,9.610606,21.350754,16.104687,0.55731577,0.42037842
3233,45.396465,9.65,21.951225,15.905455,0.5729898,0.41517788
3234,45.396465,9.689394,22.152006,15.841751,0.5782308,0.41351506
3235,45.396465,9.728787,21.111155,15.899996,0.5510616,0.4150354
3236,45.396465,9.768182,19.047108,16.05909,0.49718404,0.4191882
3237,45.396465,9.807576,16.899897,16.292555,0.44113567,0.42528233
3238,45.396465,9.84697,15.124364,16.5735,0.3947892,0.4326158
3239,45.396465,9.886364,13.724828,16.877934,0.3582573,0.44056237
3240,45.396465,9.925757,12.621279,17.185728,0.3294515,0.4485967
3241,45.396465,9.965152,11.813899,17.479643,0.30837658,0.45626873
3242,45.396465,10.004545,11.351958,17.743164,0.29631862,0.46314737
3243,45.396465,10.04394,11.277745,17.958712,0.29438144,0.46877378
3244,45.396465,10.083333,11.634726,18.106466,0.30369964,0.4726306
3245,45.396465,10.122727,12.512935,18.16389,0.3266234,0.47412956
3246,45.396465,10.162121,13.9608555,18.106457,0.3644183,0.47263035
3247,45.396465,10.201515,15.650875,17.91093,0.40853265,0.46752656
3248,45.396465,10.240909,16.699778,17.561481,0.43591198,0.45840493
3249,45.396465,10.280303,16.353502,17.057323,0.4268732,0.44524497
3250,45.396465,10.319697,14.890708,16.418081,0.3886901,0.42855892
3251,45.396465,10.359091,13.332189,15.682957,0.34800828,0.40937006
3252,45.396465,10.398485,12.421186,14.904617,0.32422853,0.38905317
3253,45.396465,10.437879,12.206969,14.140402,0.31863683,0.36910495
3254,45.396465,10.477273,12.346157,13.442223,0.32227004,0.35088047
3255,45.396465,10.516666,12.546758,12.847397,0.3275063,0.33535382
3256,45.396465,10.556061,12.796212,12.373228,0.33401775,0.32297668
3257,45.396465,10.595454,13.202435,12.018804,0.34462133,0.31372517
3258,45.396465,10.634849,13.733397,11.770375,0.35848096,0.3072405
3259,45.396465,10.674242,14.0824795,11.606627,0.36759302,0.3029662
3260,45.396465,10.713636,13.860041,11.502569,0.36178672,0.30025
3261,45.396465,10.753031,13.207793,11.432409,0.34476122,0.2984186
3262,45.396465,10.792424,12.505383,11.3724785,0.32642627,0.29685423
3263,45.396465,10.831819,11.934689,11.303586,0.31152955,0.29505596
3264,45.396465,10.871212,11.521499,11.212208,0.3007441,0.29267073
3265,45.396465,10.910606,11.235519,11.09054,0.29327923,0.28949484
3266,45.396465,10.95,11.041002,10.935861,0.28820175,0.28545725
3267,45.396465,10.989394,10.910567,10.749526,0.28479704,0.2805934
3268,45.396465,11.028788,10.825006,10.535969,0.28256363,0.27501893
3269,45.396465,11.068182,10.77061,10.301704,0.28114375,0.26890397
3270,45.396465,11.107575,10.737432,10.05448,0.2802777,0.2624507
3271,45.396465,11.14697,10.718299,9.802458,0.27977827,0.25587222
3272,45.396465,11.186363,10.7081785,9.553521,0.2795141,0.24937426
3273,45.396465,11.225758,10.703613,9.314624,0.27939495,0.24313834
3274,45.396465,11.265152,10.70227,9.091398,0.27935988,0.23731151
3275,45.396465,11.304545,10.702604,8.887896,0.2793686,0.23199952
3276,45.396465,11.34394,10.703645,8.706561,0.27939576,0.22726616
3277,45.396465,11.383333,10.704824,8.54839,0.27942657,0.22313745
3278,45.396465,11.422728,10.705866,8.413172,0.27945375,0.21960786
3279,45.396465,11.462121,10.70667,8.299797,0.27947474,0.21664846
3280,45.396465,11.501515,10.707237,8.206531,0.27948955,0.21421394
3281,45.396465,11.540909,10.707612,8.131289,0.27949932,0.2122499
3282,45.396465,11.580303,10.707848,8.071831,0.27950546,0.21069789
3283,45.396465,11.619697,10.707989,8.025918,0.27950916,0.20949943
3284,45.396465,11.659091,10.708071,7.9914074,0.2795113,0.20859861
3285,45.396465,11.698484,10.708117,7.966339,0.2795125,0.20794426
3286,45.396465,11.737879,10.708142,7.948952,0.27951315,0.2074904
3287,45.396465,11.777273,10.708156,7.9377065,0.2795135,0.20719686
3288,45.396465,11.816667,10.708162,7.931286,0.2795137,0.20702927
3289,45.396465,11.856061,10.708166,7.9285765,0.27951378,0.20695855
3290,45.396465,11.895454,10.708168,7.928656,0.27951384,0.20696062
3291,45.396465,11.934849,10.708169,7.930768,0.27951387,0.20701575
3292,45.396465,11.974242,10.70817,7.9343057,0.2795139,0.2071081
3293,45.396465,12.013637,10.70817,7.9387856,0.2795139,0.20722502
3294,45.396465,12.05303,10.70817,7.943833,0.2795139,0.20735678
3295,45.396465,12.092424,10.70817,7.949158,0.2795139,0.20749578
3296,45.396465,12.131818,10.70817,7.9545445,0.2795139,0.20763639
3297,45.396465,12.171212,10.70817,7.959835,0.2795139,0.20777448
3298,45.396465,12.210606,10.70817,7.9649177,0.2795139,0.20790716
3299,45.396465,12.25,10.70817,7.9697185,0.2795139,0.20803246
3300,45.416668,8.35,10.706888,7.602104,0.27948043,0.19843668
3301,45.416668,8.389394,10.706277,7.667113,0.27946448,0.20013359
3302,45.416668,8.428788,10.706119,7.76999,0.27946034,0.20281897
3303,45.416668,8.468182,10.708354,7.921028,0.2795187,0.20676151
3304,45.416668,8.507576,10.718647,8.132299,0.27978736,0.2122763
3305,45.416668,8.546969,10.751741,8.417328,0.28065124,0.21971636
3306,45.416668,8.586364,10.842664,8.7911005,0.28302455,0.22947289
3307,45.416668,8.625757,11.066805,9.269079,0.28887528,0.2419495
3308,45.416668,8.665152,11.567193,9.8663435,0.30193684,0.2575398
3309,45.416668,8.704545,12.5672035,10.595346,0.32803997,0.27656886
3310,45.416668,8.743939,14.311621,11.463646,0.37357426,0.29923397
3311,45.416668,8.783334,16.885117,12.470868,0.44074988,0.32552534
3312,45.416668,8.822727,19.937328,13.606547,0.5204213,0.35516983
3313,45.416668,8.862122,22.428396,14.849577,0.58544534,0.38761646
3314,45.416668,8.901515,23.07152,16.169586,0.6022327,0.42207247
3315,45.416668,8.940909,22.038498,17.530453,0.57526785,0.457595
3316,45.416668,8.980303,20.791288,18.888905,0.54271215,0.49305448
3317,45.416668,9.019697,20.333055,20.189262,0.53075093,0.52699757
3318,45.416668,9.059091,20.93155,21.361292,0.54637337,0.55759084
3319,45.416668,9.098485,22.588833,22.323559,0.5896332,0.5827088
3320,45.416668,9.137878,25.198038,22.993832,0.65774095,0.6002048
3321,45.416668,9.177273,28.23677,23.306595,0.73706055,0.6083688
3322,45.416668,9.216666,30.407312,23.23704,0.7937179,0.60655326
3323,45.416668,9.256061,30.713009,22.814777,0.80169743,0.595531
3324,45.416668,9.295455,28.666475,22.112516,0.74827707,0.5772
3325,45.416668,9.334848,24.69072,21.226446,0.64449847,0.554071
3326,45.416668,9.374243,21.118443,20.257515,0.5512518,0.52877915
3327,45.416668,9.413636,19.35862,19.292198,0.50531536,0.5035816
3328,45.416668,9.453031,19.3489,18.393614,0.5050617,0.48012596
3329,45.416668,9.492424,20.208176,17.601604,0.5274912,0.45945227
3330,45.416668,9.531818,21.139854,16.938759,0.55181074,0.4421501
3331,45.416668,9.571212,21.874725,16.417564,0.57099295,0.42854542
3332,45.416668,9.610606,22.365812,16.042736,0.5838117,0.41876134
3333,45.416668,9.65,22.543716,15.812475,0.58845556,0.41275087
3334,45.416668,9.689394,22.14854,15.719391,0.5781403,0.4103211
3335,45.416668,9.728787,20.76815,15.750389,0.5421082,0.41113025
3336,45.416668,9.768182,18.645689,15.885309,0.48670587,0.41465205
3337,45.416668,9.807576,16.51563,16.099169,0.43110523,0.42023438
3338,45.416668,9.84697,14.775761,16.366581,0.38568965,0.42721462
3339,45.416668,9.886364,13.447489,16.664925,0.35101795,0.43500224
3340,45.416668,9.925757,12.44902,16.975155,0.32495508,0.44310012
3341,45.416668,9.965152,11.74555,17.28075,0.3065925,0.45107704
3342,45.416668,10.004545,11.355262,17.56541,0.29640484,0.4585075
3343,45.416668,10.04394,11.32717,17.811035,0.29567158,0.464919
3344,45.416668,10.083333,11.764118,17.99604,0.30707717,0.46974817
3345,45.416668,10.122727,12.860283,18.094742,0.3356902,0.47232455
3346,45.416668,10.162121,14.772126,18.078106,0.3855948,0.4718903
3347,45.416668,10.201515,17.116096,17.917309,0.4467791,0.46769306
3348,45.416668,10.240909,18.580246,17.590622,0.4849976,0.45916557
3349,45.416668,10.280303,17.985714,17.093027,0.4694786,0.44617695
3350,45.416668,10.319697,15.814128,16.443213,0.412794,0.42921492
3351,45.416668,10.359091,13.638224,15.682684,0.35599667,0.40936294
3352,45.416668,10.398485,12.466055,14.868467,0.32539973,0.38810956
3353,45.416668,10.437879,12.251823,14.063084,0.31980765,0.36708674
3354,45.416668,10.477273,12.46089,13.323275,0.3252649,0.3477756
3355,45.416668,10.516666,12.6765175,12.689893,0.3308934,0.33124253
3356,45.416668,10.556061,12.89334,12.18177,0.3365531,0.31797907
3357,45.416668,10.595454,13.26351,11.798403,0.34621558,0.30797207
3358,45.416668,10.634849,13.771123,11.526197,0.35946572,0.30086675
3359,45.416668,10.674242,14.103264,11.344116,0.36813557,0.2961139
3360,45.416668,10.713636,13.846673,11.227438,0.3614378,0.29306826
3361,45.416668,10.753031,13.156116,11.150636,0.34341228,0.29106352
3362,45.416668,10.792424,12.429057,11.090073,0.32443398,0.28948265
3363,45.416668,10.831819,11.850367,11.026333,0.3093285,0.28781885
3364,45.416668,10.871212,11.443083,10.9453535,0.2986972,0.28570506
3365,45.416668,10.910606,11.171583,10.838541,0.2916103,0.28291693
3366,45.416668,10.95,10.9944515,10.702252,0.28698665,0.27935943
3367,45.416668,10.989394,10.880111,10.536897,0.28400204,0.27504316
3368,45.416668,11.028788,10.80726,10.345974,0.2821004,0.27005953
3369,45.416668,11.068182,10.761808,10.135113,0.280914,0.26455545
3370,45.416668,11.107575,10.734331,9.911248,0.28019676,0.25871193
3371,45.416668,11.14697,10.718466,9.6817875,0.27978265,0.25272235
3372,45.416668,11.186363,10.709938,9.453966,0.27956003,0.24677558
3373,45.416668,11.225758,10.705899,9.234254,0.27945462,0.24104045
3374,45.416668,11.265152,10.704473,9.027962,0.27941737,0.23565565
3375,45.416668,11.304545,10.704434,8.839006,0.27941638,0.23072337
3376,45.416668,11.34394,10.705021,8.669847,0.2794317,0.22630781
3377,45.416668,11.383333,10.705783,8.521625,0.27945158,0.2224388
3378,45.416668,11.422728,10.706493,8.394354,0.27947012,0.21911666
3379,45.416668,11.462121,10.707059,8.287187,0.2794849,0.2163193
3380,45.416668,11.501515,10.707469,8.1986685,0.2794956,0.21400872
3381,45.416668,11.540909,10.707745,8.126976,0.27950278,0.21213734
3382,45.416668,11.580303,10.707921,8.070102,0.2795074,0.21065275
3383,45.416668,11.619697,10.708029,8.026016,0.2795102,0.209502
3384,45.416668,11.659091,10.708092,7.992747,0.27951184,0.20863357
3385,45.416668,11.698484,10.708128,7.9684753,0.2795128,0.20800002
3386,45.416668,11.737879,10.708147,7.9515543,0.2795133,0.20755833
3387,45.416668,11.777273,10.7081585,7.9405346,0.2795136,0.20727068
3388,45.416668,11.816667,10.708164,7.934169,0.27951375,0.20710452
3389,45.416668,11.856061,10.708167,7.9313984,0.2795138,0.2070322
3390,45.416668,11.895454,10.708168,7.931339,0.27951384,0.20703064
3391,45.416668,11.934849,10.708169,7.9332666,0.27951387,0.20708098
3392,45.416668,11.974242,10.70817,7.9365945,0.2795139,0.20716783
3393,45.416668,12.013637,10.70817,7.940856,0.2795139,0.20727907
