,Latitude,Longitude,PM2.5,Normalized
0,44.75,8.5,11.848207,0.853556
1,44.75,8.518845,11.873953,0.8554107
2,44.75,8.537688,11.899618,0.85725963
3,44.75,8.556533,11.925183,0.85910136
4,44.75,8.5753765,11.950656,0.86093646
5,44.75,8.594221,11.976034,0.8627647
6,44.75,8.613066,12.001308,0.8645855
7,44.75,8.631909,12.026473,0.8663984
8,44.75,8.650754,12.051537,0.868204
9,44.75,8.669598,12.0764675,0.87
10,44.75,8.688442,12.101294,0.8717885
11,44.75,8.707287,12.126001,0.8735685
12,44.75,8.7261305,12.1505785,0.87533903
13,44.75,8.744975,12.17503,0.8771005
14,44.75,8.763819,12.199335,0.87885153
15,44.75,8.782663,12.223517,0.88059366
16,44.75,8.801508,12.247559,0.8823256
17,44.75,8.820352,12.27144,0.884046
18,44.75,8.839196,12.295178,0.8857562
19,44.75,8.85804,12.318759,0.8874549
20,44.75,8.876884,12.342182,0.88914233
21,44.75,8.895729,12.365435,0.89081746
22,44.75,8.914573,12.388517,0.8924804
23,44.75,8.933417,12.411428,0.89413095
24,44.75,8.952261,12.434162,0.8957687
25,44.75,8.971106,12.456703,0.8973926
26,44.75,8.98995,12.479059,0.8990031
27,44.75,9.008794,12.501212,0.900599
28,44.75,9.027638,12.523163,0.9021804
29,44.75,9.046482,12.544915,0.90374744
30,44.75,9.065327,12.566449,0.90529877
31,44.75,9.084171,12.587766,0.9068344
32,44.75,9.103015,12.608857,0.90835387
33,44.75,9.12186,12.629715,0.9098565
34,44.75,9.140703,12.650337,0.91134214
35,44.75,9.159548,12.670715,0.9128102
36,44.75,9.178392,12.690846,0.91426045
37,44.75,9.197236,12.710712,0.9156916
38,44.75,9.216081,12.730324,0.9171044
39,44.75,9.234924,12.74966,0.9184974
40,44.75,9.253769,12.768719,0.91987044
41,44.75,9.272614,12.787487,0.92122257
42,44.75,9.291457,12.805973,0.9225543
43,44.75,9.310302,12.824151,0.9238638
44,44.75,9.329145,12.842022,0.9251513
45,44.75,9.34799,12.859581,0.9264163
46,44.75,9.366835,12.876823,0.92765844
47,44.75,9.385678,12.893731,0.92887646
48,44.75,9.404523,12.910305,0.93007046
49,44.75,9.423367,12.926521,0.9312387
50,44.75,9.442211,12.942395,0.9323823
51,44.75,9.461055,12.957907,0.93349975
52,44.75,9.479899,12.973043,0.9345902
53,44.75,9.498744,12.987812,0.93565416
54,44.75,9.517588,13.002189,0.93668985
55,44.75,9.536432,13.016175,0.93769747
56,44.75,9.555276,13.029757,0.9386759
57,44.75,9.5741205,13.042929,0.9396248
58,44.75,9.592965,13.055683,0.94054365
59,44.75,9.611809,13.068018,0.94143224
60,44.75,9.630653,13.07991,0.942289
61,44.75,9.649497,13.091369,0.94311446
62,44.75,9.668342,13.102383,0.9439079
63,44.75,9.687186,13.112932,0.94466794
64,44.75,9.70603,13.123034,0.94539565
65,44.75,9.7248745,13.132658,0.94608897
66,44.75,9.743718,13.1418085,0.9467482
67,44.75,9.762563,13.150483,0.9473731
68,44.75,9.781407,13.158663,0.9479624
69,44.75,9.800251,13.166347,0.94851595
70,44.75,9.819096,13.17354,0.94903415
71,44.75,9.837939,13.18022,0.94951534
72,44.75,9.856784,13.186395,0.94996023
73,44.75,9.875628,13.192057,0.9503681
74,44.75,9.894472,13.197187,0.9507377
75,44.75,9.913317,13.201811,0.9510708
76,44.75,9.93216,13.2059,0.9513654
77,44.75,9.951005,13.209453,0.95162135
78,44.75,9.96985,13.212477,0.9518392
79,44.75,9.988693,13.214965,0.95201844
80,44.75,10.007538,13.216916,0.952159
81,44.75,10.0263815,13.21833,0.9522609
82,44.75,10.045226,13.219202,0.9523237
83,44.75,10.064071,13.219524,0.9523469
84,44.75,10.082914,13.219305,0.9523311
85,44.75,10.101759,13.218551,0.95227677
86,44.75,10.120603,13.217244,0.95218265
87,44.75,10.139447,13.215395,0.95204943
88,44.75,10.158292,13.213003,0.9518771
89,44.75,10.177135,13.21007,0.95166576
90,44.75,10.19598,13.206598,0.9514157
91,44.75,10.214824,13.202591,0.951127
92,44.75,10.233668,13.198041,0.9507992
93,44.75,10.252513,13.192961,0.95043325
94,44.75,10.271357,13.187355,0.95002943
95,44.75,10.290201,13.18121,0.9495867
96,44.75,10.309045,13.174551,0.949107
97,44.75,10.327889,13.167371,0.94858974
98,44.75,10.346734,13.15968,0.9480357
99,44.75,10.365578,13.15147,0.9474442
100,44.75,10.384422,13.142757,0.94681656
101,44.75,10.403266,13.133539,0.94615245
102,44.75,10.422111,13.123837,0.9454535
103,44.75,10.440955,13.113628,0.94471806
104,44.75,10.459799,13.102942,0.94394827
105,44.75,10.478643,13.091779,0.943144
106,44.75,10.497487,13.080143,0.94230574
107,44.75,10.516332,13.068045,0.94143414
108,44.75,10.535176,13.055483,0.9405292
109,44.75,10.55402,13.042464,0.93959135
110,44.75,10.572865,13.028997,0.93862116
111,44.75,10.591708,13.015096,0.9376197
112,44.75,10.610553,13.000759,0.93658686
113,44.75,10.629397,12.986014,0.93552464
114,44.75,10.648241,12.970829,0.93443066
115,44.75,10.667086,12.955248,0.9333082
116,44.75,10.685929,12.939256,0.9321561
117,44.75,10.704774,12.922868,0.9309755
118,44.75,10.7236185,12.90609,0.9297668
119,44.75,10.742462,12.888932,0.92853075
120,44.75,10.761307,12.871397,0.9272675
121,44.75,10.78015,12.853497,0.92597795
122,44.75,10.798995,12.835231,0.92466205
123,44.75,10.81784,12.816622,0.9233214
124,44.75,10.836683,12.797663,0.9219556
125,44.75,10.855528,12.778366,0.9205655
126,44.75,10.874372,12.758745,0.91915196
127,44.75,10.893216,12.738798,0.91771495
128,44.75,10.912061,12.71853,0.9162548
129,44.75,10.930904,12.697954,0.9147725
130,44.75,10.949749,12.6770735,0.91326827
131,44.75,10.968593,12.655896,0.9117426
132,44.75,10.987437,12.63443,0.9101962
133,44.75,11.006282,12.612676,0.90862894
134,44.75,11.0251255,12.590662,0.9070431
135,44.75,11.04397,12.568365,0.9054368
136,44.75,11.062814,12.545815,0.9038123
137,44.75,11.081658,12.522997,0.9021684
138,44.75,11.100503,12.499933,0.9005069
139,44.75,11.119347,12.476632,0.89882827
140,44.75,11.138191,12.453085,0.8971319
141,44.75,11.157035,12.429311,0.8954192
142,44.75,11.1758795,12.40531,0.8936901
143,44.75,11.194724,12.381088,0.8919452
144,44.75,11.213568,12.356656,0.89018506
145,44.75,11.232412,12.332014,0.88840985
146,44.75,11.251256,12.307177,0.8866205
147,44.75,11.270101,12.282137,0.88481665
148,44.75,11.288945,12.256909,0.88299924
149,44.75,11.307789,12.231501,0.8811688
150,44.75,11.326633,12.20591,0.87932515
151,44.75,11.345477,12.180149,0.87746936
152,44.75,11.364322,12.154217,0.8756012
153,44.75,11.383165,12.128126,0.87372154
154,44.75,11.40201,12.101871,0.8718301
155,44.75,11.420855,12.075474,0.8699284
156,44.75,11.439698,12.048929,0.8680161
157,44.75,11.458543,12.022237,0.8660932
158,44.75,11.477386,11.9954195,0.86416125
159,44.75,11.496231,11.96846,0.8622191
160,44.75,11.515076,11.94138,0.8602682
161,44.75,11.533919,11.91418,0.8583087
162,44.75,11.552764,11.886858,0.8563404
163,44.75,11.571608,11.859428,0.85436434
164,44.75,11.590452,11.831896,0.8523809
165,44.75,11.609297,11.804254,0.8503895
166,44.75,11.62814,11.776519,0.8483914
167,44.75,11.646985,11.748692,0.84638673
168,44.75,11.665829,11.720768,0.8443751
169,44.75,11.684673,11.692763,0.84235764
170,44.75,11.703518,11.664684,0.8403348
171,44.75,11.722362,11.636534,0.8383068
172,44.75,11.741206,11.608298,0.83627266
173,44.75,11.76005,11.580008,0.8342346
174,44.75,11.778894,11.551644,0.8321913
175,44.75,11.797739,11.523226,0.830144
176,44.75,11.816583,11.494753,0.82809275
177,44.75,11.835427,11.466232,0.8260381
178,44.75,11.854271,11.43766,0.82397974
179,44.75,11.873116,11.409042,0.8219181
180,44.75,11.89196,11.380389,0.8198539
181,44.75,11.910804,11.351709,0.81778777
182,44.75,11.929648,11.322977,0.8157179
183,44.75,11.948492,11.294228,0.81364673
184,44.75,11.967337,11.265449,0.81157345
185,44.75,11.986181,11.2366495,0.8094987
186,44.75,12.005025,11.207836,0.807423
187,44.75,12.0238695,11.179005,0.80534595
188,44.75,12.042713,11.150162,0.8032681
189,44.75,12.061558,11.121311,0.80118966
190,44.75,12.080402,11.092452,0.79911065
191,44.75,12.099246,11.063599,0.797032
192,44.75,12.118091,11.034739,0.79495287
193,44.75,12.136934,11.005886,0.79287434
194,44.75,12.155779,10.977037,0.79079604
195,44.75,12.1746235,10.9482,0.7887186
196,44.75,12.193467,10.919379,0.7866423
197,44.75,12.212312,10.890568,0.7845667
198,44.75,12.231155,10.86178,0.7824928
199,44.75,12.25,10.83301,0.7804202
200,44.76055,8.5,11.856266,0.8541365
201,44.76055,8.518845,11.882073,0.8559957
202,44.76055,8.537688,11.907785,0.857848
203,44.76055,8.556533,11.933419,0.8596947
204,44.76055,8.5753765,11.958946,0.8615337
205,44.76055,8.594221,11.984384,0.8633662
206,44.76055,8.613066,12.009718,0.86519134
207,44.76055,8.631909,12.034937,0.86700815
208,44.76055,8.650754,12.060053,0.8688175
209,44.76055,8.669598,12.085054,0.87061864
210,44.76055,8.688442,12.1099415,0.87241155
211,44.76055,8.707287,12.1347065,0.87419564
212,44.76055,8.7261305,12.159348,0.8759708
213,44.76055,8.744975,12.183855,0.87773633
214,44.76055,8.763819,12.208233,0.8794925
215,44.76055,8.782663,12.23247,0.8812386
216,44.76055,8.801508,12.256565,0.88297445
217,44.76055,8.820352,12.2805195,0.8847001
218,44.76055,8.839196,12.304321,0.8864148
219,44.76055,8.85804,12.327967,0.88811827
220,44.76055,8.876884,12.351452,0.88981014
221,44.76055,8.895729,12.37477,0.89149004
222,44.76055,8.914573,12.397925,0.89315814
223,44.76055,8.933417,12.420898,0.8948132
224,44.76055,8.952261,12.443691,0.89645517
225,44.76055,8.971106,12.466305,0.8980843
226,44.76055,8.98995,12.488728,0.8996996
227,44.76055,9.008794,12.510946,0.9013003
228,44.76055,9.027638,12.532976,0.90288734
229,44.76055,9.046482,12.554794,0.9044591
230,44.76055,9.065327,12.576397,0.9060154
231,44.76055,9.084171,12.597788,0.9075564
232,44.76055,9.103015,12.618946,0.9090807
233,44.76055,9.12186,12.639876,0.9105885
234,44.76055,9.140703,12.660569,0.9120793
235,44.76055,9.159548,12.681021,0.9135526
236,44.76055,9.178392,12.701221,0.9150079
237,44.76055,9.197236,12.721164,0.91644454
238,44.76055,9.216081,12.74084,0.91786206
239,44.76055,9.234924,12.760246,0.9192601
240,44.76055,9.253769,12.779381,0.92063856
241,44.76055,9.272614,12.798229,0.9219964
242,44.76055,9.291457,12.816782,0.923333
243,44.76055,9.310302,12.835041,0.9246484
244,44.76055,9.329145,12.852993,0.92594165
245,44.76055,9.34799,12.870628,0.9272121
246,44.76055,9.366835,12.887941,0.92845935
247,44.76055,9.385678,12.904921,0.92968255
248,44.76055,9.404523,12.921566,0.93088174
249,44.76055,9.423367,12.937865,0.93205595
250,44.76055,9.442211,12.953806,0.9332043
251,44.76055,9.461055,12.969396,0.9343274
252,44.76055,9.479899,12.984602,0.9354229
253,44.76055,9.498744,12.99944,0.93649185
254,44.76055,9.517588,13.013887,0.93753266
255,44.76055,9.536432,13.027948,0.9385456
256,44.76055,9.555276,13.04161,0.9395298
257,44.76055,9.5741205,13.0548525,0.9404838
258,44.76055,9.592965,13.067677,0.9414077
259,44.76055,9.611809,13.080073,0.94230074
260,44.76055,9.630653,13.092038,0.9431627
261,44.76055,9.649497,13.103565,0.9439931
262,44.76055,9.668342,13.114647,0.94479144
263,44.76055,9.687186,13.125265,0.9455564
264,44.76055,9.70603,13.135426,0.94628835
265,44.76055,9.7248745,13.145115,0.9469864
266,44.76055,9.743718,13.154329,0.9476502
267,44.76055,9.762563,13.163052,0.94827855
268,44.76055,9.781407,13.171291,0.94887215
269,44.76055,9.800251,13.179034,0.94943
270,44.76055,9.819096,13.186278,0.9499518
271,44.76055,9.837939,13.193012,0.95043695
272,44.76055,9.856784,13.199234,0.9508852
273,44.76055,9.875628,13.204943,0.95129645
274,44.76055,9.894472,13.210129,0.95167005
275,44.76055,9.913317,13.214787,0.9520056
276,44.76055,9.93216,13.218919,0.9523033
277,44.76055,9.951005,13.222515,0.9525624
278,44.76055,9.96985,13.225578,0.95278305
279,44.76055,9.988693,13.2281065,0.9529652
280,44.76055,10.007538,13.230088,0.95310795
281,44.76055,10.0263815,13.231531,0.9532119
282,44.76055,10.045226,13.2324295,0.95327663
283,44.76055,10.064071,13.2327795,0.95330185
284,44.76055,10.082914,13.232582,0.9532876
285,44.76055,10.101759,13.231848,0.95323473
286,44.76055,10.120603,13.230557,0.95314175
287,44.76055,10.139447,13.228727,0.9530099
288,44.76055,10.158292,13.226351,0.9528387
289,44.76055,10.177135,13.223429,0.9526282
290,44.76055,10.19598,13.219963,0.9523785
291,44.76055,10.214824,13.215965,0.9520905
292,44.76055,10.233668,13.211424,0.95176333
293,44.76055,10.252513,13.206346,0.9513975
294,44.76055,10.271357,13.200733,0.9509932
295,44.76055,10.290201,13.194593,0.95055085
296,44.76055,10.309045,13.187929,0.95007074
297,44.76055,10.327889,13.180737,0.9495526
298,44.76055,10.346734,13.173038,0.948998
299,44.76055,10.365578,13.164818,0.9484058
300,44.76055,10.384422,13.156091,0.9477771
301,44.76055,10.403266,13.146863,0.9471123
302,44.76055,10.422111,13.137131,0.9464112
303,44.76055,10.440955,13.126912,0.945675
304,44.76055,10.459799,13.116207,0.94490385
305,44.76055,10.478643,13.1050205,0.94409794
306,44.76055,10.497487,13.093358,0.94325775
307,44.76055,10.516332,13.081227,0.9423839
308,44.76055,10.535176,13.068642,0.9414772
309,44.76055,10.55402,13.055593,0.9405371
