"","IDSensor","IDStation","Pollutant","NameStation","Altitude","Province","City","DateStart","DateStop","Latitude","Longitude"
"642",6216,597,"NOx","Lallio",212,"BG","Lallio",2000-04-13,2017-01-01,45.6596639179285,9.61856876125757
"643",6594,613,"NO2","Spino d`Adda - SP1 $",80,"CR","Spino d'Adda",2000-01-13,2006-04-13,45.3897531642298,9.48940257108853
"644",9859,673,"CO","Voghera - via Pozzoni",90,"PV","Voghera",2005-07-05,NA,44.9995459891403,9.00843738181569
"645",5796,586,"CO","Costa Volpino",192,"BG","Costa Volpino",1993-07-26,2011-09-12,45.8271579387626,10.0970617241863
"646",6655,555,"PM_tot","Busto Arsizio - via Magenta",222,"VA","Busto Arsizio",1991-05-25,2006-06-19,45.6107360400126,8.85011575209207
"647",10029,685,"PM_tot","Calusco d' Adda",273,"BG","Calusco d'Adda",2006-05-05,2017-01-01,45.6904290785451,9.48426092764779
"648",6605,590,"PM_tot","Ponte S.Pietro",225,"BG","Ponte San Pietro",1990-09-18,2000-01-28,45.6960819384635,9.58778401827927
"649",10270,655,"Ozone","Darfo (aria)",221,"BS","Darfo Boario Terme",2007-01-01,NA,45.8746021098904,10.1773568089814
"650",10167,703,"NO2","Schivenoglia",NA,"MN","Schivenoglia",2006-11-29,NA,45.0168778207554,11.0760946326405
"651",6611,595,"PM_tot","Filago - via Don Milani",190,"BG","Filago",1991-12-07,2004-10-13,45.6338645090807,9.55608425579086
"652",6931,583,"PM10","Bergamo - via Meucci",249,"BG","Bergamo",2000-07-03,NA,45.6910374054721,9.64365057946138
"653",5740,567,"Ozone","Chiavenna",333,"SO","Chiavenna",1996-05-30,2018-01-01,46.3208034978265,9.3955909132574
"654",5813,511,"CO","Abbiategrasso",118,"MI","Abbiategrasso",1997-11-02,2011-06-25,45.3954044901462,8.91341656677829
"655",6629,600,"PM_tot","Lodi - viale Vignati",80,"LO","Lodi",1999-12-30,2001-01-08,45.3060129875238,9.48526286320174
"656",12661,681,"Nikel","Moggio",1194,"LC","Moggio",2008-06-14,NA,45.9127875203029,9.49753816765342
"657",12531,1297,"PM10","Spinadesco",48,"CR","Spinadesco",2011-02-16,NA,45.1504688698568,9.93059647227233
"658",6798,654,"NO2","Sarezzo - via Minelli",269,"BS","Sarezzo",1990-02-18,NA,45.6496267122407,10.205090218837
"659",6631,601,"PM_tot","Montanaso",84,"LO","Montanaso Lombardo",2000-01-13,2004-07-29,45.336131009052,9.45255388178171
"660",6212,596,"NOx","Osio Sotto",182,"BG","Osio Sotto",2000-04-06,NA,45.6205556793956,9.61173782181237
"661",20197,598,"PM10","S.Rocco al Porto",50,"LO","San Rocco al Porto",2002-01-01,NA,45.0819866969786,9.70078817718398
"662",10159,702,"Ozone","Pieve di Coriano",16,"MN","Pieve di Coriano",2006-11-29,NA,45.0339428141846,11.1169181095401
"663",5540,537,"NO2","Lainate",176,"MI","Lainate",1991-09-25,2013-09-12,45.5675366679826,9.02579666502597
"664",20031,693,"Ammonia","Sannazzaro de' Burgondi - AGIP",85,"PV","Sannazzaro de' Burgondi",2013-10-24,NA,45.1027662768414,8.90417452771467
"665",5639,509,"Sulfur_dioxide","Rivolta d` Adda - via Beccaria",101,"CR","Rivolta d'Adda",1984-12-14,2008-06-12,45.4685530169473,9.51134533383752
"666",9804,670,"NOx","Mantova - S.Agnese",22,"MN","Mantova",2006-04-23,NA,45.1605683301058,10.7955641137079
"667",9739,608,"PM10","Codogno - via Trento",59,"LO","Codogno",2005-04-09,NA,45.1593728023411,9.69814824935254
"668",5712,510,"Ozone","Inzago",138,"MI","Inzago",2001-02-24,2018-01-01,45.539768856661,9.48688536743615
"669",12607,546,"Nikel","Magenta",137,"MI","Magenta",2008-04-15,NA,45.4624157911066,8.88021043312557
"670",30165,669,"Ozone","Brescia - Villaggio Sereno",70,"BS","Brescia",2013-12-13,NA,45.5130388186538,10.1919418887793
"671",6609,593,"PM_tot","Ciserano",159,"BG","Ciserano",1991-06-10,2002-03-24,45.5915484295005,9.60612773157576
"672",12022,1297,"PM2.5","Spinadesco",48,"CR","Spinadesco",2011-02-16,NA,45.1504688698568,9.93059647227233
"673",5556,553,"NO2","Saronno - via Marconi",211,"VA","Saronno",1993-06-23,2003-12-03,45.6239696859256,9.03722652567352
"674",10491,681,"PM10","Moggio",1194,"LC","Moggio",2009-03-31,NA,45.9127875203029,9.49753816765342
"675",10096,697,"Benzene","Borgofranco - loc. Bonizzo",14,"MN","Borgofranco sul Po",2006-11-29,NA,45.0465015381673,11.1809358191275
"676",6944,632,"PM10","Pizzighettone - via Formigara",45,"CR","Pizzighettone",2000-02-03,2014-01-02,45.181687121508,9.7933859356738
"677",10324,707,"Ozone","Mortara",108,"PV","Mortara",2007-10-04,2017-01-01,45.2547287207888,8.74415437971093
"678",10013,576,"PM2.5","Merate",279,"LC","Merate",2006-09-10,NA,45.6979519897024,9.4061909386866
"679",17038,583,"Arsenic","Bergamo - via Meucci",249,"BG","Bergamo",2012-01-13,NA,45.6910374054721,9.64365057946138
"680",12684,633,"Nikel","Soresina",70,"CR","Soresina",2008-04-01,NA,45.2839771544676,9.86339841999363
"681",5711,525,"Ozone","Corsico",119,"MI","Corsico",1990-01-18,2018-01-01,45.4361085100991,9.09741084187147
"682",12585,1303,"PM10","Cremona - via Gerre Borghi",36,"CR","Cremona",2012-01-01,2017-01-01,45.1095393802722,10.0692307349565
"683",6218,583,"NOx","Bergamo - via Meucci",249,"BG","Bergamo",1989-06-01,NA,45.6910374054721,9.64365057946138
"684",5802,566,"CO","Olgiate Comasco - via Roma $",404,"CO","Olgiate Comasco",1995-02-01,2010-04-15,45.7838972545363,8.96639788681131
"685",9797,670,"Benzene","Mantova - S.Agnese",22,"MN","Mantova",2005-09-30,NA,45.1605683301058,10.7955641137079
"686",5596,593,"NO2","Ciserano",159,"BG","Ciserano",1994-11-30,2018-07-30,45.5915484295005,9.60612773157576
"687",5614,527,"Sulfur_dioxide","Castano Primo",175,"MI","Castano Primo",1989-12-18,2009-12-04,45.545942683674,8.77610458437027
"688",9993,682,"NO2","Ferrera Erbognone - ENI",88,"PV","Ferrera Erbognone",2006-01-21,NA,45.1135031448296,8.87406484888261
"689",5820,525,"CO","Corsico",119,"MI","Corsico",1990-12-18,2018-07-30,45.4361085100991,9.09741084187147
"690",9985,600,"PM2.5","Lodi - viale Vignati",80,"LO","Lodi",2006-07-10,NA,45.3060129875238,9.48526286320174
"691",10038,687,"NO2","Ferno",215,"VA","Ferno",2006-11-06,NA,45.6192437799476,8.75697044545343
"692",6943,630,"PM10","Crema - via Indipendenza $",78,"CR","Crema",1999-10-28,2007-04-03,45.3694138223915,9.67726870819567
"693",9798,670,"CO","Mantova - S.Agnese",22,"MN","Mantova",2004-12-28,NA,45.1605683301058,10.7955641137079
"694",5790,592,"CO","Treviglio",191,"BG","Treviglio",1994-12-01,NA,45.5193349813872,9.59200999488842
"695",12690,560,"Nikel","Varese - via Copelli",383,"VA","Varese",2008-04-01,NA,45.8169732332637,8.82024070715821
"696",6286,530,"NOx","Agrate",162,"MB","Agrate Brianza",1990-02-13,2018-07-30,45.5757847592281,9.3541056508192
"697",5710,544,"Ozone","Cormano",153,"MI","Cormano",1994-11-03,NA,45.5510419443724,9.16261365315132
"698",6908,531,"PM10","Limito",114,"MI","Pioltello",1998-02-21,NA,45.4836303532325,9.32736003321514
"699",6838,658,"Sulfur_dioxide","Manerbio - via Solferino",66,"BS","Manerbio",1992-08-27,2003-09-15,45.349959493128,10.1447522359473
"700",5698,604,"Sulfur_dioxide","Tavazzano",85,"LO","Tavazzano con Villavesco",2000-01-13,NA,45.3303610018123,9.41464472662726
"701",6246,573,"NOx","Colico",229,"LC","Colico",1996-11-06,NA,46.1381409051264,9.38468724765179
"702",6817,656,"NOx","Gambara",47,"BS","Gambara",1990-01-01,NA,45.2495436247462,10.2991194960641
"703",5575,572,"NO2","Morbegno - via Cortivacci",262,"SO","Morbegno",1999-01-13,NA,46.1322829600037,9.56617989398447
"704",6942,628,"PM10","Cremona - p.zza Libert� $",61,"CR","Cremona",1996-06-05,2006-04-04,45.1373789627348,10.0323590662759
"705",6927,574,"PM10","Lecco - Via Amendola",214,"LC","Lecco",2000-05-12,NA,45.8501911945785,9.39557706689322
"706",6924,570,"PM10","Tirano - viale Italia",439,"SO","Tirano",1999-12-15,2012-04-02,46.2177462143941,10.1564702321463
"707",5572,569,"NO2","Sondrio - via Mazzini",307,"SO","Sondrio",1993-11-01,NA,46.1679668122783,9.87014407497457
"708",6762,649,"Sulfur_dioxide","Brescia - Broletto",149,"BS","Brescia",1983-01-01,2000-06-06,45.5400578469714,10.2228184492742
"709",10548,1269,"PM10","Dalmine - via Verdi",207,"BG","Dalmine",2010-02-26,NA,45.6497025123625,9.60122333878526
"710",9921,667,"NOx","Marmirolo - Bosco Fontana",22,"MN","Marmirolo",2004-06-05,2018-07-30,45.2081790393849,10.7426362511732
"711",6423,630,"NOx","Crema - via Indipendenza $",78,"CR","Crema",2002-01-01,2007-04-03,45.3694138223915,9.67726870819567
"712",6657,552,"PM_tot","Varese - Vidoletti",425,"VA","Varese",1991-12-30,2006-04-30,45.8369007765555,8.80392612667495
"713",10079,695,"NO2","Ponti sul Mincio",113,"MN","Ponti sul Mincio",2006-12-20,NA,45.4127716916863,10.6833573437868
"714",5538,535,"NO2","Lacchiarella",97,"MI","Lacchiarella",1999-03-19,2018-07-30,45.3245174128473,9.13451726419928
"715",5689,607,"Sulfur_dioxide","Abbadia Cerreto",64,"LO","Abbadia Cerreto",2000-01-13,2008-04-11,45.3095022692823,9.58579041612041
"716",6902,601,"Ozone","Montanaso",84,"LO","Montanaso Lombardo",2004-08-04,2017-01-01,45.336131009052,9.45255388178171
"717",6262,603,"NOx","Castiraga",74,"LO","Castiraga Vidardo",2000-01-13,NA,45.2623251999215,9.40028132306792
"718",5803,577,"CO","Calolziocorte",215,"LC","Calolziocorte",1994-11-28,2012-01-04,45.8020955051409,9.42946732027788
"719",6358,538,"NOx","Settimo Milanese",132,"MI","Settimo Milanese",1992-05-27,2018-07-30,45.4802687855546,9.05686203175973
"720",6236,563,"NOx","Fino Mornasco",304,"CO","Fino Mornasco",1992-01-09,2018-07-30,45.7480444095457,9.04259284418394
"721",6202,591,"NOx","Seriate",256,"BG","Seriate",1991-10-31,2018-07-30,45.6863560643991,9.71494791763153
"722",10346,707,"PM2.5","Mortara",108,"PV","Mortara",2007-12-01,2017-01-01,45.2547287207888,8.74415437971093
"723",17159,633,"PM2.5","Soresina",70,"CR","Soresina",2012-10-11,NA,45.2839771544676,9.86339841999363
"724",10587,1266,"Ammonia","Bertonico",65,"LO","Bertonico",2009-03-04,NA,45.2334936413037,9.66625037529603
"725",5562,559,"NO2","Somma Lombardo - MXP",210,"VA","Somma Lombardo",2000-03-21,2018-07-30,45.6495371272924,8.71269145828479
"726",6302,525,"NOx","Corsico",119,"MI","Corsico",1989-10-30,2018-07-30,45.4361085100991,9.09741084187147
"727",12694,560,"Benzo_a_pyrene","Varese - via Copelli",383,"VA","Varese",2008-04-02,NA,45.8169732332637,8.82024070715821
"728",20041,670,"Ozone","Mantova - S.Agnese",22,"MN","Mantova",2013-12-13,NA,45.1605683301058,10.7955641137079
"729",5605,602,"NO2","Melegnano",83,"MI","Melegnano",2000-01-13,NA,45.35428575071,9.32924342411371
"730",5576,573,"NO2","Colico",229,"LC","Colico",1996-11-05,NA,46.1381409051264,9.38468724765179
"731",5543,540,"NO2","Garbagnate",175,"MI","Garbagnate Milanese",1992-12-11,2018-07-30,45.5717162655023,9.07824159056828
"732",9833,664,"Benzene","Mantova - p.zza Gramsci",18,"MN","Mantova",2005-05-16,NA,45.1517433795766,10.7814077000957
"733",5547,544,"NO2","Cormano",153,"MI","Cormano",1994-10-24,NA,45.5510419443724,9.16261365315132
"734",9967,509,"PM10","Rivolta d` Adda - via Beccaria",101,"CR","Rivolta d'Adda",2006-01-10,2018-01-01,45.4685530169473,9.51134533383752
"735",5838,528,"CO","Milano - Verziere",116,"MI","Milano",1988-09-30,2011-07-04,45.4633467406665,9.19532480766886
"736",6842,659,"Sulfur_dioxide","Odolo",349,"BS","Odolo",1990-10-08,2004-07-20,45.6460496337252,10.389295302792
"737",6827,657,"Sulfur_dioxide","Lonato",180,"BS","Lonato del Garda",1990-02-16,2004-08-18,45.4637531362103,10.4807720435713
"738",5612,530,"Sulfur_dioxide","Agrate",162,"MB","Agrate Brianza",1990-02-14,2006-05-05,45.5757847592281,9.3541056508192
"739",5626,537,"Sulfur_dioxide","Lainate",176,"MI","Lainate",1991-09-25,2000-10-18,45.5675366679826,9.02579666502597
"740",5730,564,"Ozone","Erba - via Battisti",279,"CO","Erba",2009-01-01,NA,45.808573806923,9.22177920448843
"741",12663,681,"Cadmium","Moggio",1194,"LC","Moggio",2008-06-14,NA,45.9127875203029,9.49753816765342
"742",5606,603,"NO2","Castiraga",74,"LO","Castiraga Vidardo",2000-01-13,2018-01-01,45.2623251999215,9.40028132306792
"743",6037,544,"Benzene","Cormano",153,"MI","Cormano",2001-02-19,2001-10-04,45.5510419443724,9.16261365315132
"744",9860,673,"NOx","Voghera - via Pozzoni",90,"PV","Voghera",2005-07-28,NA,44.9995459891403,9.00843738181569
"745",6761,649,"NO2","Brescia - Broletto",149,"BS","Brescia",1983-01-01,NA,45.5400578469714,10.2228184492742
"746",6719,644,"CO","Vigevano - viale  Petrarca",107,"PV","Vigevano",2004-01-24,2013-09-19,45.3264015005423,8.86031025357999
"747",17288,1374,"Ozone","Monza Parco",181,"MB","Monza",2013-02-09,NA,45.6012321995514,9.27507265782848
"748",6870,663,"Benzene","Mantova - via Ariosto",18,"MN","Mantova",2003-01-01,NA,45.145260125789,10.8033259500793
"749",5624,510,"Sulfur_dioxide","Inzago",138,"MI","Inzago",1989-12-14,2010-02-19,45.539768856661,9.48688536743615
"750",5743,569,"Ozone","Sondrio - via Mazzini",307,"SO","Sondrio",1993-11-01,2003-05-19,46.1679668122783,9.87014407497457
"751",9927,677,"PM10","Cremona - Via Fatebenefratelli",43,"CR","Cremona",2006-04-08,NA,45.1425406322169,10.0438361583694
"752",6619,561,"PM_tot","Como - viale Cattaneo",202,"CO","Como",1991-02-17,2000-01-02,45.8150428601129,9.06697137484454
"753",5581,578,"NO2","Varenna $",220,"LC","Varenna",1991-02-21,2008-02-07,46.0094228347424,9.28530405958397
"754",12610,546,"Lead","Magenta",137,"MI","Magenta",2008-04-15,NA,45.4624157911066,8.88021043312557
"755",6693,642,"PM_tot","Pavia - via Folperti",77,"PV","Pavia",2002-06-01,2011-02-03,45.1946760990779,9.16463830063009
"756",12673,1264,"Nikel","Sondrio - via Paribelli",290,"SO","Sondrio",2008-04-01,NA,46.1678524406651,9.8792099244699
"757",5853,560,"CO","Varese - via Copelli",383,"VA","Varese",2003-08-07,NA,45.8169732332637,8.82024070715821
"758",6320,539,"NOx","Milano - viale Liguria",115,"MI","Milano",1991-10-24,NA,45.4438576535649,9.16794450174268
"759",6248,574,"NOx","Lecco - Via Amendola",214,"LC","Lecco",1991-01-01,NA,45.8501911945785,9.39557706689322
"760",5701,567,"Sulfur_dioxide","Chiavenna",333,"SO","Chiavenna",1993-10-27,2007-01-18,46.3208034978265,9.3955909132574
"761",6841,659,"NO2","Odolo",349,"BS","Odolo",2013-12-13,NA,45.6460496337252,10.389295302792
"762",10006,684,"Sulfur_dioxide","Truccazzano",105,"MI","Truccazzano",2006-02-17,2018-01-01,45.48455813668,9.47134838897473
"763",10108,698,"NO2","Ceneselli",13,"RO","Ceneselli",2006-11-28,2017-01-01,45.0132567684933,11.3723449480582
"764",6787,653,"Sulfur_dioxide","Brescia - via Ziziola",125,"BS","Brescia",1997-10-15,2012-01-04,45.5145591905673,10.2184635028013
"765",6730,645,"NO2","Voghera - viale Repubblica $",100,"PV","Voghera",2002-03-07,2012-10-16,44.9858631315535,9.0071288427224
"766",10333,709,"NOx","Vigevano - via Valletta",109,"PV","Vigevano",2007-08-08,NA,45.3036078696557,8.84480460996544
"767",5834,548,"CO","Milano - via Senato",118,"MI","Milano",1995-05-01,NA,45.470499014097,9.19746036011253
"768",6919,561,"PM10","Como - viale Cattaneo",202,"CO","Como",2000-01-04,NA,45.8150428601129,9.06697137484454
"769",6767,649,"Ozone","Brescia - Broletto",149,"BS","Brescia",1983-01-01,2004-02-27,45.5400578469714,10.2228184492742
"770",9995,682,"CO","Ferrera Erbognone - ENI",88,"PV","Ferrera Erbognone",2006-01-21,NA,45.1135031448296,8.87406484888261
"771",5788,590,"CO","Ponte S.Pietro",225,"BG","Ponte San Pietro",1990-07-04,2011-09-12,45.6960819384635,9.58778401827927
"772",5739,571,"Ozone","Bormio",1225,"SO","Bormio",1996-05-29,NA,46.4695239713258,10.375432759159
"773",6869,642,"Benzene","Pavia - via Folperti",77,"PV","Pavia",2002-06-06,NA,45.1946760990779,9.16463830063009
"774",12601,655,"Nikel","Darfo (aria)",221,"BS","Darfo Boario Terme",2008-04-18,NA,45.8746021098904,10.1773568089814
"775",5852,553,"CO","Saronno - via Marconi",211,"VA","Saronno",1993-06-15,2012-01-04,45.6239696859256,9.03722652567352
"776",6425,631,"CO","Piadena",30,"CR","Piadena",1996-05-19,2012-01-04,45.1297932236774,10.3798316685224
"777",5627,505,"Sulfur_dioxide","Legnano",199,"MI","Legnano",1973-11-20,2011-02-08,45.5961339321329,8.91881399306327
"778",10291,681,"Ammonia","Moggio",1194,"LC","Moggio",2007-03-17,NA,45.9127875203029,9.49753816765342
"779",9920,665,"NOx","Viadana",37,"MN","Viadana",2004-06-15,NA,44.9246940495507,10.5175020671178
"780",5713,502,"Ozone","Milano - via Juvara",122,"MI","Milano",1981-01-12,2007-07-20,45.4732257085772,9.22231513873747
"781",6632,604,"PM_tot","Tavazzano",85,"LO","Tavazzano con Villavesco",2000-01-13,2005-03-24,45.3303610018123,9.41464472662726
"782",6782,652,"CO","Brescia - via Turati",154,"BS","Brescia",1999-01-12,NA,45.539529434956,10.2317859074772
"783",10581,1274,"NO2","Perledo",212,"LC","Perledo",2010-09-01,NA,46.0158283043838,9.28640920868081
"784",9917,663,"NOx","Mantova - via Ariosto",18,"MN","Mantova",2004-06-05,NA,45.145260125789,10.8033259500793
"785",6308,540,"NOx","Garbagnate",175,"MI","Garbagnate Milanese",1992-12-11,2018-07-30,45.5717162655023,9.07824159056828
"786",6810,655,"PM_tot","Darfo (aria)",221,"BS","Darfo Boario Terme",1999-01-01,2004-07-15,45.8746021098904,10.1773568089814
"787",6860,661,"Sulfur_dioxide","Rezzato",147,"BS","Rezzato",1992-08-05,2003-09-17,45.5157082948446,10.3362404229965
"788",5791,593,"CO","Ciserano",159,"BG","Ciserano",1994-11-29,2011-09-12,45.5915484295005,9.60612773157576
"789",10411,1263,"CO","Villa di Serio",280,"BG","Villa di Serio",2008-10-07,2011-09-12,45.7358914453283,9.73839478804344
"790",5814,551,"CO","Arconate (aria)",182,"MI","Arconate",1999-01-20,NA,45.5485173574195,8.84732192921626
"791",6608,592,"PM_tot","Treviglio",191,"BG","Treviglio",1991-06-05,2000-01-28,45.5193349813872,9.59200999488842
"792",6871,663,"NO2","Mantova - via Ariosto",18,"MN","Mantova",2003-01-01,NA,45.145260125789,10.8033259500793
"793",12626,705,"Cadmium","Milano - Pascal Citt� Studi",122,"MI","Milano",2008-04-01,NA,45.4789960616874,9.2354910384975
"794",5848,555,"CO","Busto Arsizio - via Magenta",222,"VA","Busto Arsizio",1991-05-25,2012-01-03,45.6107360400126,8.85011575209207
"795",9928,677,"NO2","Cremona - Via Fatebenefratelli",43,"CR","Cremona",2006-04-11,NA,45.1425406322169,10.0438361583694
"796",5638,514,"Sulfur_dioxide","Rho - via Statuto",152,"MI","Rho",1982-10-18,1999-05-04,45.5234256620035,9.04459987111101
"797",6731,645,"Sulfur_dioxide","Voghera - viale Repubblica $",100,"PV","Voghera",2002-03-07,2003-08-08,44.9858631315535,9.0071288427224
"798",6587,574,"Sulfur_dioxide","Lecco - Via Amendola",214,"LC","Lecco",1991-02-17,NA,45.8501911945785,9.39557706689322
"799",5693,600,"Sulfur_dioxide","Lodi - viale Vignati",80,"LO","Lodi",1999-12-30,NA,45.3060129875238,9.48526286320174
"800",5521,518,"NO2","Galliate",153,"NO","Galliate",1992-12-07,2017-01-04,45.4680440793097,8.73676932023362
"801",9919,666,"NOx","Porto Mantovano",29,"MN","Porto Mantovano",2004-06-05,2017-01-01,45.1955400901703,10.7972622986903
"802",5528,525,"NO2","Corsico",119,"MI","Corsico",1989-10-30,2018-07-30,45.4361085100991,9.09741084187147
"803",17122,548,"PM2.5","Milano - via Senato",118,"MI","Milano",2012-09-04,NA,45.470499014097,9.19746036011253
"804",5722,547,"Ozone","Milano - Parco Lambro",123,"MI","Milano",1995-05-03,2018-01-01,45.4995836904834,9.24732688950765
"805",9978,609,"PM2.5","Casirate d`Adda",108,"BG","Casirate d'Adda",2005-11-11,NA,45.4982271339449,9.55623226235176
"806",5599,596,"NO2","Osio Sotto",182,"BG","Osio Sotto",2000-04-06,NA,45.6205556793956,9.61173782181237
"807",10452,1265,"NO2","Lodi - S. Alberto",76,"LO","Lodi",2009-08-03,NA,45.3027835030958,9.49527369692632
"808",6915,554,"PM10","Saronno - via Santuario",212,"VA","Saronno",2003-12-16,NA,45.626218960836,9.04006309067821
"809",6879,664,"CO","Mantova - p.zza Gramsci",18,"MN","Mantova",2004-06-11,NA,45.1517433795766,10.7814077000957
"810",5508,505,"NO2","Legnano",199,"MI","Legnano",1990-01-10,2018-07-30,45.5961339321329,8.91881399306327
"811",10327,708,"Sulfur_dioxide","Parona",112,"PV","Parona",2007-08-15,NA,45.2819356103579,8.75433459453983
"812",20441,681,"NOx","Moggio",1194,"LC","Moggio",2007-03-17,NA,45.9127875203029,9.49753816765342
"813",9899,609,"Ozone","Casirate d`Adda",108,"BG","Casirate d'Adda",2005-12-01,NA,45.4982271339449,9.55623226235176
"814",5589,586,"NO2","Costa Volpino",192,"BG","Costa Volpino",1993-07-26,2018-07-30,45.8271579387626,10.0970617241863
"815",10017,685,"NOx","Calusco d' Adda",273,"BG","Calusco d'Adda",2006-06-30,NA,45.6904290785451,9.48426092764779
"816",6935,592,"PM10","Treviglio",191,"BG","Treviglio",2000-02-03,NA,45.5193349813872,9.59200999488842
"817",5636,515,"Sulfur_dioxide","Pero",141,"MI","Pero",1982-05-26,2018-07-30,45.5098522667925,9.08997202033733
"818",6648,517,"PM_tot","Turbigo",141,"MI","Turbigo",1990-01-01,2007-02-26,45.5265508699425,8.73649657837922
"819",6953,659,"PM10","Odolo",349,"BS","Odolo",2000-06-23,NA,45.6460496337252,10.389295302792
"820",10016,664,"Sulfur_dioxide","Mantova - p.zza Gramsci",18,"MN","Mantova",2006-10-30,NA,45.1517433795766,10.7814077000957
"821",20154,690,"Ozone","Casoni - AGIP",73,"PV","Mezzana Bigli",2013-11-20,NA,45.0696586413859,8.86888929943922
"822",5960,629,"Ozone","Crema - via XI febbraio",79,"CR","Crema",1996-04-28,NA,45.3663090781943,9.70394551361317
"823",10354,516,"PM10","Robecchetto",135,"MI","Robecchetto con Induno",2008-06-27,2017-01-01,45.5178221900884,8.76656210924496
"824",5640,516,"Sulfur_dioxide","Robecchetto",135,"MI","Robecchetto con Induno",1982-03-08,2010-01-18,45.5178221900884,8.76656210924496
"825",5818,529,"CO","Cinisello Balsamo",149,"MI","Cinisello Balsamo",1988-09-29,2011-07-04,45.5523257874121,9.22776423327263
"826",10347,670,"PM2.5","Mantova - S.Agnese",22,"MN","Mantova",2007-12-21,NA,45.1605683301058,10.7955641137079
"827",10479,1267,"PM2.5","Turano",65,"LO","Turano Lodigiano",2009-08-03,2017-03-31,45.2502830891846,9.62125819274314
"828",5622,518,"Sulfur_dioxide","Galliate",153,"NO","Galliate",1982-03-08,2017-01-08,45.4680440793097,8.73676932023362
"829",6396,553,"NOx","Saronno - via Marconi",211,"VA","Saronno",1993-06-23,2003-12-03,45.6239696859256,9.03722652567352
"830",10454,1265,"Ozone","Lodi - S. Alberto",76,"LO","Lodi",2009-08-03,NA,45.3027835030958,9.49527369692632
"831",12627,705,"Lead","Milano - Pascal Citt� Studi",122,"MI","Milano",2008-04-01,NA,45.4789960616874,9.2354910384975
"832",9971,679,"CO","Valmadrera",247,"LC","Valmadrera",2006-02-16,NA,45.8422072610225,9.35165816612796
"833",6288,551,"NOx","Arconate (aria)",182,"MI","Arconate",1999-01-20,NA,45.5485173574195,8.84732192921626
"834",12584,627,"PM10","Cremona - p.zza Cadorna",39,"CR","Cremona",2012-01-01,NA,45.1319469128517,10.015741513336
"835",10396,674,"PM2.5","Monza - via Machiavelli",162,"MB","Monza",2008-12-19,NA,45.5802634844224,9.27357309271327
"836",6354,548,"NOx","Milano - via Senato",118,"MI","Milano",1995-04-21,NA,45.470499014097,9.19746036011253
"837",10078,695,"NOx","Ponti sul Mincio",113,"MN","Ponti sul Mincio",2006-12-20,NA,45.4127716916863,10.6833573437868
"838",10114,698,"PM10","Ceneselli",13,"RO","Ceneselli",2007-01-01,2017-01-01,45.0132567684933,11.3723449480582
"839",9891,552,"PM10","Varese - Vidoletti",425,"VA","Varese",2006-05-01,2010-04-01,45.8369007765555,8.80392612667495
"840",5700,571,"Sulfur_dioxide","Bormio",1225,"SO","Bormio",1993-11-01,NA,46.4695239713258,10.375432759159
"841",5554,551,"NO2","Arconate (aria)",182,"MI","Arconate",1999-01-20,NA,45.5485173574195,8.84732192921626
"842",5600,597,"NO2","Lallio",212,"BG","Lallio",2000-04-13,2017-01-01,45.6596639179285,9.61856876125757
"843",5842,571,"CO","Bormio",1225,"SO","Bormio",1993-11-02,NA,46.4695239713258,10.375432759159
"844",5731,566,"Ozone","Olgiate Comasco - via Roma $",404,"CO","Olgiate Comasco",1996-08-01,2010-04-15,45.7838972545363,8.96639788681131
"845",6956,528,"PM10","Milano - Verziere",116,"MI","Milano",2001-11-01,NA,45.4633467406665,9.19532480766886
"846",9923,677,"Sulfur_dioxide","Cremona - Via Fatebenefratelli",43,"CR","Cremona",2006-04-14,NA,45.1425406322169,10.0438361583694
"847",9882,674,"Ozone","Monza - via Machiavelli",162,"MB","Monza",2005-10-21,NA,45.5802634844224,9.27357309271327
"848",6616,586,"PM_tot","Costa Volpino",192,"BG","Costa Volpino",1993-07-26,2012-11-23,45.8271579387626,10.0970617241863
"849",6922,566,"PM10","Olgiate Comasco - via Roma $",404,"CO","Olgiate Comasco",1995-02-01,2010-04-15,45.7838972545363,8.96639788681131
"850",5629,541,"Sulfur_dioxide","Limbiate",181,"MB","Limbiate",1994-11-24,1999-10-12,45.5974434982303,9.12594894247239
"851",6326,546,"NOx","Magenta",137,"MI","Magenta",1995-04-22,NA,45.4624157911066,8.88021043312557
"852",5956,628,"Sulfur_dioxide","Cremona - p.zza Libert� $",61,"CR","Cremona",1992-11-01,2006-04-04,45.1373789627348,10.0323590662759
"853",6620,577,"PM_tot","Calolziocorte",215,"LC","Calolziocorte",1993-06-01,2000-03-08,45.8020955051409,9.42946732027788
"854",12615,670,"Cadmium","Mantova - S.Agnese",22,"MN","Mantova",2008-02-19,NA,45.1605683301058,10.7955641137079
"855",5728,594,"Ozone","Bergamo - via Goisis",290,"BG","Bergamo",1996-09-13,2018-01-01,45.7159124698522,9.68895874530976
"856",6634,527,"PM_tot","Castano Primo",175,"MI","Castano Primo",1990-02-19,2007-02-27,45.545942683674,8.77610458437027
"857",5742,572,"Ozone","Morbegno - via Cortivacci",262,"SO","Morbegno",2003-05-24,NA,46.1322829600037,9.56617989398447
"858",12670,703,"Lead","Schivenoglia",NA,"MN","Schivenoglia",2008-02-23,NA,45.0168778207554,11.0760946326405
