"","IDSensor","IDStation","Pollutant","NameStation","Altitude","Province","City","DateStart","DateStop","Latitude","Longitude"
"213",6258,578,"NOx","Varenna $",220,"LC","Varenna",1991-01-01,2008-02-07,46.0094228347424,9.28530405958397
"214",17290,1374,"PM10","Monza Parco",181,"MB","Monza",2013-02-15,NA,45.6012321995514,9.27507265782848
"215",10279,705,"NO2","Milano - Pascal Citt� Studi",122,"MI","Milano",2007-06-16,NA,45.4789960616874,9.2354910384975
"216",12581,1303,"Ozone","Cremona - via Gerre Borghi",36,"CR","Cremona",2012-01-01,2018-01-01,45.1095393802722,10.0692307349565
"217",20401,571,"Benzene","Bormio",1225,"SO","Bormio",2017-02-21,NA,46.4695239713258,10.375432759159
"218",10077,694,"PM10","Salionze",109,"VR","Salionze",2006-11-29,2017-01-01,45.4033137582129,10.7265979707794
"219",5657,554,"Sulfur_dioxide","Saronno - via Santuario",212,"VA","Saronno",1991-05-09,2001-03-24,45.626218960836,9.04006309067821
"220",5703,572,"Sulfur_dioxide","Morbegno - via Cortivacci",262,"SO","Morbegno",1998-09-29,2008-08-06,46.1322829600037,9.56617989398447
"221",6650,543,"PM_tot","Vimercate",194,"MB","Vimercate",1995-02-10,1998-02-04,45.6149208704422,9.36839616178516
"222",9852,672,"NO2","Cornale (Voghera Energia)",74,"PV","Cornale",2005-07-29,NA,45.0400765720296,8.91414459900241
"223",6641,501,"PM_tot","Milano - viale Marche",129,"MI","Milano",1976-01-22,1996-04-01,45.496316443651,9.19093355531362
"224",5559,556,"NO2","Gallarate - P.zza S.Lorenzo",240,"VA","Gallarate",1991-06-26,2018-07-30,45.6574598250304,8.79757083283147
"225",10002,683,"CO","Cassano d'Adda 2 - Via Milano",133,"MI","Cassano d'Adda",2006-04-22,NA,45.526472545851,9.5159804836271
"226",12674,1264,"Arsenic","Sondrio - via Paribelli",290,"SO","Sondrio",2008-04-01,NA,46.1678524406651,9.8792099244699
"227",6607,591,"PM_tot","Seriate",256,"BG","Seriate",2000-09-07,2002-04-04,45.6863560643991,9.71494791763153
"228",6656,556,"PM_tot","Gallarate - P.zza S.Lorenzo",240,"VA","Gallarate",1991-07-16,1999-12-16,45.6574598250304,8.79757083283147
"229",12641,548,"Benzo_a_pyrene","Milano - via Senato",118,"MI","Milano",2008-07-10,NA,45.470499014097,9.19746036011253
"230",6582,561,"Ozone","Como - viale Cattaneo",202,"CO","Como",1991-02-17,NA,45.8150428601129,9.06697137484454
"231",9874,502,"PM2.5","Milano - via Juvara",122,"MI","Milano",2005-11-22,2007-06-11,45.4732257085772,9.22231513873747
"232",6766,649,"NOx","Brescia - Broletto",149,"BS","Brescia",1992-08-05,NA,45.5400578469714,10.2228184492742
"233",10355,516,"CO","Robecchetto",135,"MI","Robecchetto con Induno",2007-02-28,2017-01-01,45.5178221900884,8.76656210924496
"234",6706,643,"NOx","Pavia - p.zza Minerva",77,"PV","Pavia",2002-03-03,NA,45.1863290804948,9.14666604128678
"235",6686,642,"Sulfur_dioxide","Pavia - via Folperti",77,"PV","Pavia",2002-06-01,NA,45.1946760990779,9.16463830063009
"236",6254,575,"NOx","Nibionno",310,"LC","Nibionno",1992-01-08,2018-07-30,45.7511112616178,9.26502096480554
"237",17041,583,"Lead","Bergamo - via Meucci",249,"BG","Bergamo",2012-01-13,NA,45.6910374054721,9.64365057946138
"238",5707,551,"Ozone","Arconate (aria)",182,"MI","Arconate",1999-01-20,NA,45.5485173574195,8.84732192921626
"239",5949,625,"Ozone","Casalmaggiore - via Volta $",23,"CR","Casalmaggiore",1996-05-19,2007-02-21,44.9806604038353,10.4273769161595
"240",12629,705,"Benzo_a_pyrene","Milano - Pascal Citt� Studi",122,"MI","Milano",2008-04-02,NA,45.4789960616874,9.2354910384975
"241",5819,544,"CO","Cormano",153,"MI","Cormano",1994-10-29,2011-12-31,45.5510419443724,9.16261365315132
"242",5664,612,"Sulfur_dioxide","Filago - via Fermi",176,"BG","Filago",1992-07-17,2017-01-01,45.6244564811923,9.55650435031822
"243",5805,574,"CO","Lecco - Via Amendola",214,"LC","Lecco",1991-02-17,NA,45.8501911945785,9.39557706689322
"244",6911,543,"PM10","Vimercate",194,"MB","Vimercate",1998-02-06,2018-07-30,45.6149208704422,9.36839616178516
"245",12676,1264,"Benzo_a_pyrene","Sondrio - via Paribelli",290,"SO","Sondrio",2008-04-22,NA,46.1678524406651,9.8792099244699
"246",10269,502,"Ammonia","Milano - via Juvara",122,"MI","Milano",2007-03-28,2007-06-11,45.4732257085772,9.22231513873747
"247",5642,504,"Sulfur_dioxide","Sesto S.Giovanni",139,"MI","Sesto San Giovanni",1974-09-03,1999-05-04,45.5347657650922,9.23610792341164
"248",5578,575,"NO2","Nibionno",310,"LC","Nibionno",1991-12-20,2018-07-30,45.7511112616178,9.26502096480554
"249",5686,575,"Sulfur_dioxide","Nibionno",310,"LC","Nibionno",1991-02-17,2003-06-10,45.7511112616178,9.26502096480554
"250",9880,674,"CO","Monza - via Machiavelli",162,"MB","Monza",2005-10-21,NA,45.5802634844224,9.27357309271327
"251",5709,512,"Ozone","Carate Brianza",250,"MB","Carate Brianza",1995-02-15,2018-01-01,45.6720247340785,9.23459166178805
"252",12623,542,"Benzo_a_pyrene","Meda",222,"MB","Meda",2008-04-18,NA,45.6617621918917,9.1566439845516
"253",5708,536,"Ozone","Arese",157,"MI","Arese",1995-10-03,2018-01-01,45.5434332545016,9.08072583128464
"254",5736,575,"Ozone","Nibionno",310,"LC","Nibionno",1996-11-07,2018-01-01,45.7511112616178,9.26502096480554
"255",5810,602,"CO","Melegnano",83,"MI","Melegnano",2000-01-13,NA,45.35428575071,9.32924342411371
"256",10290,706,"PM10","Lecco - Via Sora",272,"LC","Lecco",2000-12-31,NA,45.8637488412797,9.39995034468185
"257",6905,502,"PM10","Milano - via Juvara",122,"MI","Milano",1998-02-13,2007-06-11,45.4732257085772,9.22231513873747
"258",6298,529,"NOx","Cinisello Balsamo",149,"MI","Cinisello Balsamo",1988-11-24,2017-01-01,45.5523257874121,9.22776423327263
"259",12588,669,"Nikel","Brescia - Villaggio Sereno",70,"BS","Brescia",2008-04-01,NA,45.5130388186538,10.1919418887793
"260",5616,609,"Sulfur_dioxide","Casirate d`Adda",108,"BG","Casirate d'Adda",1984-12-14,2008-02-22,45.4982271339449,9.55623226235176
"261",12605,655,"Benzo_a_pyrene","Darfo (aria)",221,"BS","Darfo Boario Terme",2008-04-17,NA,45.8746021098904,10.1773568089814
"262",10109,698,"Sulfur_dioxide","Ceneselli",13,"RO","Ceneselli",2006-11-28,NA,45.0132567684933,11.3723449480582
"263",6647,504,"PM_tot","Sesto S.Giovanni",139,"MI","Sesto San Giovanni",1980-09-18,2002-09-01,45.5347657650922,9.23610792341164
"264",5619,544,"Sulfur_dioxide","Cormano",153,"MI","Cormano",1994-10-26,NA,45.5510419443724,9.16261365315132
"265",6690,642,"NOx","Pavia - via Folperti",77,"PV","Pavia",2002-06-01,NA,45.1946760990779,9.16463830063009
"266",5650,503,"Sulfur_dioxide","Milano - P.zza  Zavattari",122,"MI","Milano",1968-01-12,2010-12-14,45.4760634050979,9.14178626718666
"267",5533,530,"NO2","Agrate",162,"MB","Agrate Brianza",1990-02-13,2018-07-30,45.5757847592281,9.3541056508192
"268",5530,527,"NO2","Castano Primo",175,"MI","Castano Primo",1990-01-01,2017-01-01,45.545942683674,8.77610458437027
"269",5812,606,"CO","S.Giuliano Milanese",97,"MI","San Giuliano Milanese",2000-01-13,NA,45.3961946255272,9.28270007555784
"270",6954,661,"PM10","Rezzato",147,"BS","Rezzato",1997-01-27,NA,45.5157082948446,10.3362404229965
"271",5516,513,"NO2","Trezzo d`Adda",199,"MI","Trezzo sull'Adda",2001-02-22,2017-01-01,45.6136917587774,9.50812248390592
"272",10165,703,"NOx","Schivenoglia",NA,"MN","Schivenoglia",2006-11-29,NA,45.0168778207554,11.0760946326405
"273",6799,654,"Sulfur_dioxide","Sarezzo - via Minelli",269,"BS","Sarezzo",1990-02-18,2007-01-30,45.6496267122407,10.205090218837
"274",12028,642,"PM10","Pavia - via Folperti",77,"PV","Pavia",2011-02-04,NA,45.1946760990779,9.16463830063009
"275",6803,654,"NOx","Sarezzo - via Minelli",269,"BS","Sarezzo",1990-01-01,NA,45.6496267122407,10.205090218837
"276",9997,682,"Ozone","Ferrera Erbognone - ENI",88,"PV","Ferrera Erbognone",2006-01-21,NA,45.1135031448296,8.87406484888261
"277",5757,590,"PM10","Ponte S.Pietro",225,"BG","Ponte San Pietro",2000-01-28,2002-10-17,45.6960819384635,9.58778401827927
"278",6633,530,"PM_tot","Agrate",162,"MB","Agrate Brianza",1990-02-21,2007-01-03,45.5757847592281,9.3541056508192
"279",10516,671,"Sulfur_dioxide","Mantova - Tridolino",22,"MN","Mantova",2010-03-30,2017-01-01,45.1533195857856,10.8592639119623
"280",5659,589,"Sulfur_dioxide","Nembro $",309,"BG","Nembro",1991-06-05,2003-05-31,45.7430368303431,9.76053557277002
"281",10406,1263,"NOx","Villa di Serio",280,"BG","Villa di Serio",2008-10-08,2018-07-30,45.7358914453283,9.73839478804344
"282",10583,1274,"NOx","Perledo",212,"LC","Perledo",2010-09-01,NA,46.0158283043838,9.28640920868081
"283",6955,663,"PM10","Mantova - via Ariosto",18,"MN","Mantova",2003-01-01,NA,45.145260125789,10.8033259500793
"284",6962,595,"PM10","Filago - via Don Milani",190,"BG","Filago",2004-10-14,NA,45.6338645090807,9.55608425579086
"285",12695,1264,"Lead","Sondrio - via Paribelli",290,"SO","Sondrio",2008-04-01,NA,46.1678524406651,9.8792099244699
"286",9965,609,"PM10","Casirate d`Adda",108,"BG","Casirate d'Adda",2006-01-01,NA,45.4982271339449,9.55623226235176
"287",5655,557,"Sulfur_dioxide","Lonate Pozzolo",204,"VA","Lonate Pozzolo",1996-12-05,2005-08-17,45.5940235171086,8.7407965765392
"288",10171,703,"Ozone","Schivenoglia",NA,"MN","Schivenoglia",2006-11-29,NA,45.0168778207554,11.0760946326405
"289",5959,629,"Sulfur_dioxide","Crema - via XI febbraio",79,"CR","Crema",1992-11-01,NA,45.3663090781943,9.70394551361317
"290",6814,656,"Sulfur_dioxide","Gambara",47,"BS","Gambara",1990-02-16,2012-01-04,45.2495436247462,10.2991194960641
"291",12665,681,"Benzo_a_pyrene","Moggio",1194,"LC","Moggio",2008-06-15,NA,45.9127875203029,9.49753816765342
"292",5579,576,"NO2","Merate",279,"LC","Merate",1991-02-18,NA,45.6979519897024,9.4061909386866
"293",10117,699,"NOx","Magnacavallo",11,"MN","Magnacavallo",2006-11-29,NA,45.0051415213483,11.1783880872139
"294",6415,628,"NOx","Cremona - p.zza Libert� $",61,"CR","Cremona",2002-01-01,2006-04-04,45.1373789627348,10.0323590662759
"295",10020,685,"Sulfur_dioxide","Calusco d' Adda",273,"BG","Calusco d'Adda",2006-06-30,NA,45.6904290785451,9.48426092764779
"296",9875,674,"NOx","Monza - via Machiavelli",162,"MB","Monza",2005-10-21,NA,45.5802634844224,9.27357309271327
"297",5851,559,"CO","Somma Lombardo - MXP",210,"VA","Somma Lombardo",2000-03-20,2012-01-04,45.6495371272924,8.71269145828479
"298",5594,591,"NO2","Seriate",256,"BG","Seriate",1991-10-31,2018-07-30,45.6863560643991,9.71494791763153
"299",30129,631,"Ammonia","Piadena",30,"CR","Piadena",2013-07-09,2014-03-27,45.1297932236774,10.3798316685224
"300",17297,583,"Ozone","Bergamo - via Meucci",249,"BG","Bergamo",2013-01-24,NA,45.6910374054721,9.64365057946138
"301",12574,693,"PM2.5","Sannazzaro de' Burgondi - AGIP",85,"PV","Sannazzaro de' Burgondi",2013-01-07,NA,45.1027662768414,8.90417452771467
"302",5546,543,"NO2","Vimercate",194,"MB","Vimercate",1994-12-23,2018-07-30,45.6149208704422,9.36839616178516
"303",10043,687,"PM10","Ferno",215,"VA","Ferno",2006-11-29,NA,45.6192437799476,8.75697044545343
"304",5613,536,"Sulfur_dioxide","Arese",157,"MI","Arese",1991-05-29,2003-10-22,45.5434332545016,9.08072583128464
"305",5811,598,"CO","S.Rocco al Porto",50,"LO","San Rocco al Porto",2002-02-25,NA,45.0819866969786,9.70078817718398
"306",17295,558,"Ozone","Busto Arsizio - Accam",206,"VA","Busto Arsizio",2013-01-26,NA,45.5828942927177,8.84216545670608
"307",10330,708,"PM_tot","Parona",112,"PV","Parona",2007-08-08,2010-10-20,45.2819356103579,8.75433459453983
"308",5506,503,"NO2","Milano - P.zza  Zavattari",122,"MI","Milano",1980-09-18,2018-07-30,45.4760634050979,9.14178626718666
"309",6622,573,"PM_tot","Colico",229,"LC","Colico",1991-02-17,2002-10-03,46.1381409051264,9.38468724765179
"310",5620,525,"Sulfur_dioxide","Corsico",119,"MI","Corsico",1983-06-06,2006-11-04,45.4361085100991,9.09741084187147
"311",9969,679,"NO2","Valmadrera",247,"LC","Valmadrera",2006-02-15,NA,45.8422072610225,9.35165816612796
"312",10098,697,"Sulfur_dioxide","Borgofranco - loc. Bonizzo",14,"MN","Borgofranco sul Po",2006-11-29,NA,45.0465015381673,11.1809358191275
"313",5651,501,"Sulfur_dioxide","Milano - viale Marche",129,"MI","Milano",1973-11-07,1999-04-05,45.496316443651,9.19093355531362
"314",12622,542,"Lead","Meda",222,"MB","Meda",2008-04-18,NA,45.6617621918917,9.1566439845516
"315",5665,595,"Sulfur_dioxide","Filago - via Don Milani",190,"BG","Filago",1991-12-07,NA,45.6338645090807,9.55608425579086
"316",6324,531,"NOx","Limito",114,"MI","Pioltello",1989-05-12,NA,45.4836303532325,9.32736003321514
"317",9832,671,"PM10","Mantova - Tridolino",22,"MN","Mantova",2004-12-28,2017-01-01,45.1533195857856,10.8592639119623
"318",10280,705,"Sulfur_dioxide","Milano - Pascal Citt� Studi",122,"MI","Milano",2007-06-16,NA,45.4789960616874,9.2354910384975
"319",5768,562,"PM10","Mariano Comense",256,"CO","Mariano Comense",1999-01-01,2003-08-27,45.6886573138168,9.18065776863827
"320",6276,606,"NOx","S.Giuliano Milanese",97,"MI","San Giuliano Milanese",2000-01-13,NA,45.3961946255272,9.28270007555784
"321",10155,702,"NO2","Pieve di Coriano",16,"MN","Pieve di Coriano",2006-11-29,NA,45.0339428141846,11.1169181095401
"322",12688,633,"Benzo_a_pyrene","Soresina",70,"CR","Soresina",2008-04-02,NA,45.2839771544676,9.86339841999363
"323",6877,664,"NO2","Mantova - p.zza Gramsci",18,"MN","Mantova",2004-06-08,NA,45.1517433795766,10.7814077000957
"324",5841,503,"CO","Milano - P.zza  Zavattari",122,"MI","Milano",1989-04-05,2018-07-30,45.4760634050979,9.14178626718666
"325",5705,570,"Sulfur_dioxide","Tirano - viale Italia",439,"SO","Tirano",1993-11-01,2009-01-01,46.2177462143941,10.1564702321463
"326",6292,527,"NOx","Castano Primo",175,"MI","Castano Primo",1990-01-01,2017-01-01,45.545942683674,8.77610458437027
"327",9805,671,"NO2","Mantova - Tridolino",22,"MN","Mantova",2004-12-31,2017-01-01,45.1533195857856,10.8592639119623
"328",5675,565,"Sulfur_dioxide","Cant� - via Meucci",369,"CO","Cant�",1993-10-01,1997-08-05,45.7308367226743,9.12573432702293
"329",5964,632,"Sulfur_dioxide","Pizzighettone - via Formigara",45,"CR","Pizzighettone",1996-05-17,2012-01-04,45.181687121508,9.7933859356738
"330",6720,644,"NOx","Vigevano - viale  Petrarca",107,"PV","Vigevano",2004-01-24,2012-02-02,45.3264015005423,8.86031025357999
"331",12662,681,"Arsenic","Moggio",1194,"LC","Moggio",2008-06-14,NA,45.9127875203029,9.49753816765342
"332",6789,653,"CO","Brescia - via Ziziola",125,"BS","Brescia",1997-10-15,2018-07-30,45.5145591905673,10.2184635028013
"333",6948,644,"PM10","Vigevano - viale  Petrarca",107,"PV","Vigevano",2002-06-06,2013-09-19,45.3264015005423,8.86031025357999
"334",6840,658,"NOx","Manerbio - via Solferino",66,"BS","Manerbio",1992-08-28,2015-03-03,45.349959493128,10.1447522359473
"335",5535,532,"NO2","Cuggiono",156,"MI","Cuggiono",1990-01-01,2017-01-01,45.5014842949991,8.8044537623984
"336",10278,705,"NOx","Milano - Pascal Citt� Studi",122,"MI","Milano",2007-06-16,NA,45.4789960616874,9.2354910384975
"337",12608,546,"Arsenic","Magenta",137,"MI","Magenta",2008-04-15,NA,45.4624157911066,8.88021043312557
"338",6884,665,"Ozone","Viadana",37,"MN","Viadana",2003-10-01,NA,44.9246940495507,10.5175020671178
"339",9772,600,"Benzene","Lodi - viale Vignati",80,"LO","Lodi",2005-04-23,NA,45.3060129875238,9.48526286320174
"340",5628,539,"Sulfur_dioxide","Milano - viale Liguria",115,"MI","Milano",1991-08-14,1999-05-05,45.4438576535649,9.16794450174268
"341",5823,539,"CO","Milano - viale Liguria",115,"MI","Milano",1991-10-20,NA,45.4438576535649,9.16794450174268
"342",5609,606,"NO2","S.Giuliano Milanese",97,"MI","San Giuliano Milanese",2000-01-13,NA,45.3961946255272,9.28270007555784
"343",6886,666,"Sulfur_dioxide","Porto Mantovano",29,"MN","Porto Mantovano",2003-09-26,2012-01-04,45.1955400901703,10.7972622986903
"344",9831,670,"PM10","Mantova - S.Agnese",22,"MN","Mantova",2004-12-30,NA,45.1605683301058,10.7955641137079
"345",6872,663,"Sulfur_dioxide","Mantova - via Ariosto",18,"MN","Mantova",2003-01-01,NA,45.145260125789,10.8033259500793
"346",6864,661,"NOx","Rezzato",147,"BS","Rezzato",1992-08-05,NA,45.5157082948446,10.3362404229965
"347",6784,652,"NOx","Brescia - via Turati",154,"BS","Brescia",1999-10-01,NA,45.539529434956,10.2317859074772
"348",6240,566,"NOx","Olgiate Comasco - via Roma $",404,"CO","Olgiate Comasco",1995-02-01,2010-04-15,45.7838972545363,8.96639788681131
"349",6917,558,"PM10","Busto Arsizio - Accam",206,"VA","Busto Arsizio",1999-01-20,NA,45.5828942927177,8.84216545670608
"350",6910,542,"PM10","Meda",222,"MB","Meda",1998-02-06,NA,45.6617621918917,9.1566439845516
"351",5727,543,"Ozone","Vimercate",194,"MB","Vimercate",1995-01-11,2018-01-01,45.6149208704422,9.36839616178516
"352",6304,532,"NOx","Cuggiono",156,"MI","Cuggiono",1990-01-01,2017-01-01,45.5014842949991,8.8044537623984
"353",5962,630,"Sulfur_dioxide","Crema - via Indipendenza $",78,"CR","Crema",1992-11-01,2003-10-02,45.3694138223915,9.67726870819567
"354",6360,513,"NOx","Trezzo d`Adda",199,"MI","Trezzo sull'Adda",2001-02-22,2017-01-01,45.6136917587774,9.50812248390592
"355",6637,502,"PM_tot","Milano - via Juvara",122,"MI","Milano",1976-10-26,1998-02-12,45.4732257085772,9.22231513873747
"356",6220,584,"NOx","Bergamo - via Garibaldi",249,"BG","Bergamo",1994-06-21,NA,45.6956803443269,9.66124914606551
"357",12593,669,"Benzo_a_pyrene","Brescia - Villaggio Sereno",70,"BS","Brescia",2008-04-18,NA,45.5130388186538,10.1919418887793
"358",10339,629,"PM10","Crema - via XI febbraio",79,"CR","Crema",2007-09-25,NA,45.3663090781943,9.70394551361317
"359",12696,609,"Nikel","Casirate d`Adda",108,"BG","Casirate d'Adda",2008-04-24,NA,45.4982271339449,9.55623226235176
"360",5704,569,"Sulfur_dioxide","Sondrio - via Mazzini",307,"SO","Sondrio",1993-11-01,NA,46.1679668122783,9.87014407497457
"361",12570,561,"PM2.5","Como - viale Cattaneo",202,"CO","Como",2011-09-23,NA,45.8150428601129,9.06697137484454
"362",6883,665,"CO","Viadana",37,"MN","Viadana",2003-10-26,2011-12-29,44.9246940495507,10.5175020671178
"363",6312,502,"NOx","Milano - via Juvara",122,"MI","Milano",1977-05-06,2007-06-11,45.4732257085772,9.22231513873747
"364",5801,562,"CO","Mariano Comense",256,"CO","Mariano Comense",1991-12-18,2012-01-04,45.6886573138168,9.18065776863827
"365",5797,565,"CO","Cant� - via Meucci",369,"CO","Cant�",1993-10-04,NA,45.7308367226743,9.12573432702293
"366",12668,703,"Arsenic","Schivenoglia",NA,"MN","Schivenoglia",2008-02-23,NA,45.0168778207554,11.0760946326405
"367",6350,516,"NOx","Robecchetto",135,"MI","Robecchetto con Induno",1992-12-07,2017-01-01,45.5178221900884,8.76656210924496
"368",9855,672,"NOx","Cornale (Voghera Energia)",74,"PV","Cornale",2005-07-29,NA,45.0400765720296,8.91414459900241
"369",9930,677,"NOx","Cremona - Via Fatebenefratelli",43,"CR","Cremona",2006-04-11,NA,45.1425406322169,10.0438361583694
"370",5827,501,"CO","Milano - viale Marche",129,"MI","Milano",1989-04-05,NA,45.496316443651,9.19093355531362
"371",12591,669,"Lead","Brescia - Villaggio Sereno",70,"BS","Brescia",2008-04-01,NA,45.5130388186538,10.1919418887793
"372",10106,698,"NOx","Ceneselli",13,"RO","Ceneselli",2006-11-29,2017-01-01,45.0132567684933,11.3723449480582
"373",5958,629,"NO2","Crema - via XI febbraio",79,"CR","Crema",1992-11-01,NA,45.3663090781943,9.70394551361317
"374",20428,683,"PM10","Cassano d'Adda 2 - Via Milano",133,"MI","Cassano d'Adda",2017-12-19,NA,45.526472545851,9.5159804836271
"375",10070,693,"Sulfur_dioxide","Sannazzaro de' Burgondi - AGIP",85,"PV","Sannazzaro de' Burgondi",2007-01-01,NA,45.1027662768414,8.90417452771467
"376",6366,528,"NOx","Milano - Verziere",116,"MI","Milano",1988-11-24,NA,45.4633467406665,9.19532480766886
"377",6959,565,"PM10","Cant� - via Meucci",369,"CO","Cant�",1999-01-01,NA,45.7308367226743,9.12573432702293
"378",20427,683,"Sulfur_dioxide","Cassano d'Adda 2 - Via Milano",133,"MI","Cassano d'Adda",2017-12-20,NA,45.526472545851,9.5159804836271
"379",10580,627,"Sulfur_dioxide","Cremona - p.zza Cadorna",39,"CR","Cremona",2010-09-01,NA,45.1319469128517,10.015741513336
"380",30163,669,"NO2","Brescia - Villaggio Sereno",70,"BS","Brescia",2013-12-13,NA,45.5130388186538,10.1919418887793
"381",5592,589,"NO2","Nembro $",309,"BG","Nembro",1991-06-07,2007-03-14,45.7430368303431,9.76053557277002
"382",6818,656,"Ozone","Gambara",47,"BS","Gambara",1990-02-15,NA,45.2495436247462,10.2991194960641
"383",10477,1267,"CO","Turano",65,"LO","Turano Lodigiano",2009-08-03,2017-03-31,45.2502830891846,9.62125819274314
"384",9807,671,"NOx","Mantova - Tridolino",22,"MN","Mantova",2006-04-23,2017-01-01,45.1533195857856,10.8592639119623
"385",12609,546,"Cadmium","Magenta",137,"MI","Magenta",2008-04-15,NA,45.4624157911066,8.88021043312557
"386",12602,655,"Arsenic","Darfo (aria)",221,"BS","Darfo Boario Terme",2008-04-18,NA,45.8746021098904,10.1773568089814
"387",20020,705,"Ammonia","Milano - Pascal Citt� Studi",122,"MI","Milano",2007-03-30,NA,45.4789960616874,9.2354910384975
"388",6625,576,"PM_tot","Merate",279,"LC","Merate",1991-02-17,1999-11-01,45.6979519897024,9.4061909386866
"389",9897,609,"NO2","Casirate d`Adda",108,"BG","Casirate d'Adda",2005-11-10,NA,45.4982271339449,9.55623226235176
"390",9968,679,"NOx","Valmadrera",247,"LC","Valmadrera",2006-02-16,NA,45.8422072610225,9.35165816612796
"391",6926,572,"PM10","Morbegno - via Cortivacci",262,"SO","Morbegno",1999-12-14,NA,46.1322829600037,9.56617989398447
"392",6791,653,"Ozone","Brescia - via Ziziola",125,"BS","Brescia",1997-10-15,2018-01-01,45.5145591905673,10.2184635028013
"393",6314,535,"NOx","Lacchiarella",97,"MI","Lacchiarella",1999-03-19,2018-07-30,45.3245174128473,9.13451726419928
"394",12686,633,"Cadmium","Soresina",70,"CR","Soresina",2008-04-01,NA,45.2839771544676,9.86339841999363
"395",10433,1264,"Sulfur_dioxide","Sondrio - via Paribelli",290,"SO","Sondrio",2009-01-04,2012-01-04,46.1678524406651,9.8792099244699
"396",10074,694,"NO2","Salionze",109,"VR","Salionze",2006-11-30,2017-01-01,45.4033137582129,10.7265979707794
"397",17086,569,"Lead","Sondrio - via Mazzini",307,"SO","Sondrio",2008-04-01,2011-12-26,46.1679668122783,9.87014407497457
"398",6390,556,"NOx","Gallarate - P.zza S.Lorenzo",240,"VA","Gallarate",1991-06-26,2018-07-30,45.6574598250304,8.79757083283147
"399",12600,609,"Benzo_a_pyrene","Casirate d`Adda",108,"BG","Casirate d'Adda",2008-04-24,NA,45.4982271339449,9.55623226235176
"400",6921,564,"PM10","Erba - via Battisti",279,"CO","Erba",2009-06-13,NA,45.808573806923,9.22177920448843
"401",6951,649,"PM10","Brescia - Broletto",149,"BS","Brescia",2000-09-23,NA,45.5400578469714,10.2228184492742
"402",10131,700,"NO2","Melara",12,"RO","Melara",2006-11-28,NA,45.0632143616133,11.2092107496994
"403",5800,563,"CO","Fino Mornasco",304,"CO","Fino Mornasco",1991-12-20,2012-01-04,45.7480444095457,9.04259284418394
"404",12693,560,"Lead","Varese - via Copelli",383,"VA","Varese",2008-04-01,NA,45.8169732332637,8.82024070715821
"405",6230,565,"NOx","Cant� - via Meucci",369,"CO","Cant�",1994-07-01,NA,45.7308367226743,9.12573432702293
"406",12603,655,"Cadmium","Darfo (aria)",221,"BS","Darfo Boario Terme",2008-04-18,NA,45.8746021098904,10.1773568089814
"407",5948,625,"NO2","Casalmaggiore - via Volta $",23,"CR","Casalmaggiore",1996-05-19,2007-02-21,44.9806604038353,10.4273769161595
"408",6005,627,"Benzene","Cremona - p.zza Cadorna",39,"CR","Cremona",2002-05-16,NA,45.1319469128517,10.015741513336
"409",6857,660,"Ozone","Ospitaletto",155,"BS","Ospitaletto",2000-06-29,2004-02-25,45.5532513997544,10.0849161439684
"410",5647,528,"Sulfur_dioxide","Milano - Verziere",116,"MI","Milano",1988-12-07,2004-03-01,45.4633467406665,9.19532480766886
"411",6856,660,"NOx","Ospitaletto",155,"BS","Ospitaletto",1990-01-01,2018-07-30,45.5532513997544,10.0849161439684
"412",20104,592,"PM2.5","Treviglio",191,"BG","Treviglio",2015-03-01,NA,45.5193349813872,9.59200999488842
"413",5845,569,"CO","Sondrio - via Mazzini",307,"SO","Sondrio",1993-11-01,NA,46.1679668122783,9.87014407497457
"414",5649,543,"Sulfur_dioxide","Vimercate",194,"MB","Vimercate",1994-12-23,2003-10-16,45.6149208704422,9.36839616178516
"415",6400,560,"NOx","Varese - via Copelli",383,"VA","Varese",2003-08-07,NA,45.8169732332637,8.82024070715821
"416",6613,583,"PM_tot","Bergamo - via Meucci",249,"BG","Bergamo",2004-06-22,2000-07-02,45.6910374054721,9.64365057946138
"417",5850,557,"CO","Lonate Pozzolo",204,"VA","Lonate Pozzolo",1996-12-05,2012-01-04,45.5940235171086,8.7407965765392
"418",10301,574,"Benzene","Lecco - Via Amendola",214,"LC","Lecco",2006-11-07,NA,45.8501911945785,9.39557706689322
"419",6909,536,"PM10","Arese",157,"MI","Arese",2002-01-18,2018-07-30,45.5434332545016,9.08072583128464
"420",6294,512,"NOx","Carate Brianza",250,"MB","Carate Brianza",1994-10-27,2018-07-30,45.6720247340785,9.23459166178805
"421",9857,673,"NO2","Voghera - via Pozzoni",90,"PV","Voghera",2005-07-28,NA,44.9995459891403,9.00843738181569
"422",6793,653,"PM_tot","Brescia - via Ziziola",125,"BS","Brescia",2005-07-19,2013-11-17,45.5145591905673,10.2184635028013
"423",5532,529,"NO2","Cinisello Balsamo",149,"MI","Cinisello Balsamo",1988-11-24,NA,45.5523257874121,9.22776423327263
"424",20443,681,"NO2","Moggio",1194,"LC","Moggio",2007-03-16,NA,45.9127875203029,9.49753816765342
"425",10286,706,"NO2","Lecco - Via Sora",272,"LC","Lecco",2007-06-27,NA,45.8637488412797,9.39995034468185
"426",5658,552,"Sulfur_dioxide","Varese - Vidoletti",425,"VA","Varese",1991-12-23,NA,45.8369007765555,8.80392612667495
