,IDStation,NO2,Latitude,Longitude,Altitude
0,501,32.160305598077166,45.496316443651,9.19093355531362,129.0
1,504,22.73650808826487,45.5347657650922,9.23610792341164,139.0
2,514,22.180301863290897,45.5234256620035,9.04459987111101,152.0
3,517,9.49174030437698,45.5265508699425,8.73649657837922,141.0
4,528,20.6455149584969,45.4633467406665,9.19532480766886,116.0
5,529,30.310053839540867,45.5523257874121,9.22776423327263,149.0
6,531,15.384047741905967,45.4836303532325,9.32736003321514,114.0
7,539,30.161130525686968,45.4438576535649,9.16794450174268,115.0
8,542,18.4642433443463,45.6617621918917,9.1566439845516,222.0
9,544,17.6484426323619,45.5510419443724,9.16261365315132,153.0
10,545,15.252100566962932,45.2819561974278,8.98856272679325,100.0
11,546,19.398812154098568,45.4624157911066,8.88021043312557,137.0
12,548,26.621867394405232,45.470499014097,9.19746036011253,118.0
13,551,10.7468380972254,45.5485173574195,8.84732192921626,182.0
14,552,11.332151429724433,45.8369007765555,8.80392612667495,425.0
15,554,11.053390083632003,45.626218960836,9.04006309067821,212.0
16,558,14.034233836797801,45.5828942927177,8.84216545670608,206.0
17,560,15.686432246143932,45.8169732332637,8.82024070715821,383.0
18,561,16.355210827053934,45.8150428601129,9.06697137484454,202.0
19,564,8.03241018307646,45.808573806923,9.22177920448843,279.0
20,565,12.289503725319234,45.7308367226743,9.12573432702293,369.0
21,569,9.526573595873337,46.1679668122783,9.87014407497457,307.0
22,571,6.179796896892537,46.4695239713258,10.375432759159,1225.0
23,572,7.6168338332976235,46.1322829600037,9.56617989398447,262.0
24,573,11.49402365977838,46.1381409051264,9.38468724765179,229.0
25,574,22.7872550776583,45.8501911945785,9.39557706689322,214.0
26,576,16.896971867558367,45.6979519897024,9.4061909386866,279.0
27,583,13.752207121648766,45.6910374054721,9.64365057946138,249.0
28,584,18.150009584717466,45.6956803443269,9.66124914606551,249.0
29,588,7.550520752878017,45.7162999241173,10.0447659993684,191.0
30,592,19.771170519207,45.5193349813872,9.59200999488842,191.0
31,595,11.685694839641533,45.6338645090807,9.55608425579086,190.0
32,596,9.7515556147299,45.6205556793956,9.61173782181237,182.0
33,598,15.977554646204831,45.0819866969786,9.70078817718398,50.0
34,600,18.476789510554667,45.3060129875238,9.48526286320174,80.0
35,604,14.770017537484867,45.3303610018123,9.41464472662726,85.0
36,606,25.3509400343105,45.3961946255272,9.28270007555784,97.0
37,607,15.293586029163967,45.3095022692823,9.58579041612041,64.0
38,608,19.1299910384638,45.1593728023411,9.69814824935254,59.0
39,609,11.632493654752759,45.4982271339449,9.55623226235176,108.0
40,626,19.667195990631466,45.2784875547884,10.0062023912043,57.0
41,627,14.578306335782798,45.1319469128517,10.015741513336,39.0
42,629,13.196361344810901,45.3663090781943,9.70394551361317,79.0
43,633,19.206871976464033,45.2839771544676,9.86339841999363,70.0
44,642,15.970235900256066,45.1946760990779,9.16463830063009,77.0
45,643,21.505897667147668,45.1863290804948,9.14666604128678,77.0
46,649,16.520715491794967,45.5400578469714,10.2228184492742,149.0
47,652,30.600323077427433,45.539529434956,10.2317859074772,154.0
48,654,12.350355299152374,45.6496267122407,10.205090218837,269.0
49,655,11.8513105644365,45.8746021098904,10.1773568089814,221.0
50,656,13.944441193516994,45.2495436247462,10.2991194960641,47.0
51,657,9.331321601039342,45.4637531362103,10.4807720435713,180.0
52,659,10.23501444089314,45.6460496337252,10.389295302792,349.0
53,661,18.283955900888333,45.5157082948446,10.3362404229965,147.0
54,663,13.2408777827953,45.145260125789,10.8033259500793,18.0
55,664,18.146182370140835,45.1517433795766,10.7814077000957,18.0
56,665,14.538700003598533,44.9246940495507,10.5175020671178,37.0
57,669,12.900888015397832,45.5130388186538,10.1919418887793,70.0
58,670,14.565566866656567,45.1605683301058,10.7955641137079,22.0
59,672,8.024205997550734,45.0400765720296,8.91414459900241,74.0
60,673,10.247863837935453,44.9995459891403,9.00843738181569,90.0
61,674,22.9371106708587,45.5802634844224,9.27357309271327,162.0
62,677,19.163804094454367,45.1425406322169,10.0438361583694,43.0
63,679,9.596765498652296,45.8422072610225,9.35165816612796,247.0
64,681,5.25955393886691,45.9127875203029,9.49753816765342,1194.0
65,682,10.508535370536064,45.1135031448296,8.87406484888261,88.0
66,683,23.5690414276161,45.526472545851,9.5159804836271,133.0
67,685,10.188497883241615,45.6904290785451,9.48426092764779,273.0
68,687,10.3843579792723,45.6192437799476,8.75697044545343,215.0
69,693,12.981534317755,45.1027662768414,8.90417452771467,85.0
70,695,10.934241328898167,45.4127716916863,10.6833573437868,113.0
71,697,8.843442149861124,45.0465015381673,11.1809358191275,14.0
72,703,14.339298776356634,45.0168778207554,11.0760946326405,
73,705,15.028300532701968,45.4789960616874,9.2354910384975,122.0
74,706,10.65253467728032,45.8637488412797,9.39995034468185,272.0
75,708,11.8010878736016,45.2819356103579,8.75433459453983,112.0
76,709,12.542647520393535,45.3036078696557,8.84480460996544,109.0
77,1264,7.776447797588393,46.1678524406651,9.8792099244699,290.0
78,1265,16.29974229290703,45.3027835030958,9.49527369692632,76.0
79,1266,16.713062622622733,45.2334936413037,9.66625037529603,65.0
80,1269,14.693329140429867,45.6497025123625,9.60122333878526,207.0
81,1274,11.796774747661297,46.0158283043838,9.28640920868081,212.0
82,1297,16.334932364979533,45.1504688698568,9.93059647227233,48.0
83,1374,22.015551166715436,45.6012321995514,9.27507265782848,181.0
