,Latitude,Longitude,NO2,norm
12618,45.35151,8.748744,13.818405,0.36073256
12619,45.35151,8.762563,14.197945,0.37064052
12620,45.35151,8.7763815,14.592813,0.38094863
12621,45.35151,8.790201,14.996786,0.39149445
12622,45.35151,8.80402,15.401581,0.4020617
12623,45.35151,8.81784,15.79648,0.41237062
12624,45.35151,8.831658,16.167747,0.42206264
12625,45.35151,8.845477,16.499027,0.4307108
12626,45.35151,8.859297,16.772734,0.43785596
12627,45.35151,8.873116,16.972801,0.44307876
12628,45.35151,8.886934,17.088638,0.4461027
12629,45.35151,8.900754,17.11832,0.44687757
12630,45.35151,8.914573,17.070004,0.44561625
12631,45.35151,8.928392,16.96116,0.44277486
12632,45.35151,8.942211,16.815731,0.4389784
12633,45.35151,8.95603,16.66077,0.43493313
12634,45.35151,8.96985,16.522808,0.43133157
12635,45.35151,8.983668,16.425156,0.42878234
12636,45.35151,8.997487,16.385609,0.42774996
12637,45.35151,9.011307,16.415894,0.42854056
12638,45.35151,9.0251255,16.521976,0.43130988
12639,45.35151,9.038945,16.705338,0.43609655
12640,45.35151,9.052764,16.964485,0.44286168
12641,45.35151,9.066583,17.296719,0.4515347
12642,45.35151,9.080402,17.699165,0.46204066
12643,45.35151,9.094221,18.16959,0.4743212
12644,45.35151,9.10804,18.70683,0.48834595
12645,45.35151,9.12186,19.310423,0.5041029
12646,45.35151,9.135678,19.979517,0.5215697
12647,45.35151,9.149497,20.711433,0.5406766
12648,45.35151,9.163317,21.499481,0.5612487
12649,45.35151,9.177135,22.330448,0.5829413
12650,45.35151,9.190955,23.183151,0.6052013
12651,45.35151,9.204774,24.026833,0.6272258
12652,45.35151,9.218593,24.820282,0.64793897
12653,45.35151,9.232412,25.511297,0.6659781
12654,45.35151,9.246231,26.036781,0.67969596
12655,45.35151,9.26005,26.32836,0.6873077
12656,45.35151,9.2738695,26.32515,0.6872239
12657,45.35151,9.287688,25.993984,0.67857873
12658,45.35151,9.301508,25.34859,0.6617306
12659,45.35151,9.315327,24.452866,0.6383475
12660,45.35151,9.329145,23.403923,0.6109646
12661,45.35151,9.342965,22.309658,0.5823986
12662,45.35151,9.356784,21.272293,0.55531794
12663,45.35151,9.370603,20.378094,0.5319747
12664,45.35151,9.384422,19.693779,0.5141105
12665,45.35151,9.398241,19.263653,0.50288194
12666,45.35151,9.412061,19.103897,0.4987115
12667,45.35151,9.4258795,19.193493,0.5010504
12668,45.35151,9.439698,19.468208,0.5082219
12669,45.35151,9.453518,19.831348,0.51770175
12670,45.35151,9.467337,20.175978,0.5266984
12671,45.35151,9.481155,20.409473,0.5327938
12672,45.35151,9.494975,20.475258,0.53451115
12673,45.35151,9.508794,20.364466,0.5316189
12674,45.35151,9.522614,20.110443,0.5249876
12675,45.35151,9.536432,19.77198,0.51615196
12676,45.35151,9.550251,19.416508,0.50687224
12677,45.35151,9.564071,19.108397,0.49882895
12678,45.35151,9.577889,18.901154,0.4934188
12679,45.35151,9.591708,18.831125,0.4915907
12680,45.35151,9.605528,18.913189,0.49373302
12681,45.35151,9.619347,19.140146,0.49965778
12682,45.35151,9.633165,19.485672,0.5086778
12683,45.35151,9.646985,19.907887,0.5196998
12684,45.35151,9.660804,20.351494,0.5312803
12685,45.35151,9.6746235,20.750378,0.5416932
12686,45.35151,9.688442,21.032465,0.5490572
12687,45.35151,9.702261,21.132256,0.55166227
12688,45.35151,9.716081,21.013645,0.54856586
12689,45.35151,9.729899,20.688923,0.54008895
12690,45.35151,9.743718,20.205755,0.5274757
12691,45.35151,9.757538,19.621922,0.5122346
12692,45.35151,9.771357,18.990063,0.49573982
12693,45.35151,9.785176,18.350636,0.47904742
12694,45.35151,9.798995,17.73045,0.46285734
12695,45.35151,9.812814,17.143156,0.44752592
12696,45.35151,9.826633,16.59171,0.43313026
12697,45.35151,9.840452,16.071686,0.41955495
12698,45.35151,9.854271,15.574942,0.40658733
12699,45.35151,9.868091,15.0936165,0.39402223
12700,45.35151,9.881909,14.623372,0.38174638
12701,45.35151,9.895729,14.164478,0.36976686
12702,45.35151,9.909548,13.7216215,0.35820597
12703,45.35151,9.923367,13.30214,0.34725532
12704,45.35151,9.937186,12.914485,0.3371355
12705,45.35151,9.951005,12.567111,0.32806724
12706,45.35151,9.964824,12.267605,0.32024854
12707,45.35151,9.978643,12.022217,0.31384265
12708,45.35151,9.992462,11.835322,0.30896372
12709,45.35151,10.006282,11.708629,0.30565637
12710,45.35151,10.020101,11.640815,0.30388606
12711,45.35151,10.033919,11.627608,0.3035413
12712,45.35151,10.047739,11.662776,0.30445936
12713,45.35151,10.061558,11.73954,0.3064633
12714,45.35151,10.0753765,11.851905,0.30939662
12715,45.35151,10.089196,11.995482,0.31314474
12716,45.35151,10.103015,12.167531,0.3176361
12717,45.35151,10.116835,12.366499,0.3228302
12718,45.35151,10.130653,12.590949,0.32868952
12719,45.35151,10.144472,12.838454,0.33515072
12720,45.35151,10.158292,13.104411,0.34209356
12721,45.35151,10.172111,13.381069,0.3493158
12722,45.35151,10.185929,13.657353,0.35652825
12723,45.35151,10.199749,13.919143,0.3633623
12724,45.35151,10.213568,14.150363,0.3693984
12725,45.35151,10.227386,14.33481,0.37421343
12726,45.35151,10.241206,14.458232,0.37743536
12727,45.35151,10.255025,14.510326,0.3787953
12728,45.35151,10.268845,14.486468,0.3781725
12729,45.35151,10.282663,14.388466,0.3756141
12730,45.35151,10.296482,14.224597,0.37133628
12731,45.35151,10.310302,14.008567,0.36569676
12732,45.35151,10.3241205,13.757858,0.35915196
12733,45.35151,10.337939,13.491492,0.35219842
12734,45.35151,10.351759,13.227699,0.34531203
12735,45.35151,10.365578,12.982117,0.33890104
12736,45.35151,10.379397,12.766336,0.33326805
12737,45.35151,10.393216,12.587515,0.32859987
12738,45.35151,10.407035,12.448445,0.32496944
12739,45.35151,10.420855,12.348222,0.3223531
12740,45.35151,10.434673,12.283289,0.320658
12741,45.35151,10.448492,12.248504,0.31974992
12742,45.35151,10.462312,12.238262,0.31948256
12743,45.35151,10.4761305,12.247505,0.31972384
12744,45.35151,10.48995,12.272409,0.32037398
12745,45.35151,10.503769,12.31076,0.32137513
12746,45.35151,10.517588,12.361989,0.32271248
12747,45.35151,10.531407,12.426815,0.32440478
12748,45.35151,10.545226,12.50665,0.32648888
12749,45.35151,10.559045,12.602916,0.32900193
12750,45.35151,10.572865,12.716293,0.33196166
12751,45.35151,10.586683,12.846009,0.33534792
12752,45.35151,10.600503,12.98925,0.33908728
12753,45.35151,10.614322,13.140659,0.34303984
12754,45.35151,10.62814,13.292181,0.34699535
12755,45.35151,10.64196,13.433315,0.3506797
12756,45.35151,10.655779,13.551934,0.35377628
12757,45.35151,10.669598,13.636225,0.35597667
12758,45.35151,10.683417,13.676959,0.35704005
12759,45.35151,10.697236,13.66987,0.356855
12760,45.35151,10.711055,13.616629,0.3554651
12761,45.35151,10.7248745,13.524008,0.35304722
12762,45.35151,10.738693,13.4016,0.34985176
12763,45.35151,10.752513,13.259533,0.34614307
12764,45.35151,10.766332,13.106932,0.34215936
12765,45.35151,10.78015,12.951007,0.33808893
12766,45.35151,10.79397,12.796908,0.33406615
12767,45.35151,10.807789,12.648047,0.3301801
12768,45.35151,10.821608,12.506367,0.3264815
12769,45.35151,10.835427,12.37282,0.32299522
12770,45.35151,10.849246,12.247776,0.3197309
12771,45.35151,10.863066,12.1312065,0.31668785
12772,45.35151,10.876884,12.022988,0.3138628
12773,45.35151,10.890703,11.922911,0.31125024
12774,45.35151,10.904523,11.830779,0.30884513
12775,45.35151,10.918342,11.746408,0.30664262
12776,45.35151,10.93216,11.669612,0.30463782
12777,45.35151,10.94598,11.600164,0.30282488
12778,45.35151,10.959799,11.537805,0.30119696
12779,45.35151,10.9736185,11.48222,0.29974592
12780,45.35151,10.987437,11.433049,0.2984623
12781,45.35151,11.001256,11.389872,0.29733515
12782,45.35151,11.015076,11.35224,0.29635274
12783,45.35151,11.028894,11.319693,0.2955031
12784,45.35151,11.042713,11.291752,0.2947737
12785,45.35151,11.056533,11.26795,0.29415235
12786,45.35151,11.070352,11.247843,0.29362744
12787,45.35151,11.084171,11.231004,0.29318786
12788,45.35151,11.09799,11.217047,0.2928235
12789,45.35151,11.111809,11.205609,0.29252493
12790,45.35151,11.125628,11.196369,0.2922837
12791,45.35151,11.139447,11.189037,0.29209232
12792,45.35151,11.153266,11.183352,0.2919439
12793,45.35151,11.167086,11.179084,0.29183248
12794,45.35151,11.180904,11.1760235,0.29175258
12795,45.35151,11.194724,11.173986,0.2916994
12796,45.35151,11.208543,11.172806,0.2916686
12797,45.35151,11.222362,11.172333,0.29165623
12798,45.35151,11.236181,11.172433,0.29165885
12799,45.35151,11.25,11.172987,0.2916733
12800,45.361053,8.5,11.224808,0.29302612
12801,45.361053,8.513819,11.236686,0.29333618
12802,45.361053,8.527638,11.25263,0.29375243
12803,45.361053,8.541457,11.273861,0.29430664
12804,45.361053,8.555276,11.301904,0.2950387
12805,45.361053,8.569096,11.338629,0.29599744
12806,45.361053,8.582914,11.386292,0.2972417
12807,45.361053,8.596734,11.44756,0.29884112
12808,45.361053,8.610553,11.525515,0.30087614
12809,45.361053,8.624372,11.623605,0.3034368
12810,45.361053,8.638191,11.74559,0.30662125
12811,45.361053,8.65201,11.895301,0.31052947
12812,45.361053,8.665829,12.076515,0.3152601
12813,45.361053,8.679648,12.292626,0.32090175
12814,45.361053,8.693467,12.546248,0.3275226
12815,45.361053,8.707287,12.839029,0.3351657
12816,45.361053,8.721106,13.171216,0.34383753
12817,45.361053,8.734924,13.54171,0.35350937
12818,45.361053,8.748744,13.948042,0.36411673
12819,45.361053,8.762563,14.386072,0.3755516
12820,45.361053,8.7763815,14.85006,0.38766414
12821,45.361053,8.790201,15.331875,0.400242
12822,45.361053,8.80402,15.82005,0.41298592
12823,45.361053,8.81784,16.299442,0.42550057
12824,45.361053,8.831658,16.750822,0.43728393
12825,45.361053,8.845477,17.152046,0.447758
12826,45.361053,8.859297,17.48039,0.4563295
12827,45.361053,8.873116,17.716074,0.46248206
12828,45.361053,8.886934,17.847034,0.4659008
12829,45.361053,8.900754,17.872257,0.46655926
12830,45.361053,8.914573,17.802841,0.46474713
12831,45.361053,8.928392,17.660543,0.46103242
12832,45.361053,8.942211,17.473976,0.45616204
12833,45.361053,8.95603,17.274405,0.45095217
12834,45.361053,8.96985,17.09163,0.44618082
12835,45.361053,8.983668,16.951149,0.44251353
12836,45.361053,8.997487,16.872211,0.44045284
12837,45.361053,9.011307,16.867542,0.44033095
12838,45.361053,9.0251255,16.943949,0.44232556
12839,45.361053,9.038945,17.103716,0.4464963
12840,45.361053,9.052764,17.346212,0.45282674
12841,45.361053,9.066583,17.669605,0.461269
12842,45.361053,9.080402,18.071898,0.4717709
12843,45.361053,9.094221,18.551666,0.48429537
12844,45.361053,9.10804,19.108429,0.49882978
12845,45.361053,9.12186,19.74209,0.5153717
12846,45.361053,9.135678,20.451668,0.5338953
12847,45.361053,9.149497,21.233631,0.55430865
12848,45.361053,9.163317,22.079449,0.57638896
12849,45.361053,9.177135,22.97308,0.5997174
12850,45.361053,9.190955,23.889786,0.62364817
12851,45.361053,9.204774,24.79551,0.6472923
12852,45.361053,9.218593,25.646088,0.66949683
12853,45.361053,9.232412,26.387026,0.6888392
12854,45.361053,9.246231,26.951553,0.7035763
12855,45.361053,9.26005,27.26474,0.7117521
12856,45.361053,9.2738695,27.256351,0.7115331
12857,45.361053,9.287688,26.885208,0.70184433
12858,45.361053,9.301508,26.165634,0.6830597
12859,45.361053,9.315327,25.172081,0.6571228
12860,45.361053,9.329145,24.01549,0.6269297
12861,45.361053,9.342965,22.814747,0.59558403
12862,45.361053,9.356784,21.678402,0.5659195
12863,45.361053,9.370603,20.694729,0.5402405
12864,45.361053,9.384422,19.929329,0.52025956
12865,45.361053,9.398241,19.423115,0.50704473
12866,45.361053,9.412061,19.188179,0.5009117
12867,45.361053,9.4258795,19.201763,0.5012663
12868,45.361053,9.439698,19.403763,0.5065395
12869,45.361053,9.453518,19.706535,0.5144435
12870,45.361053,9.467337,20.013962,0.5224689
12871,45.361053,9.481155,20.242699,0.5284402
12872,45.361053,9.494975,20.340168,0.53098464
12873,45.361053,9.508794,20.293465,0.5297654
12874,45.361053,9.522614,20.125832,0.5253893
12875,45.361053,9.536432,19.884224,0.51908207
12876,45.361053,9.550251,19.625317,0.51232326
12877,45.361053,9.564071,19.40474,0.50656503
12878,45.361053,9.577889,19.269245,0.5030279
12879,45.361053,9.591708,19.250963,0.50255066
12880,45.361053,9.605528,19.363802,0.5054964
12881,45.361053,9.619347,19.60249,0.51172733
12882,45.361053,9.633165,19.944263,0.52064943
12883,45.361053,9.646985,20.350931,0.5312656
12884,45.361053,9.660804,20.770393,0.54221576
12885,45.361053,9.6746235,21.13863,0.5518286
12886,45.361053,9.688442,21.384193,0.55823916
12887,45.361053,9.702261,21.440342,0.5597049
12888,45.361053,9.716081,21.269571,0.5552469
12889,45.361053,9.729899,20.88786,0.54528224
12890,45.361053,9.743718,20.347689,0.5311809
12891,45.361053,9.757538,19.709785,0.51452833
12892,45.361053,9.771357,19.028286,0.49673763
12893,45.361053,9.785176,18.344257,0.4788809
12894,45.361053,9.798995,17.684784,0.4616652
12895,45.361053,9.812814,17.063816,0.44545472
12896,45.361053,9.826633,16.484882,0.4303415
12897,45.361053,9.840452,15.94442,0.41623265
12898,45.361053,9.854271,15.4351635,0.4029384
12899,45.361053,9.868091,14.949687,0.3902649
12900,45.361053,9.881909,14.483196,0.37808707
12901,45.361053,9.895729,14.034542,0.36637485
12902,45.361053,9.909548,13.606369,0.35519728
12903,45.361053,9.923367,13.203844,0.34468928
12904,45.361053,9.937186,12.833485,0.335021
12905,45.361053,9.951005,12.502184,0.3263723
12906,45.361053,9.964824,12.216314,0.31890962
12907,45.361053,9.978643,11.981216,0.31277233
12908,45.361053,9.992462,11.800705,0.30806002
12909,45.361053,10.006282,11.676426,0.3048157
12910,45.361053,10.020101,11.607674,0.3030209
12911,45.361053,10.033919,11.591499,0.30259869
12912,45.361053,10.047739,11.623511,0.30343434
12913,45.361053,10.061558,11.698939,0.3054034
12914,45.361053,10.0753765,11.813673,0.30839857
12915,45.361053,10.089196,11.964871,0.31234562
12916,45.361053,10.103015,12.150926,0.31720263
12917,45.361053,10.116835,12.37097,0.32294694
12918,45.361053,10.130653,12.623739,0.32954553
12919,45.361053,10.144472,12.906368,0.33692363
12920,45.361053,10.158292,13.21306,0.34492987
12921,45.361053,10.172111,13.534038,0.35330907
12922,45.361053,10.185929,13.85532,0.3616962
12923,45.361053,10.199749,14.15917,0.36962828
12924,45.361053,10.213568,14.425554,0.3765823
12925,45.361053,10.227386,14.63456,0.38203844
12926,45.361053,10.241206,14.76913,0.38555142
12927,45.361053,10.255025,14.817619,0.38681725
12928,45.361053,10.268845,14.775824,0.38572615
12929,45.361053,10.282663,14.64772,0.382382
12930,45.361053,10.296482,14.445103,0.37709263
12931,45.361053,10.310302,14.185913,0.37032643
12932,45.361053,10.3241205,13.891851,0.3626499
12933,45.361053,10.337939,13.585622,0.35465568
12934,45.361053,10.351759,13.288174,0.34689075
12935,45.361053,10.365578,13.016769,0.33980566
12936,45.361053,10.379397,12.783546,0.33371732
12937,45.361053,10.393216,12.595325,0.32880378
12938,45.361053,10.407035,12.453855,0.32511064
12939,45.361053,10.420855,12.356755,0.32257584
12940,45.361053,10.434673,12.298783,0.32106248
12941,45.361053,10.448492,12.273089,0.32039174
12942,45.361053,10.462312,12.272538,0.32037735
12943,45.361053,10.4761305,12.290858,0.3208556
12944,45.361053,10.48995,12.323449,0.32170638
12945,45.361053,10.503769,12.367812,0.3228645
12946,45.361053,10.517588,12.423518,0.3243187
12947,45.361053,10.531407,12.491763,0.32610026
12948,45.361053,10.545226,12.574605,0.32826287
12949,45.361053,10.559045,12.67414,0.33086124
12950,45.361053,10.572865,12.791643,0.3339287
12951,45.361053,10.586683,12.926744,0.33745554
12952,45.361053,10.600503,13.076795,0.34137264
12953,45.361053,10.614322,13.23624,0.345535
12954,45.361053,10.62814,13.396391,0.34971577
12955,45.361053,10.64196,13.545592,0.3536107
12956,45.361053,10.655779,13.670023,0.356859
12957,45.361053,10.669598,13.755892,0.3591006
12958,45.361053,10.683417,13.792272,0.36005032
12959,45.361053,10.697236,13.774275,0.35958052
12960,45.361053,10.711055,13.704408,0.3577566
12961,45.361053,10.7248745,13.591352,0.3548053
12962,45.361053,10.738693,13.446899,0.3510343
12963,45.361053,10.752513,13.283077,0.34675768
12964,45.361053,10.766332,13.110398,0.34224987
12965,45.361053,10.78015,12.936958,0.33772218
12966,45.361053,10.79397,12.768377,0.33332133
12967,45.361053,10.807789,12.608226,0.32914054
12968,45.361053,10.821608,12.458393,0.32522914
12969,45.361053,10.835427,12.319618,0.32160637
12970,45.361053,10.849246,12.191954,0.31827366
12971,45.361053,10.863066,12.074999,0.31522053
12972,45.361053,10.876884,11.968212,0.31243286
12973,45.361053,10.890703,11.8709755,0.30989447
12974,45.361053,10.904523,11.782698,0.30758995
12975,45.361053,10.918342,11.70284,0.30550525
12976,45.361053,10.93216,11.630907,0.30362743
12977,45.361053,10.94598,11.566422,0.30194405
12978,45.361053,10.959799,11.508933,0.30044326
12979,45.361053,10.9736185,11.457982,0.29911318
12980,45.361053,10.987437,11.413111,0.2979418
12981,45.361053,11.001256,11.373844,0.29691672
12982,45.361053,11.015076,11.339707,0.29602557
12983,45.361053,11.028894,11.310236,0.29525623
12984,45.361053,11.042713,11.2849655,0.29459655
12985,45.361053,11.056533,11.263452,0.2940349
12986,45.361053,11.070352,11.24528,0.29356053
12987,45.361053,11.084171,11.230056,0.29316312
12988,45.361053,11.09799,11.217424,0.29283336
12989,45.361053,11.111809,11.207056,0.2925627
12990,45.361053,11.125628,11.198658,0.29234347
12991,45.361053,11.139447,11.191968,0.29216883
12992,45.361053,11.153266,11.186749,0.2920326
12993,45.361053,11.167086,11.182795,0.29192933
12994,45.361053,11.180904,11.179917,0.29185423
12995,45.361053,11.194724,11.177951,0.29180288
12996,45.361053,11.208543,11.176749,0.29177153
12997,45.361053,11.222362,11.176177,0.2917566
12998,45.361053,11.236181,11.176119,0.29175508
12999,45.361053,11.25,11.176467,0.29176417
13000,45.3706,8.5,11.218384,0.29285842
13001,45.3706,8.513819,11.228724,0.29312834
13002,45.3706,8.527638,11.242845,0.29349697
13003,45.3706,8.541457,11.2619505,0.29399574
13004,45.3706,8.555276,11.287569,0.2946645
13005,45.3706,8.569096,11.321605,0.295553
13006,45.3706,8.582914,11.366392,0.2967222
13007,45.3706,8.596734,11.424744,0.2982455
13008,45.3706,8.610553,11.499985,0.30020967
13009,45.3706,8.624372,11.595924,0.3027142
13010,45.3706,8.638191,11.716844,0.3058708
13011,45.3706,8.65201,11.867291,0.3097983
13012,45.3706,8.665829,12.051982,0.31461966
13013,45.3706,8.679648,12.275491,0.32045442
13014,45.3706,8.693467,12.541855,0.32740793
13015,45.3706,8.707287,12.854339,0.3355654
13016,45.3706,8.721106,13.214882,0.34497744
13017,45.3706,8.734924,13.623996,0.35565746
13018,45.3706,8.748744,14.080425,0.36757264
13019,45.3706,8.762563,14.580502,0.38062724
13020,45.3706,8.7763815,15.117947,0.39465737
13021,45.3706,8.790201,15.682824,0.40940362
13022,45.3706,8.80402,16.26046,0.42448294
13023,45.3706,8.81784,16.83114,0.43938068
13024,45.3706,8.831658,17.369886,0.45344475
13025,45.3706,8.845477,17.848213,0.4659316
13026,45.3706,8.859297,18.237309,0.476089
13027,45.3706,8.873116,18.512829,0.48328152
13028,45.3706,8.886934,18.66062,0.48713964
13029,45.3706,8.900754,18.68052,0.48765913
13030,45.3706,8.914573,18.58714,0.48522142
13031,45.3706,8.928392,18.40747,0.48053113
13032,45.3706,8.942211,18.175787,0.47448295
13033,45.3706,8.95603,17.928389,0.46802458
13034,45.3706,8.96985,17.698895,0.46203357
13035,45.3706,8.983668,17.515352,0.45724216
13036,45.3706,8.997487,17.39848,0.45419118
13037,45.3706,9.011307,17.361837,0.45323464
13038,45.3706,9.0251255,17.41278,0.4545645
13039,45.3706,9.038945,17.554047,0.4582523
13040,45.3706,9.052764,17.785532,0.46429527
13041,45.3706,9.066583,18.105946,0.47265974
13042,45.3706,9.080402,18.513824,0.4833075
13043,45.3706,9.094221,19.008167,0.49621245
13044,45.3706,9.10804,19.58868,0.51136684
13045,45.3706,9.12186,20.255085,0.52876353
13046,45.3706,9.135678,21.005651,0.5483572
13047,45.3706,9.149497,21.83537,0.57001716
13048,45.3706,9.163317,22.733189,0.59345496
13049,45.3706,9.177135,23.679443,0.61815715
13050,45.3706,9.190955,24.645195,0.6433683
13051,45.3706,9.204774,25.59278,0.6681052
13052,45.3706,9.218593,26.476353,0.6911711
13053,45.3706,9.232412,27.240948,0.71113104
13054,45.3706,9.246231,27.819237,0.72622734
13055,45.3706,9.26005,28.132988,0.7344179
13056,45.3706,9.2738695,28.104046,0.73366237
13057,45.3706,9.287688,27.682907,0.72266847
13058,45.3706,9.301508,26.884314,0.70182097
13059,45.3706,9.315327,25.794369,0.67336774
13060,45.3706,9.329145,24.53753,0.6405577
13061,45.3706,9.342965,23.241951,0.6067363
13062,45.3706,9.356784,22.020412,0.57484776
13063,45.3706,9.370603,20.961403,0.5472021
13064,45.3706,9.384422,20.127869,0.5254425
13065,45.3706,9.398241,19.556583,0.510529
13066,45.3706,9.412061,19.255478,0.50266856
13067,45.3706,9.4258795,19.20068,0.50123805
13068,45.3706,9.439698,19.336548,0.5047849
13069,45.3706,9.453518,19.584633,0.5112612
13070,45.3706,9.467337,19.85948,0.51843613
13071,45.3706,9.481155,20.086643,0.5243663
13072,45.3706,9.494975,20.21717,0.52777374
13073,45.3706,9.508794,20.234821,0.52823454
13074,45.3706,9.522614,20.153831,0.52612025
13075,45.3706,9.536432,20.009727,0.5223584
13076,45.3706,9.550251,19.848106,0.51813924
13077,45.3706,9.564071,19.715004,0.5146646
13078,45.3706,9.577889,19.64972,0.5129603
13079,45.3706,9.591708,19.679659,0.51374185
13080,45.3706,9.605528,19.817177,0.51733184
13081,45.3706,9.619347,20.058481,0.5236311
13082,45.3706,9.633165,20.384144,0.5321326
13083,45.3706,9.646985,20.760178,0.54194903
13084,45.3706,9.660804,21.13856,0.5518268
13085,45.3706,9.6746235,21.45899,0.5601917
13086,45.3706,9.688442,21.65318,0.56526107
13087,45.3706,9.702261,21.65683,0.5653564
13088,45.3706,9.716081,21.434254,0.559546
13089,45.3706,9.729899,21.002972,0.5482873
13090,45.3706,9.743718,20.416527,0.532978
13091,45.3706,9.757538,19.736172,0.5152172
13092,45.3706,9.771357,19.016195,0.49642202
13093,45.3706,9.785176,18.297695,0.4776654
13094,45.3706,9.798995,17.607847,0.45965677
13095,45.3706,9.812814,16.960932,0.4427689
13096,45.3706,9.826633,16.361109,0.4271104
13097,45.3706,9.840452,15.805697,0.41261125
13098,45.3706,9.854271,15.288275,0.39910382
13099,45.3706,9.868091,14.801853,0.38640568
13100,45.3706,9.881909,14.341322,0.3743834
13101,45.3706,9.895729,13.904417,0.3629779
13102,45.3706,9.909548,13.492094,0.35221413
13103,45.3706,9.923367,13.107634,0.3421777
13104,45.3706,9.937186,12.7557745,0.33299235
13105,45.3706,9.951005,12.441896,0.32479846
13106,45.3706,9.964824,12.171158,0.31773078
13107,45.3706,9.978643,11.948003,0.31190526
13108,45.3706,9.992462,11.775708,0.3074075
13109,45.3706,10.006282,11.655887,0.3042795
13110,45.3706,10.020101,11.588399,0.30251774
13111,45.3706,10.033919,11.571498,0.30207652
13112,45.3706,10.047739,11.60247,0.3028851
13113,45.3706,10.061558,11.678458,0.30486876
13114,45.3706,10.0753765,11.797236,0.30796948
13115,45.3706,10.089196,11.957676,0.31215778
13116,45.3706,10.103015,12.159568,0.31742823
13117,45.3706,10.116835,12.4030695,0.3237849
13118,45.3706,10.130653,12.687432,0.33120826
13119,45.3706,10.144472,13.009656,0.33961996
13120,45.3706,10.158292,13.362934,0.34884238
13121,45.3706,10.172111,13.73537,0.35856488
13122,45.3706,10.185929,14.109704,0.36833698
13123,45.3706,10.199749,14.463922,0.3775839
13124,45.3706,10.213568,14.773085,0.38565466
13125,45.3706,10.227386,15.012581,0.39190677
13126,45.3706,10.241206,15.161605,0.39579707
13127,45.3706,10.255025,15.20656,0.39697063
13128,45.3706,10.268845,15.143483,0.395324
13129,45.3706,10.282663,14.97881,0.3910252
13130,45.3706,10.296482,14.728504,0.38449088
13131,45.3706,10.310302,14.415663,0.3763241
13132,45.3706,10.3241205,14.067285,0.3672296
13133,45.3706,10.337939,13.710716,0.3579213
13134,45.3706,10.351759,13.370381,0.34903678
13135,45.3706,10.365578,13.065641,0.34108147
13136,45.3706,10.379397,12.809345,0.33439082
13137,45.3706,10.393216,12.60789,0.32913178
13138,45.3706,10.407035,12.461742,0.32531655
13139,45.3706,10.420855,12.3667,0.32283548
13140,45.3706,10.434673,12.315462,0.3214979
13141,45.3706,10.448492,12.299105,0.32107088
13142,45.3706,10.462312,12.308628,0.3213195
13143,45.3706,10.4761305,12.336284,0.32204142
13144,45.3706,10.48995,12.376532,0.3230921
13145,45.3706,10.503769,12.42651,0.32439682
13146,45.3706,10.517588,12.485967,0.32594895
13147,45.3706,10.531407,12.556649,0.32779413
13148,45.3706,10.545226,12.641358,0.33000547
13149,45.3706,10.559045,12.742953,0.33265764
13150,45.3706,10.572865,12.863379,0.33580136
13151,45.3706,10.586683,13.002747,0.3394396
13152,45.3706,10.600503,13.158633,0.34350905
13153,45.3706,10.614322,13.325388,0.3478622
13154,45.3706,10.62814,13.4938,0.35225865
13155,45.3706,10.64196,13.651154,0.3563664
13156,45.3706,10.655779,13.781946,0.3597808
13157,45.3706,10.669598,13.870259,0.3620862
13158,45.3706,10.683417,13.903185,0.36294574
13159,45.3706,10.697236,13.875042,0.36221105
13160,45.3706,10.711055,13.78929,0.3599725
13161,45.3706,10.7248745,13.656754,0.3565126
13162,45.3706,10.738693,13.491508,0.3521988
13163,45.3706,10.752513,13.30742,0.34739316
13164,45.3706,10.766332,13.1162405,0.34240237
13165,45.3706,10.78015,12.926797,0.3374569
13166,45.3706,10.79397,12.745054,0.33271247
13167,45.3706,10.807789,12.574659,0.3282643
13168,45.3706,10.821608,12.417408,0.3241592
13169,45.3706,10.835427,12.273815,0.32041067
13170,45.3706,10.849246,12.143637,0.31701234
13171,45.3706,10.863066,12.026132,0.31394485
13172,45.3706,10.876884,11.920401,0.3111847
13173,45.3706,10.890703,11.825464,0.30870637
13174,45.3706,10.904523,11.740395,0.30648562
13175,45.3706,10.918342,11.66435,0.30450043
13176,45.3706,10.93216,11.596561,0.30273083
13177,45.3706,10.94598,11.536339,0.3011587
13178,45.3706,10.959799,11.483059,0.29976782
13179,45.3706,10.9736185,11.436135,0.29854286
13180,45.3706,10.987437,11.395022,0.2974696
13181,45.3706,11.001256,11.359191,0.2965342
13182,45.3706,11.015076,11.328137,0.29572356
13183,45.3706,11.028894,11.301393,0.29502538
13184,45.3706,11.042713,11.278498,0.2944277
13185,45.3706,11.056533,11.2590275,0.2939194
13186,45.3706,11.070352,11.24259,0.29349032
13187,45.3706,11.084171,11.22882,0.29313084
13188,45.3706,11.09799,11.217385,0.29283234
13189,45.3706,11.111809,11.207989,0.29258704
13190,45.3706,11.125628,11.200359,0.29238787
13191,45.3706,11.139447,11.194261,0.29222867
13192,45.3706,11.153266,11.189478,0.29210383
13193,45.3706,11.167086,11.185823,0.2920084
13194,45.3706,11.180904,11.18313,0.2919381
13195,45.3706,11.194724,11.18125,0.291889
13196,45.3706,11.208543,11.180049,0.29185766
13197,45.3706,11.222362,11.179412,0.29184103
13198,45.3706,11.236181,11.179234,0.29183638
