,desc_zona,id_zona,sigla_prov,Centroide,Latitude,Longitude
503,LANZO D`INTELVI - RAMPONIO VERNA,1295.0,CO,POINT (9.033740374558342 45.98339717489692),45.98339717489692,9.033740374558342
504,NESSO - VELESO - ZELBIO,1296.0,CO,POINT (9.17847974764487 45.90602212956641),45.90602212956641,9.17847974764487
505,CASASCO D`INTELVI - CASTIGLIONE D`INTELVI - CERANO INTELVI - SAN FEDELE INTELVI,1297.0,CO,POINT (9.064655492667198 45.94343935581359),45.94343935581359,9.064655492667198
506,BRIENNO - LAGLIO,1298.0,CO,POINT (9.129471329384399 45.90399854124801),45.90399854124801,9.1294713293844
507,MONTEMEZZO - TREZZONE - VERCANA,1299.0,CO,POINT (9.347080486728306 46.19155107058578),46.19155107058578,9.347080486728306
508,ALBAREDO PER SAN MARCO - BEMA - DAZIO - TALAMONA - TARTANO,1300.0,SO,POINT (9.644210859101486 46.09525113950431),46.095251139504306,9.644210859101486
509,CAIOLO - CEDRASCO,1301.0,SO,POINT (9.81024000608971 46.10859654893328),46.108596548933285,9.81024000608971
510,CAMPIONE D`ITALIA,146.0,CO,POINT (8.969849675712695 45.97199155647071),45.97199155647071,8.969849675712695
511,CANTU`,147.0,CO,POINT (9.139771931449095 45.73935778123837),45.73935778123837,9.139771931449095
512,GALLIAVOLA - LOMELLO - VILLA BISCOSSI,1334.0,PV,POINT (8.795093632077084 45.11010781807927),45.11010781807927,8.795093632077084
513,CANZO,148.0,CO,POINT (9.291476295576732 45.84842581508416),45.84842581508416,9.291476295576732
514,MUSSO,206.0,CO,POINT (9.270888981866474 46.11293612432964),46.11293612432964,9.270888981866474
515,CECIMA - PONTE NIZZA,1342.0,PV,POINT (9.10305343725792 44.85172333282523),44.85172333282523,9.10305343725792
516,RIVANAZZANO TERME - ROCCA SUSELLA,1343.0,PV,POINT (9.041546269644442 44.92714004143654),44.92714004143654,9.041546269644442
517,RONCARO - SANT`ALESSIO CON VIALONE,1344.0,PV,POINT (9.246922365342023 45.22595673598204),45.22595673598204,9.246922365342023
518,SAN GIORGIO DI LOMELLINA - VELEZZO LOMELLINA,1345.0,PV,POINT (8.773580964359983 45.17047149557857),45.17047149557857,8.773580964359983
519,GOLFERENZO - LIRIO - SANTA MARIA DELLA VERSA,1346.0,PV,POINT (9.304799700629593 44.98410628981546),44.98410628981546,9.304799700629593
520,CAPIAGO INTIMIANO,149.0,CO,POINT (9.127633757014037 45.77026533524986),45.77026533524986,9.127633757014037
521,BODIO LOMNAGO,15.0,VA,POINT (8.751444026297529 45.7894477996504),45.7894477996504,8.751444026297529
522,CARATE URIO,150.0,CO,POINT (9.113830870792615 45.87911506833565),45.87911506833565,9.113830870792615
523,CARBONATE,151.0,CO,POINT (8.939884483382468 45.68973833604029),45.689738336040286,8.939884483382468
524,CARIMATE,152.0,CO,POINT (9.110922269799154 45.70823369554517),45.70823369554517,9.110922269799154
525,CARLAZZO,153.0,CO,POINT (9.158067079279077 46.05212870409947),46.052128704099474,9.158067079279077
526,CARUGO,154.0,CO,POINT (9.19351811794114 45.71727576712107),45.71727576712107,9.19351811794114
527,CASLINO D`ERBA,155.0,CO,POINT (9.220393609694348 45.84643440859803),45.84643440859803,9.220393609694348
528,CUMIGNANO SUL NAVIGLIO - GENIVOLTA - TICENGO,1353.0,CR,POINT (9.855671862117614 45.35138643120182),45.351386431201824,9.855671862117614
529,CASNATE CON BERNATE,156.0,CO,POINT (9.073312892513774 45.75961470803141),45.75961470803141,9.073312892513774
530,BALLABIO - MORTERONE,1360.0,LC,POINT (9.450053614747155 45.89358803477136),45.89358803477136,9.450053614747155
531,CASARGO - MARGNO - VENDROGNO,1361.0,LC,POINT (9.379026428130835 46.04125221297335),46.041252212973355,9.379026428130835
532,CASSINA RIZZARDI,157.0,CO,POINT (9.026969972794296 45.75100243264092),45.75100243264092,9.026969972794296
533,BRISSAGO - VALTRAVAGLIA,21.0,VA,POINT (8.738147691072376 45.95211390531568),45.952113905315684,8.738147691072376
534,OLGIATE COMASCO,208.0,CO,POINT (8.970047561015821 45.78601780552453),45.78601780552453,8.970047561015821
535,CORTENOVA - PARLASCO - TACENO,1362.0,LC,POINT (9.372353912930423 46.00390981123845),46.00390981123845,9.372353912930423
536,DERVIO - DORIO,1363.0,LC,POINT (9.329532713780882 46.0907517832092),46.0907517832092,9.329532713780882
537,CASELLE LANDI - MELETI,1364.0,LO,POINT (9.812102608427731 45.105060568227),45.105060568227,9.81210260842773
538,CASTELNUOVO BOCCA D`ADDA - MACCASTORNA,1365.0,LO,POINT (9.86552838836405 45.11647143445353),45.11647143445353,9.86552838836405
539,CORNOVECCHIO - MALEO,1366.0,LO,POINT (9.775364349046972 45.15863482799776),45.15863482799776,9.775364349046972
540,CUVEGLIO - DUNO,1367.0,VA,POINT (8.742326221749286 45.91241638341913),45.91241638341913,8.742326221749286
541,LOVERO - SERNIO,1368.0,SO,POINT (10.22301703427038 46.22644828340793),46.226448283407926,10.223017034270377
542,BELGIOIOSO - TORRE DE` NEGRI,1369.0,PV,POINT (9.309418580200488 45.14516829755475),45.14516829755475,9.309418580200488
543,CALVATONE - TORNATA,1370.0,CR,POINT (10.4451185786046 45.1191676274734),45.1191676274734,10.445118578604601
544,ABBADIA CERRETO - CORTE PALASIO,1371.0,LO,POINT (9.575083193581557 45.31290973698156),45.31290973698156,9.575083193581557
545,OLTRONA CON SAN MAMETTE,209.0,CO,POINT (8.971196211397508 45.7548676711374),45.754867671137404,8.971196211397508
546,CASTELMARTE,158.0,CO,POINT (9.243802837674183 45.83602713867349),45.83602713867349,9.243802837674183
547,CASTELNUOVO BOZZENTE,159.0,CO,POINT (8.941407543265793 45.75902298806655),45.759022988066555,8.941407543265793
548,BREBBIA,16.0,VA,POINT (8.642545185672637 45.83064281170525),45.830642811705246,8.642545185672637
549,CAVALLASCA,160.0,CO,POINT (9.028780299646538 45.81370137241969),45.813701372419686,9.028780299646538
550,CERMENATE,161.0,CO,POINT (9.08215234433432 45.70030664877969),45.700306648779694,9.08215234433432
551,CERNOBBIO,162.0,CO,POINT (9.070786427286041 45.85566803920858),45.85566803920858,9.070786427286041
552,CUCCIAGO,167.0,CO,POINT (9.097049413739642 45.73972718871089),45.739727188710894,9.097049413739642
553,DOMASO,168.0,CO,POINT (9.330745927549227 46.14936803757794),46.149368037577936,9.330745927549227
554,EUPILIO,172.0,CO,POINT (9.26706653034497 45.8160495869822),45.816049586982196,9.26706653034497
555,FAGGETO LARIO,173.0,CO,POINT (9.170049258649424 45.85797639720684),45.85797639720684,9.170049258649424
556,FALOPPIO,174.0,CO,POINT (8.969411080122017 45.8076996433615),45.807699643361495,8.969411080122017
557,FENEGRO`,175.0,CO,POINT (8.998877592508501 45.69533499946848),45.69533499946848,8.998877592508501
558,FIGINO SERENZA,176.0,CO,POINT (9.135164402281177 45.71300013474361),45.71300013474361,9.135164402281177
559,FINO MORNASCO,177.0,CO,POINT (9.055204993498908 45.74166269026436),45.741662690264356,9.055204993498908
560,GERA LARIO,178.0,CO,POINT (9.386013174102303 46.1585875504793),46.1585875504793,9.386013174102303
561,BRENTA,18.0,VA,POINT (8.687033118007751 45.90636899764699),45.90636899764699,8.68703311800775
562,GIRONICO,179.0,CO,POINT (9.002427325163783 45.79759041300142),45.79759041300142,9.002427325163783
563,GRANDATE,180.0,CO,POINT (9.056865135495341 45.77241684165826),45.772416841658256,9.056865135495341
564,GRIANTE,181.0,CO,POINT (9.241124931617984 45.99872461329801),45.99872461329801,9.241124931617984
565,GUANZATE,182.0,CO,POINT (9.011789974652991 45.72612371799299),45.72612371799299,9.011789974652991
566,INVERIGO,183.0,CO,POINT (9.224912102230473 45.73765913397241),45.737659133972414,9.224912102230473
567,LAMBRUGO,184.0,CO,POINT (9.243856722451726 45.75928475911932),45.75928475911932,9.243856722451726
568,LENNO,185.0,CO,POINT (9.182478353833758 45.98430229745721),45.98430229745721,9.182478353833758
569,LEZZENO,186.0,CO,POINT (9.195110982773761 45.94193305936621),45.941933059366214,9.19511098277376
570,LIMIDO COMASCO,187.0,CO,POINT (8.977873516495501 45.68703125344005),45.68703125344005,8.977873516495501
571,BREZZO DI BEDERO,19.0,VA,POINT (8.716634278375899 45.9788636578055),45.978863657805505,8.7166342783759
572,LONGONE AL SEGRINO,191.0,CO,POINT (9.25526764491774 45.82157222723075),45.82157222723075,9.25526764491774
573,LUISAGO,192.0,CO,POINT (9.041654326133555 45.76077977503315),45.76077977503315,9.041654326133555
574,PROSERPIO,219.0,CO,POINT (9.253555912945604 45.83065149414516),45.83065149414516,9.253555912945604
575,LURAGO D`ERBA,193.0,CO,POINT (9.221593455775583 45.75624851183206),45.756248511832055,9.221593455775583
576,LURAGO MARINONE,194.0,CO,POINT (8.975853827837074 45.70467426843632),45.70467426843632,8.975853827837074
577,LURATE CACCIVIO,195.0,CO,POINT (8.993322175351597 45.76561773484463),45.76561773484463,8.993322175351597
578,MARIANO COMENSE,196.0,CO,POINT (9.174853187229465 45.69778897088436),45.69778897088436,9.174853187229465
579,ALBOSAGGIA,243.0,SO,POINT (9.859618691532795 46.12633451715099),46.12633451715099,9.859618691532795
580,APRICA,244.0,SO,POINT (10.14691784249494 46.13124759001343),46.13124759001343,10.14691784249494
581,ARDENNO,245.0,SO,POINT (9.646214610378872 46.18079455611539),46.180794556115394,9.646214610378872
582,CADEGLIANO - VICONAGO,25.0,VA,POINT (8.83232256919896 45.96776150129892),45.96776150129892,8.83232256919896
583,BERBENNO DI VALTELLINA,246.0,SO,POINT (9.738235342435622 46.19174665803725),46.19174665803725,9.738235342435622
584,MASLIANICO,197.0,CO,POINT (9.049014130457891 45.84476876488603),45.844768764886034,9.049014130457891
585,ANGERA,2.0,VA,POINT (8.593666244642025 45.77602453842907),45.77602453842907,8.593666244642025
586,BRINZIO,20.0,VA,POINT (8.792629069856156 45.88804030910166),45.88804030910166,8.792629069856156
587,MENAGGIO,198.0,CO,POINT (9.235569909097718 46.01972700808592),46.01972700808592,9.235569909097718
588,INCUDINE - VEZZA D`OGLIO,1264.0,BS,POINT (10.38801192620088 46.25693380693355),46.25693380693355,10.388011926200882
589,CIMBERGO - PASPARDO,1265.0,BS,POINT (10.39982901935152 46.02922282341586),46.029222823415864,10.399829019351523
590,GANDELLINO - GROMO - VALBONDIONE - VALGOGLIO,1266.0,BG,POINT (9.970100686001587 46.01944103806899),46.01944103806899,9.970100686001587
591,BRANZI - CARONA - FOPPOLO - ISOLA DI FONDRA - MOIO DE' CALVI - PIAZZATORRE - RONCOBELLO - VALLEVE,1267.0,BG,POINT (9.766307889707551 46.00546720523256),46.00546720523256,9.766307889707551
592,BLELLO - CORNA IMAGNA - FUIPIANO VALLE IMAGNA - LOCATELLO,1268.0,BG,POINT (9.542550672191512 45.84267383095601),45.84267383095601,9.542550672191512
593,BRUMANO - ROTA D`IMAGNA,1269.0,BG,POINT (9.501981748292776 45.84735561505214),45.847355615052145,9.501981748292776
594,CRANDOLA VALSASSINA - INTROBIO - PRIMALUNA,1270.0,LC,POINT (9.449314231980516 45.99811997841813),45.99811997841813,9.449314231980516
595,INTROZZO - PAGNONA - TREMENICO,1271.0,LC,POINT (9.38560433018303 46.0785731612491),46.0785731612491,9.38560433018303
596,BLESSAGNO - PIGRA,1272.0,CO,POINT (9.114354582434377 45.96463470899091),45.964634708990914,9.114354582434377
597,BIANZONE,247.0,SO,POINT (10.09802962960779 46.20115206310404),46.20115206310404,10.098029629607788
598,BORMIO,248.0,SO,POINT (10.40700230534932 46.4974913636117),46.4974913636117,10.407002305349318
599,BUGLIO IN MONTE,249.0,SO,POINT (9.700047561025025 46.21007275766441),46.210072757664406,9.700047561025025
600,CAMPODOLCINO,250.0,SO,POINT (9.34791492556195 46.40225143224526),46.40225143224526,9.34791492556195
601,CASPOGGIO,251.0,SO,POINT (9.873350287034494 46.25379106419197),46.253791064191965,9.873350287034494
602,CASTELLO DELL`ACQUA,252.0,SO,POINT (10.01348736785923 46.1397986724706),46.1397986724706,10.013487367859225
603,CASTIONE ANDEVENNO,253.0,SO,POINT (9.805982648419263 46.18423668672259),46.18423668672259,9.805982648419263
604,CHIAVENNA,254.0,SO,POINT (9.404586955837289 46.32693722497756),46.326937224977556,9.404586955837289
605,CHIURO,255.0,SO,POINT (10.01300394104593 46.23400145880248),46.23400145880248,10.013003941045932
606,CAIRATE,26.0,VA,POINT (8.85907829891068 45.68924764658939),45.68924764658939,8.85907829891068
607,CIVO,256.0,SO,POINT (9.584470979106499 46.17972045386092),46.17972045386092,9.584470979106499
608,COLORINA,257.0,SO,POINT (9.721028996273906 46.14141894505656),46.14141894505656,9.721028996273906
609,COSIO VALTELLINO,258.0,SO,POINT (9.526864831606348 46.12124053169903),46.12124053169903,9.526864831606348
610,DUBINO,259.0,SO,POINT (9.444208220251301 46.16573723636151),46.16573723636151,9.444208220251301
611,FAEDO VALTELLINO,260.0,SO,POINT (9.902945029893361 46.14458146783749),46.14458146783749,9.902945029893361
612,FORCOLA,261.0,SO,POINT (9.684218875173084 46.13919229458502),46.139192294585015,9.684218875173084
613,FUSINE,262.0,SO,POINT (9.763222962901521 46.10054349657639),46.100543496576385,9.763222962901521
614,GROSIO,263.0,SO,POINT (10.22306269262656 46.34749579906777),46.34749579906777,10.223062692626561
615,GROSOTTO,264.0,SO,POINT (10.21487527498976 46.29633061455177),46.29633061455177,10.214875274989756
616,MADESIMO,265.0,SO,POINT (9.330773277983349 46.45914832703036),46.45914832703036,9.330773277983349
617,CANTELLO,27.0,VA,POINT (8.891608338817484 45.82636147364205),45.82636147364205,8.891608338817484
618,LIVIGNO,266.0,SO,POINT (10.13017428509185 46.5184675895358),46.518467589535796,10.130174285091853
619,MANTELLO,267.0,SO,POINT (9.477699361580342 46.15664044399046),46.15664044399046,9.477699361580342
620,MELLO,268.0,SO,POINT (9.542436031239159 46.17032218938618),46.170322189386184,9.54243603123916
621,MERONE,199.0,CO,POINT (9.248030783864332 45.7836667306743),45.7836667306743,9.248030783864332
622,CORRIDO - VAL REZZO,1273.0,CO,POINT (9.111556192378808 46.06376320919151),46.063763209191514,9.111556192378808
623,CAVARGNA - CUSINO - SAN BARTOLOMEO VAL CAVARGNA - SAN NAZZARO VAL CAVARGNA,1274.0,CO,POINT (9.136721374461365 46.10040032429187),46.10040032429187,9.136721374461365
624,CAGLIO - REZZAGO,1275.0,CO,POINT (9.227848109704306 45.86626889678191),45.86626889678191,9.227848109704306
625,CIVENNA - MAGREGLIO,1276.0,CO,POINT (9.256345881381902 45.92928688179687),45.92928688179687,9.256345881381902
626,BARNI - LASNIGO,1277.0,CO,POINT (9.266928642232761 45.89729752848513),45.89729752848513,9.266928642232761
627,GEROLA ALTA - PEDESINA - RASURA,1278.0,SO,POINT (9.544644061078097 46.0561499046881),46.0561499046881,9.544644061078097
628,SUEGLIO - VESTRENO,1279.0,LC,POINT (9.335818225890581 46.09337138834693),46.09337138834693,9.33581822589058
629,CASSIGLIO - ORNICA - VALTORTA,1280.0,BG,POINT (9.560618422236709 45.97955204209187),45.97955204209187,9.56061842223671
630,AGRA - CURIGLIA CON MONTEVIASCO - DUMENZA,1281.0,VA,POINT (8.803411028448719 46.04303499692556),46.04303499692556,8.80341102844872
631,MEZZEGRA,200.0,CO,POINT (9.198165930797371 45.98824806770639),45.98824806770639,9.198165930797371
632,LAINO - PONNA,1282.0,CO,POINT (9.105058678754196 45.98804447673135),45.98804447673135,9.105058678754196
633,DOSSO DEL LIRO - LIVO - PEGLIO,1283.0,CO,POINT (9.271815712647808 46.20052139368252),46.20052139368252,9.271815712647808
634,CHIESA IN VALMALENCO - LANZADA,1284.0,SO,POINT (9.863049940776909 46.31047880619114),46.31047880619114,9.863049940776909
635,CASSINA VALSASSINA - MOGGIO,1285.0,LC,POINT (9.504040129875959 45.91690597619803),45.91690597619803,9.504040129875959
636,SERINA - CORNALBA,1286.0,BG,POINT (9.741020367662211 45.87828579257304),45.87828579257304,9.74102036766221
637,GORNO - ONETA,1287.0,BG,POINT (9.821050299385298 45.86751178032574),45.867511780325735,9.821050299385298
638,CEVO - SAVIORE DELL`ADAMELLO,1288.0,BS,POINT (10.46982152530394 46.10152070946969),46.10152070946969,10.469821525303942
639,CADREZZATE - OSMATE,1289.0,VA,POINT (8.648174122098098 45.79154189248369),45.79154189248369,8.648174122098098
640,CUNARDO - MASCIAGO PRIMO,1290.0,VA,POINT (8.798663005919131 45.9313308402952),45.931330840295196,8.798663005919131
641,MACCAGNO - PINO SULLA SPONDA DEL LAGO MAGGIORE - TRONZANO LAGO MAGGIORE - VEDDASCA,1291.0,VA,POINT (8.758683249688277 46.07482328579243),46.074823285792434,8.758683249688277
642,MOLTRASIO,201.0,CO,POINT (9.092625130781094 45.87161726105165),45.87161726105165,9.092625130781094
643,MARCHIROLO - MARZIO,1292.0,VA,POINT (8.843743550069423 45.94032781914153),45.94032781914153,8.843743550069423
644,ARGEGNO - DIZZASCO,1293.0,CO,POINT (9.120489011414845 45.94379989023287),45.943799890232874,9.120489011414845
645,MONGUZZO,202.0,CO,POINT (9.226898627630977 45.77959457729968),45.77959457729968,9.226898627630977
646,ANDALO VALTELLINO - DELEBIO - ROGOLO,1302.0,SO,POINT (9.463807420538055 46.10968917312989),46.109689173129894,9.463807420538055
647,CERCINO - CINO,1303.0,SO,POINT (9.496911220798019 46.16629488964291),46.16629488964291,9.496911220798019
648,GORDONA - MENAROLA,1304.0,SO,POINT (9.312500013506833 46.27923782061218),46.27923782061218,9.312500013506833
649,MAZZO DI VALTELLINA - VERVIO,1305.0,SO,POINT (10.23576035820166 46.26082286454093),46.26082286454093,10.235760358201665
650,MONTAGNA IN VALTELLINA - SPRIANA,1306.0,SO,POINT (9.917638869945803 46.22102360211002),46.221023602110016,9.917638869945803
651,ARDESIO - OLTRESSENDA ALTA,1307.0,BG,POINT (9.911112227488465 45.94462884421552),45.94462884421552,9.911112227488465
652,MEZZOLDO - OLMO AL BREMBO,1308.0,BG,POINT (9.656097931180634 46.01583563532176),46.015835635321764,9.656097931180634
653,PIAZZA BREMBANA - PIAZZOLO - VALNEGRA,1309.0,BG,POINT (9.666940799184534 45.95817094727686),45.95817094727686,9.666940799184534
654,GEROSA - SAN GIOVANNI BIANCO,1310.0,BG,POINT (9.631141153466382 45.87382415951951),45.873824159519515,9.631141153466382
655,AVERARA - CUSIO - SANTA BRIGIDA,1311.0,BG,POINT (9.618841001201885 46.00426896353457),46.00426896353457,9.618841001201885
656,MONTANO LUCINO,203.0,CO,POINT (9.030486568722193 45.7912664753976),45.7912664753976,9.030486568722193
657,SANT`OMOBONO IMAGNA - VALSECCA,1312.0,BG,POINT (9.51505483924603 45.8175802917758),45.8175802917758,9.51505483924603
658,TALEGGIO - VEDESETA,1313.0,BG,POINT (9.566052694963313 45.9031282800709),45.9031282800709,9.566052694963313
659,PARZANICA - TAVERNOLA BERGAMASCA,1314.0,BG,POINT (10.04633663451845 45.71754481217802),45.71754481217802,10.046336634518447
660,AZZONE - VILMINORE DI SCALVE,1315.0,BG,POINT (10.09122628743049 45.99765566503672),45.997655665036724,10.091226287430487
661,BIENNO - PRESTINE,1316.0,BS,POINT (10.35362188639546 45.90300140801289),45.90300140801289,10.353621886395462
662,BOVEGNO - IRMA,1317.0,BS,POINT (10.27864699400629 45.80997046387802),45.80997046387802,10.278646994006289
663,GARGNANO - MAGASA - VALVESTINO,1318.0,BS,POINT (10.62828123957112 45.73117222221929),45.731172222219286,10.628281239571123
664,ANFO - CAPOVALLE - IDRO,1319.0,BS,POINT (10.50539123360209 45.76198488857396),45.76198488857396,10.505391233602088
665,LOZIO - MALEGNO,1320.0,BS,POINT (10.2536319853498 45.98795024697066),45.98795024697066,10.253631985349802
666,MALONNO - PAISCO LOVENO,1321.0,BS,POINT (10.26450679987962 46.09611222427241),46.09611222427241,10.264506799879625
667,MESE,269.0,SO,POINT (9.376118265201029 46.30835558246593),46.30835558246593,9.376118265201029
668,MORBEGNO,270.0,SO,POINT (9.587471283299065 46.13204587294646),46.13204587294646,9.587471283299065
669,NOVATE MEZZOLA,271.0,SO,POINT (9.505561724417998 46.24172551918852),46.24172551918852,9.505561724417998
670,PIANTEDO,272.0,SO,POINT (9.423726065113044 46.12743853178896),46.12743853178896,9.423726065113044
671,PIATEDA,273.0,SO,POINT (9.911171850256812 46.09500168488889),46.095001684888885,9.911171850256812
672,PIURO,274.0,SO,POINT (9.440618164640181 46.39719916419983),46.39719916419983,9.440618164640181
673,POGGIRIDENTI,275.0,SO,POINT (9.926287677576909 46.17246506168049),46.17246506168049,9.926287677576909
674,CARAVATE,28.0,VA,POINT (8.653795036002577 45.8771525388609),45.877152538860905,8.653795036002577
675,MONTORFANO,204.0,CO,POINT (9.145781981177615 45.7812446214759),45.7812446214759,9.145781981177615
676,TIGNALE,1322.0,BS,POINT (10.70361182646213 45.74683437880586),45.746834378805865,10.703611826462133
677,ALBAREDO ARNABOLDI - CAMPOSPINOSO - SAN CIPRIANO PO,1323.0,PV,POINT (9.257003379476355 45.11048842927896),45.11048842927896,9.257003379476355
678,BORGO PRIOLO - BORGORATTO MORMOROLO - FORTUNAGO,1324.0,PV,POINT (9.170006520400184 44.93959738998508),44.93959738998508,9.170006520400184
679,CANDIA LOMELLINA - COZZO - LANGOSCO,1325.0,PV,POINT (8.587966375562605 45.19539382382043),45.19539382382043,8.587966375562605
680,BASTIDA DE` DOSSI - CASEI GEROLA,1326.0,PV,POINT (8.933279605134691 45.01328781529551),45.01328781529551,8.933279605134691
681,CASTELLO D`AGOGNA - CERETTO LOMELLINA,1327.0,PV,POINT (8.680141627531007 45.23884335211139),45.23884335211139,8.680141627531007
682,CERVESINA - PANCARANA,1328.0,PV,POINT (9.023262177523602 45.0688579876171),45.0688579876171,9.023262177523602
683,ALBONESE - CILAVEGNA,1329.0,PV,POINT (8.740430751987057 45.30300261366995),45.303002613669946,8.740430751987057
684,PONTE IN VALTELLINA,276.0,SO,POINT (9.982374235959176 46.14006424296345),46.14006424296345,9.982374235959176
685,POSTALESIO,277.0,SO,POINT (9.778319186677759 46.18838114691119),46.18838114691119,9.77831918667776
686,PRATA CAMPORTACCIO,278.0,SO,POINT (9.42283082473438 46.28435911838842),46.28435911838842,9.42283082473438
687,SAMOLACO,279.0,SO,POINT (9.380044843258744 46.24136638927621),46.24136638927621,9.380044843258744
688,SAN GIACOMO FILIPPO,280.0,SO,POINT (9.347357429200292 46.35384210535543),46.35384210535543,9.347357429200292
689,SONDALO,281.0,SO,POINT (10.36709015470709 46.34310981364179),46.34310981364179,10.367090154707094
690,TEGLIO,282.0,SO,POINT (10.0870072798898 46.13033228533914),46.130332285339136,10.087007279889797
691,TIRANO,283.0,SO,POINT (10.17935177612049 46.21214013246833),46.21214013246833,10.179351776120493
692,TORRE DI SANTA MARIA,284.0,SO,POINT (9.813975824418998 46.23296037567555),46.23296037567555,9.813975824418998
693,TOVO DI SANT`AGATA,285.0,SO,POINT (10.26585553328292 46.23244475246389),46.23244475246389,10.265855533282918
694,CARDANO AL CAMPO,29.0,VA,POINT (8.75669353683416 45.64509275634605),45.64509275634605,8.75669353683416
695,TRAONA,286.0,SO,POINT (9.527504167365571 46.15183453113994),46.15183453113994,9.52750416736557
696,TRESIVIO,287.0,SO,POINT (9.951466626547536 46.19814485411239),46.198144854112385,9.951466626547536
697,VALDIDENTRO,288.0,SO,POINT (10.26180976375139 46.49614305161447),46.496143051614474,10.26180976375139
698,VALDISOTTO,289.0,SO,POINT (10.34929617604234 46.41762374251542),46.417623742515424,10.349296176042339
699,VALFURVA,290.0,SO,POINT (10.50864498759549 46.42757732893846),46.42757732893846,10.508644987595487
700,VAL MASINO,291.0,SO,POINT (9.639167054236887 46.25086706610806),46.25086706610806,9.639167054236887
701,VERCEIA,292.0,SO,POINT (9.467983605303914 46.19663450225467),46.19663450225467,9.467983605303914
702,VILLA DI CHIAVENNA,293.0,SO,POINT (9.496160280358939 46.32127830248498),46.321278302484984,9.49616028035894
703,VILLA DI TIRANO,294.0,SO,POINT (10.14020548265268 46.18774001806159),46.18774001806159,10.140205482652675
704,ABBIATEGRASSO,295.0,MI,POINT (8.895789529308132 45.38220130265174),45.38220130265174,8.895789529308132
705,ARCISATE,3.0,VA,POINT (8.869934387864758 45.85522202146858),45.85522202146858,8.869934387864758
706,CARNAGO,30.0,VA,POINT (8.839431099803916 45.71778848747268),45.71778848747268,8.839431099803916
707,COPIANO - GENZONE,1330.0,PV,POINT (9.339978967733108 45.18957646731058),45.18957646731058,9.339978967733108
708,FRASCAROLO - GAMBARANA,1331.0,PV,POINT (8.713534192362628 45.04368551791062),45.04368551791062,8.713534192362628
709,MOZZATE,205.0,CO,POINT (8.950569053602566 45.67561853924808),45.67561853924808,8.950569053602566
710,GIUSSAGO - ROGNANO,1332.0,PV,POINT (9.133455040094336 45.28470328714285),45.28470328714285,9.133455040094336
711,GODIASCO SALICE TERME - MONTESEGALE,1333.0,PV,POINT (9.09218049940149 44.89542858385472),44.89542858385472,9.09218049940149
712,LUNGAVILLA - VERRETTO,1335.0,PV,POINT (9.088892221374261 45.03771099371313),45.037710993713134,9.08889222137426
713,BATTUDA - MARCIGNAGO,1336.0,PV,POINT (9.076573728356294 45.25838969525262),45.258389695252625,9.076573728356294
714,CALVIGNANO - MONTALTO PAVESE - OLIVA GESSI,1337.0,PV,POINT (9.201589579238112 44.981404935222),44.981404935222,9.201589579238112
715,CANEVINO - MONTECALVO VERSIGGIA - ROCCA DE` GIORGI - VOLPARA,1338.0,PV,POINT (9.272877079153016 44.96029374163495),44.96029374163495,9.272877079153016
716,MONTESCANO - MONTU` BECCARIA - ZENEVREDO,1339.0,PV,POINT (9.321917009900671 45.0363461629905),45.036346162990505,9.321917009900671
717,BADIA PAVESE - COSTA DE` NOBILI - PIEVE PORTO MORONE - ZERBO,1340.0,PV,POINT (9.425038058538535 45.11743350409217),45.11743350409217,9.425038058538535
718,BAREGGIO,305.0,MI,POINT (8.999407966810768 45.47471114445658),45.474711144456585,8.999407966810768
719,CASANOVA LONATI - PINAROLO PO,1341.0,PV,POINT (9.183351303023825 45.0846373966398),45.0846373966398,9.183351303023825
720,SAN ZENONE AL PO - SPESSA,1347.0,PV,POINT (9.34749301736796 45.11634101340752),45.11634101340752,9.34749301736796
721,SCALDASOLE - VALEGGIO,1348.0,PV,POINT (8.887486669154487 45.13966805305204),45.13966805305204,8.887486669154487
722,SEMIANA - VALLE LOMELLINA,1349.0,PV,POINT (8.687132410854559 45.15169815139173),45.15169815139173,8.68713241085456
723,VALVERDE - VARZI,1350.0,PV,POINT (9.211244364960141 44.82558656729628),44.825586567296284,9.211244364960141
724,TORRE D`ARESE - VILLANTERIO,1351.0,PV,POINT (9.353000014871787 45.22830097853979),45.228300978539785,9.353000014871787
725,NOVEDRATE,207.0,CO,POINT (9.131786863142448 45.69822909644469),45.69822909644469,9.131786863142448
726,AZZANELLO - CASTELVISCONTI,1352.0,CR,POINT (9.932371636853842 45.30743776636061),45.307437766360614,9.932371636853842
727,PALAZZO PIGNANO - TORLINO VIMERCATI,1354.0,CR,POINT (9.587091615793337 45.41054127802344),45.41054127802344,9.587091615793337
728,PIADENA - VOLTIDO,1355.0,CR,POINT (10.36549888669077 45.11654761120604),45.116547611206045,10.36549888669077
729,CAPPELLA DE` PICENARDI - DEROVERE - PIEVE SAN GIACOMO,1356.0,CR,POINT (10.22021084591688 45.1297018755373),45.1297018755373,10.220210845916881
730,RIPALTA CREMASCA - RIPALTA GUERINA,1357.0,CR,POINT (9.686983565878203 45.32341087692765),45.32341087692765,9.686983565878203
731,SAN MARTINO DEL LAGO - SCANDOLARA RAVARA,1358.0,CR,POINT (10.31294777513775 45.05991257454251),45.05991257454251,10.312947775137753
