,IDStation,NOx,Latitude,Longitude,Altitude
0,501,64.05502051700132,45.496316443651,9.19093355531362,129.0
1,504,42.040402919323036,45.5347657650922,9.23610792341164,139.0
2,514,38.370072407356496,45.5234256620035,9.04459987111101,152.0
3,517,14.962472199792899,45.5265508699425,8.73649657837922,141.0
4,528,46.45581322468203,45.4633467406665,9.19532480766886,116.0
5,531,31.09597135464703,45.4836303532325,9.32736003321514,114.0
6,539,49.3227275819169,45.4438576535649,9.16794450174268,115.0
7,542,38.78267995895033,45.6617621918917,9.1566439845516,222.0
8,544,40.997142823375704,45.5510419443724,9.16261365315132,153.0
9,545,18.410533316964,45.2819561974278,8.98856272679325,100.0
10,546,39.22420111546287,45.4624157911066,8.88021043312557,137.0
11,548,52.78232356612087,45.470499014097,9.19746036011253,118.0
12,551,25.7117347994277,45.5485173574195,8.84732192921626,182.0
13,552,19.561881354532137,45.8369007765555,8.80392612667495,425.0
14,554,19.68456391875747,45.626218960836,9.04006309067821,212.0
15,558,28.752989390703302,45.5828942927177,8.84216545670608,206.0
16,560,35.19281552268763,45.8169732332637,8.82024070715821,383.0
17,561,50.345277157630996,45.8150428601129,9.06697137484454,202.0
18,564,16.31851282658587,45.808573806923,9.22177920448843,279.0
19,565,22.1383838674865,45.7308367226743,9.12573432702293,369.0
20,569,20.649663386483297,46.1679668122783,9.87014407497457,307.0
21,571,12.229816634340082,46.4695239713258,10.375432759159,1225.0
22,572,15.602696336390535,46.1322829600037,9.56617989398447,262.0
23,573,20.2122136736686,46.1381409051264,9.38468724765179,229.0
24,574,47.52885329657391,45.8501911945785,9.39557706689322,214.0
25,576,46.2097471098445,45.6979519897024,9.4061909386866,279.0
26,583,22.993633817344403,45.6910374054721,9.64365057946138,249.0
27,584,42.832415824915834,45.6956803443269,9.66124914606551,249.0
28,588,31.062568936323203,45.7162999241173,10.0447659993684,191.0
29,592,35.031808025025,45.5193349813872,9.59200999488842,191.0
30,595,17.07286983735243,45.6338645090807,9.55608425579086,190.0
31,596,17.732857743277567,45.6205556793956,9.61173782181237,182.0
32,598,19.889384503260867,45.0819866969786,9.70078817718398,50.0
33,600,34.92828457663977,45.3060129875238,9.48526286320174,80.0
34,604,20.317086411710466,45.3303610018123,9.41464472662726,85.0
35,606,52.36506522017633,45.3961946255272,9.28270007555784,97.0
36,607,19.084089627336535,45.3095022692823,9.58579041612041,64.0
37,608,31.94936595278107,45.1593728023411,9.69814824935254,59.0
38,609,28.39764868001043,45.4982271339449,9.55623226235176,108.0
39,626,15.514899945322341,45.2784875547884,10.0062023912043,57.0
40,627,26.935567607401566,45.1319469128517,10.015741513336,39.0
41,629,36.759161094288565,45.3663090781943,9.70394551361317,79.0
42,633,19.051149649412068,45.2839771544676,9.86339841999363,70.0
43,642,24.8013443085835,45.1946760990779,9.16463830063009,77.0
44,643,36.04563157493577,45.1863290804948,9.14666604128678,77.0
45,649,39.74691180163193,45.5400578469714,10.2228184492742,149.0
46,652,126.21794783288506,45.539529434956,10.2317859074772,154.0
47,654,24.997144969566033,45.6496267122407,10.205090218837,269.0
48,655,23.713126576472835,45.8746021098904,10.1773568089814,221.0
49,656,15.904713906560149,45.2495436247462,10.2991194960641,47.0
50,657,15.287465114795133,45.4637531362103,10.4807720435713,180.0
51,659,18.736730741712268,45.6460496337252,10.389295302792,349.0
52,661,20.6336346711945,45.5157082948446,10.3362404229965,147.0
53,663,26.801634298477136,45.145260125789,10.8033259500793,18.0
54,664,21.212644673703934,45.1517433795766,10.7814077000957,18.0
55,665,19.373659244670602,44.9246940495507,10.5175020671178,37.0
56,669,28.008128030514033,45.5130388186538,10.1919418887793,70.0
57,670,18.026514336917568,45.1605683301058,10.7955641137079,22.0
58,672,12.713891851719062,45.0400765720296,8.91414459900241,74.0
59,673,16.0952492736993,44.9995459891403,9.00843738181569,90.0
60,674,40.849347319347345,45.5802634844224,9.27357309271327,162.0
61,677,30.592047817661,45.1425406322169,10.0438361583694,43.0
62,679,12.684335204652257,45.8422072610225,9.35165816612796,247.0
63,681,14.719128866463,45.9127875203029,9.49753816765342,1194.0
64,682,17.176272521166865,45.1135031448296,8.87406484888261,88.0
65,683,35.82777777777777,45.526472545851,9.5159804836271,133.0
66,685,16.91973772096973,45.6904290785451,9.48426092764779,273.0
67,687,17.634448953466634,45.6192437799476,8.75697044545343,215.0
68,693,17.808353896540897,45.1027662768414,8.90417452771467,85.0
69,695,18.337265059587835,45.4127716916863,10.6833573437868,113.0
70,697,10.979362040763,45.0465015381673,11.1809358191275,14.0
71,703,12.573205636057693,45.0168778207554,11.0760946326405,
72,705,42.61961124774536,45.4789960616874,9.2354910384975,122.0
73,706,16.1180312190796,45.8637488412797,9.39995034468185,272.0
74,708,15.653223884836834,45.2819356103579,8.75433459453983,112.0
75,709,22.225041875747166,45.3036078696557,8.84480460996544,109.0
76,1264,16.63720858444187,46.1678524406651,9.8792099244699,290.0
77,1265,22.565091099163666,45.3027835030958,9.49527369692632,76.0
78,1266,19.9637588061569,45.2334936413037,9.66625037529603,65.0
79,1269,18.951197980769532,45.6497025123625,9.60122333878526,207.0
80,1274,12.824987669975,46.0158283043838,9.28640920868081,212.0
81,1297,14.626637080572879,45.1504688698568,9.93059647227233,48.0
82,1374,62.56964956264477,45.6012321995514,9.27507265782848,181.0
