IdSensore,NomeTipoSensore,UnitaMisura,Idstazione,NomeStazione,Quota,Provincia,Comune,Storico,DataStart,DataStop,Utm_Nord,UTM_Est,lat,lng,location,Valore,idOperatore
5797,Monossido di Carbonio,mg/m³,565,Cantù - via Meucci,369.0,CO,Cantù,N,04/10/1993,,5064150,509783,45.73083672267427,9.125734327022926,"(45.73083672267427, 9.125734327022926)",-172.01854514088166,1
10079,Biossido di Azoto,µg/m³,695,Ponti sul Mincio,113.0,MN,Ponti sul Mincio,N,20/12/2006,,5030184,631718,45.41277169168634,10.683357343786836,"(45.41277169168634, 10.683357343786835)",14.176457142857153,1
5601,Biossido di Azoto,µg/m³,598,S.Rocco al Porto,50.0,LO,San Rocco al Porto,N,24/01/2002,,4992297,555154,45.08198669697863,9.70078817718398,"(45.081986696978625, 9.70078817718398)",-444.92414285714324,1
6761,Biossido di Azoto,µg/m³,649,Brescia - Broletto,149.0,BS,Brescia,N,01/01/1983,,5043674,595467,45.540057846971386,10.222818449274216,"(45.540057846971386, 10.222818449274216)",3.491057142857143,1
10043,PM10 (SM2005),µg/m³,687,Ferno,215.0,VA,Ferno,N,29/11/2006,,5051773,481053,45.61924377994763,8.756970445453431,"(45.61924377994763, 8.756970445453431)",31.54861111111111,1
12605,Benzo(a)pirene,ng/m³,655,Darfo (aria),221.0,BS,Darfo Boario Terme,N,17/04/2008,,5080789,591371,45.87460210989037,10.17735680898138,"(45.87460210989037, 10.17735680898138)",1.2737200000000002,1
5563,Biossido di Azoto,µg/m³,560,Varese - via Copelli,383.0,VA,Varese,N,07/08/2003,,5073728,486035,45.81697323326368,8.820240707158211,"(45.816973233263674, 8.820240707158211)",20.32181246426548,1
10450,Particelle sospese PM2.5,µg/m³,655,Darfo (aria),221.0,BS,Darfo Boario Terme,N,23/12/2008,,5080789,591371,45.87460210989037,10.17735680898138,"(45.87460210989037, 10.17735680898138)",-253.32167832167832,1
5610,Biossido di Azoto,µg/m³,607,Abbadia Cerreto,64.0,LO,Abbadia Cerreto,N,13/01/2000,,5017500,545920,45.309502269282255,9.585790416120414,"(45.309502269282255, 9.585790416120414)",12.963028571428564,1
6953,PM10 (SM2005),µg/m³,659,Odolo,349.0,BS,Odolo,N,23/06/2000,,5055661,608260,45.64604963372525,10.38929530279196,"(45.64604963372525, 10.38929530279196)",33.48529411764706,1
5719,Ozono,µg/m³,542,Meda,222.0,MB,Meda,N,01/11/1995,,5056480,512203,45.66176219189168,9.156643984551597,"(45.66176219189168, 9.156643984551597)",26.033057090239428,1
6926,PM10 (SM2005),µg/m³,572,Morbegno - via Cortivacci,262.0,SO,Morbegno,N,14/12/1999,,5108901,543736,46.132282960003735,9.566179893984474,"(46.132282960003735, 9.566179893984474)",23.760563380281692,1
5828,Monossido di Carbonio,mg/m³,542,Meda,222.0,MB,Meda,N,01/11/1995,,5056480,512203,45.66176219189168,9.156643984551597,"(45.66176219189168, 9.156643984551597)",-91.95287597363674,1
5532,Biossido di Azoto,µg/m³,529,Cinisello Balsamo,149.0,MI,Cinisello Balsamo,N,24/11/1988,,5044335,517778,45.55232578741208,9.227764233272634,"(45.55232578741208, 9.227764233272634)",-1850.8837667905116,1
10432,Biossido di Azoto,µg/m³,1264,Sondrio - via Paribelli,290.0,SO,Sondrio,N,04/01/2009,,5113073,567873,46.16785244066512,9.879209924469905,"(46.167852440665115, 9.879209924469903)",1.2158045155758914,1
12603,Cadmio,ng/m³,655,Darfo (aria),221.0,BS,Darfo Boario Terme,N,18/04/2008,,5080789,591371,45.87460210989037,10.17735680898138,"(45.87460210989037, 10.17735680898138)",0.22453846153846155,1
20358,Particelle sospese PM2.5,µg/m³,504,Sesto S.Giovanni,139.0,MI,Sesto San Giovanni,N,01/01/2017,,5042386,518435,45.53476576509224,9.236107923411636,"(45.53476576509224, 9.236107923411636)",-420.3880597014925,1
9997,Ozono,µg/m³,682,Ferrera Erbognone - ENI,88.0,PV,Ferrera Erbognone,N,21/01/2006,,4995567,490094,45.11350314482957,8.874064848882607,"(45.11350314482957, 8.874064848882607)",29.324142857142892,1
10506,Benzene,µg/m³,1269,Dalmine - via Verdi,207.0,BG,Dalmine,N,01/09/2010,,5055304,546847,45.64970251236247,9.601223338785262,"(45.64970251236247, 9.601223338785262)",-889.644520547945,1
9961,PM10 (SM2005),µg/m³,669,Brescia - Villaggio Sereno,70.0,BS,Brescia,N,01/01/2006,,5040636,593101,45.51303881865376,10.19194188877931,"(45.513038818653754, 10.19194188877931)",-101.18055555555556,1
20041,Ozono,µg/m³,670,Mantova - S.Agnese,22.0,MN,Mantova,N,13/12/2013,,5002356,641122,45.16056833010576,10.79556411370788,"(45.16056833010576, 10.79556411370788)",-113.90002907822057,1
5555,Biossido di Azoto,µg/m³,552,Varese - Vidoletti,425.0,VA,Varese,N,24/12/1991,,5075945,484773,45.83690077655548,8.80392612667495,"(45.83690077655548, 8.80392612667495)",20.771800000000017,1
6582,Ozono,µg/m³,561,Como - viale Cattaneo,202.0,CO,Como,N,17/02/1991,,5073500,505203,45.81504286011291,9.06697137484454,"(45.81504286011291, 9.06697137484454)",-30.357951945080146,1
6956,PM10 (SM2005),µg/m³,528,Milano - Verziere,116.0,MI,Milano,N,01/11/2001,,5034443,515270,45.46334674066655,9.195324807668856,"(45.463346740666545, 9.195324807668857)",38.513888888888886,1
17284,Ammoniaca,µg/m³,1374,Monza Parco,181.0,MB,Monza,N,08/02/2013,,5049780,521452,45.60123219955139,9.27507265782848,"(45.60123219955139, 9.27507265782848)",-9999.0,1
5704,Biossido di Zolfo,µg/m³,569,Sondrio - via Mazzini,307.0,SO,Sondrio,N,01/11/1993,,5113078,567173,46.16796681227828,9.87014407497457,"(46.16796681227828, 9.87014407497457)",-6.752500714489827,1
6204,Ossidi di Azoto,µg/m³,592,Treviglio,191.0,BG,Treviglio,N,02/06/1991,,5040815,546236,45.51933498138716,9.592009994888423,"(45.51933498138716, 9.592009994888425)",70.79159759931396,1
10283,Particelle sospese PM2.5,µg/m³,705,Milano - Pascal Città Studi,122.0,MI,Milano,N,29/03/2007,,5036190,518405,45.47899606168744,9.235491038497502,"(45.47899606168744, 9.235491038497502)",27.24822695035461,1
12640,Piombo,ng/m³,548,Milano - via Senato,118.0,MI,Milano,N,09/07/2008,,5035238,515435,45.470499014097,9.197460360112531,"(45.470499014097, 9.197460360112531)",18.062640000000002,1
6880,Biossido di Azoto,µg/m³,665,Viadana,37.0,MN,Viadana,N,25/10/2003,,4975705,619759,44.92469404955067,10.517502067117825,"(44.92469404955067, 10.517502067117825)",15.88917142857145,1
20031,Ammoniaca,µg/m³,693,Sannazzaro de' Burgondi - AGIP,85.0,PV,Sannazzaro de' Burgondi,N,24/10/2013,,4994371,492461,45.10276627684137,8.90417452771467,"(45.10276627684137, 8.90417452771467)",-335.13219178082187,1
9873,Particelle sospese PM2.5,µg/m³,554,Saronno - via Santuario,212.0,VA,Saronno,N,11/12/2005,,5052520,503123,45.626218960836006,9.04006309067821,"(45.626218960836006, 9.04006309067821)",-324.02777777777777,1
5630,Biossido di Zolfo,µg/m³,531,Limito,114.0,MI,Pioltello,N,07/05/1989,,5036730,525583,45.48363035323249,9.327360033215143,"(45.48363035323249, 9.327360033215145)",-71.66971428571472,1
12673,Nikel,ng/m³,1264,Sondrio - via Paribelli,290.0,SO,Sondrio,N,01/04/2008,,5113073,567873,46.16785244066512,9.879209924469905,"(46.167852440665115, 9.879209924469903)",17.26568,1
12639,Cadmio,ng/m³,548,Milano - via Senato,118.0,MI,Milano,N,09/07/2008,,5035238,515435,45.470499014097,9.197460360112531,"(45.470499014097, 9.197460360112531)",0.20296,1
10548,PM10 (SM2005),µg/m³,1269,Dalmine - via Verdi,207.0,BG,Dalmine,N,26/02/2010,,5055304,546847,45.64970251236247,9.601223338785262,"(45.64970251236247, 9.601223338785262)",-253.3884892086331,1
17127,Benzene,µg/m³,501,Milano - viale Marche,129.0,MI,Milano,N,13/09/2012,,5038105,514918,45.49631644365102,9.190933555313624,"(45.49631644365102, 9.190933555313624)",-272.2931506849313,1
5700,Biossido di Zolfo,µg/m³,571,Bormio,1225.0,SO,Bormio,N,01/11/1993,,5147136,605598,46.46952397132585,10.375432759159036,"(46.46952397132585, 10.375432759159036)",-1.1070020005715957,1
9965,PM10 (SM2005),µg/m³,609,Casirate d`Adda,108.0,BG,Casirate d'Adda,N,01/01/2006,,5038450,543458,45.49822713394494,9.55623226235176,"(45.49822713394494, 9.556232262351761)",-443.78767123287673,1
10002,Monossido di Carbonio,mg/m³,683,Cassano d'Adda 2 - Via Milano,133.0,MI,Cassano d'Adda,N,22/04/2006,,5041567,540293,45.52647254585104,9.515980483627096,"(45.52647254585104, 9.515980483627096)",-90.59834238353564,1
12663,Cadmio,ng/m³,681,Moggio,1194.0,LC,Moggio,N,14/06/2008,,5084478,538586,45.91278752030292,9.497538167653424,"(45.91278752030292, 9.497538167653424)",0.10000000000000002,1
6228,Ossidi di Azoto,µg/m³,588,Tavernola Bergamasca,191.0,BG,Tavernola Bergamasca,N,21/09/1990,,5063058,581311,45.71629992411727,10.044765999368437,"(45.71629992411727, 10.044765999368437)",-636.2725921691879,1
10280,Biossido di Zolfo,µg/m³,705,Milano - Pascal Città Studi,122.0,MI,Milano,N,16/06/2007,,5036190,518405,45.47899606168744,9.235491038497502,"(45.47899606168744, 9.235491038497502)",-55.66274285714281,1
10270,Ozono,µg/m³,655,Darfo (aria),221.0,BS,Darfo Boario Terme,N,01/01/2007,,5080789,591371,45.87460210989037,10.17735680898138,"(45.87460210989037, 10.17735680898138)",-111.80766540367249,1
5844,Monossido di Carbonio,mg/m³,572,Morbegno - via Cortivacci,262.0,SO,Morbegno,N,13/01/1999,,5108901,543736,46.132282960003735,9.566179893984474,"(46.132282960003735, 9.566179893984474)",-14.212255617157908,1
9877,Biossido di Azoto,µg/m³,674,Monza - via Machiavelli,162.0,MB,Monza,N,21/10/2005,,5047450,521343,45.58026348442243,9.273573092713274,"(45.58026348442243, 9.273573092713274)",-2681.333497394324,1
20155,PM10 (SM2005),µg/m³,690,Casoni - AGIP,73.0,PV,Mezzana Bigli,N,20/11/2013,,4990697,489679,45.06965864138592,8.86888929943922,"(45.069658641385914, 8.86888929943922)",29.662068965517243,1
10587,Ammoniaca,µg/m³,1266,Bertonico,65.0,LO,Bertonico,N,04/03/2009,,5009105,552297,45.23349364130374,9.666250375296032,"(45.23349364130374, 9.666250375296032)",-235.8205479452052,1
20020,Ammoniaca,µg/m³,705,Milano - Pascal Città Studi,122.0,MI,Milano,N,30/03/2007,,5036190,518405,45.47899606168744,9.235491038497502,"(45.47899606168744, 9.235491038497502)",-196.47260273972609,1
10027,PM10 (SM2005),µg/m³,685,Calusco d' Adda,273.0,BG,Calusco d'Adda,N,30/06/2006,,5059767,537706,45.69042907854514,9.484260927647789,"(45.69042907854514, 9.484260927647789)",-107.3972602739726,1
20216,Biossido di Zolfo,µg/m³,690,Casoni - AGIP,73.0,PV,Mezzana Bigli,N,20/01/2006,,4990697,489679,45.06965864138592,8.86888929943922,"(45.069658641385914, 8.86888929943922)",-8.337478460654786,1
6418,Monossido di Carbonio,mg/m³,629,Crema - via XI febbraio,79.0,CR,Crema,N,17/05/1996,,5023885,555127,45.366309078194334,9.703945513613167,"(45.366309078194334, 9.703945513613167)",-759.3334285714349,1
6782,Monossido di Carbonio,mg/m³,652,Brescia - via Turati,154.0,BS,Brescia,N,12/01/1999,,5043626,596168,45.539529434956,10.231785907477224,"(45.539529434955995, 10.231785907477223)",-153.4452857142854,1
5717,Ozono,µg/m³,531,Limito,114.0,MI,Pioltello,N,13/05/1989,,5036730,525583,45.48363035323249,9.327360033215143,"(45.48363035323249, 9.327360033215145)",-139.03054285714308,1
10329,Ossidi di Azoto,µg/m³,708,Parona,112.0,PV,Parona,N,01/10/2007,,5014300,480733,45.28193561035791,8.754334594539825,"(45.281935610357905, 8.754334594539825)",-41.075690448791526,1
5798,Monossido di Carbonio,mg/m³,561,Como - viale Cattaneo,202.0,CO,Como,N,17/02/1991,,5073500,505203,45.81504286011291,9.06697137484454,"(45.81504286011291, 9.06697137484454)",-251.14060623391336,1
12674,Arsenico,ng/m³,1264,Sondrio - via Paribelli,290.0,SO,Sondrio,N,01/04/2008,,5113073,567873,46.16785244066512,9.879209924469905,"(46.167852440665115, 9.879209924469903)",1.0500000000000005,1
9772,Benzene,µg/m³,600,Lodi - viale Vignati,80.0,LO,Lodi,N,23/04/2005,,5017060,538042,45.30601298752377,9.48526286320174,"(45.30601298752377, 9.48526286320174)",-1437.6410958904096,1
10463,Ozono,µg/m³,1266,Bertonico,65.0,LO,Bertonico,N,03/08/2009,,5009105,552297,45.23349364130374,9.666250375296032,"(45.23349364130374, 9.666250375296032)",-63.79914212181872,1
6691,Ozono,µg/m³,642,Pavia - via Folperti,77.0,PV,Pavia,N,01/06/2002,,5004590,512932,45.19467609907785,9.164638300630086,"(45.19467609907785, 9.164638300630086)",38.39528167000283,1
10169,Monossido di Carbonio,mg/m³,703,Schivenoglia,,MN,Schivenoglia,N,29/11/2006,,4986922,663580,45.01687782075543,11.07609463264049,"(45.016877820755425, 11.07609463264049)",-110.94835294117802,1
9797,Benzene,µg/m³,670,Mantova - S.Agnese,22.0,MN,Mantova,N,30/09/2005,,5002356,641122,45.16056833010576,10.79556411370788,"(45.16056833010576, 10.79556411370788)",-615.2253424657536,1
6208,Ossidi di Azoto,µg/m³,595,Filago - via Don Milani,190.0,BG,Filago,N,06/03/1992,,5053519,543342,45.63386450908066,9.556084255790864,"(45.63386450908066, 9.556084255790864)",43.65696709585105,1
5551,Biossido di Azoto,µg/m³,548,Milano - via Senato,118.0,MI,Milano,N,21/04/1995,,5035238,515435,45.470499014097,9.197460360112531,"(45.470499014097, 9.197460360112531)",37.18381469831288,1
6386,Ossidi di Azoto,µg/m³,558,Busto Arsizio - Accam,206.0,VA,Busto Arsizio,N,06/12/1998,,5047718,487687,45.582894292717725,8.842165456706075,"(45.582894292717725, 8.842165456706075)",55.659942857143086,1
10335,PM10 (SM2005),µg/m³,709,Vigevano - via Valletta,109.0,PV,Vigevano,N,08/08/2007,,5016690,487833,45.303607869655714,8.844804609965438,"(45.303607869655714, 8.844804609965438)",-102.39041095890411,1
10013,Particelle sospese PM2.5,µg/m³,576,Merate,279.0,LC,Merate,N,10/09/2006,,5060569,531623,45.69795198970243,9.406190938686596,"(45.69795198970243, 9.406190938686596)",23.958333333333332,1
9924,Monossido di Carbonio,mg/m³,677,Cremona - Via Fatebenefratelli,43.0,CR,Cremona,N,08/04/2006,,4999315,582066,45.14254063221695,10.043836158369391,"(45.14254063221695, 10.043836158369393)",-13.850762589927939,1
6927,PM10 (SM2005),µg/m³,574,Lecco - Via Amendola,214.0,LC,Lecco,N,12/05/2000,,5077479,530713,45.850191194578535,9.395577066893225,"(45.850191194578535, 9.395577066893223)",25.84246575342466,1
10018,Benzene,µg/m³,685,Calusco d' Adda,273.0,BG,Calusco d'Adda,N,30/06/2006,,5059767,537706,45.69042907854514,9.484260927647789,"(45.69042907854514, 9.484260927647789)",0.75,1
10396,Particelle sospese PM2.5,µg/m³,674,Monza - via Machiavelli,162.0,MB,Monza,N,19/12/2008,,5047450,521343,45.58026348442243,9.273573092713274,"(45.58026348442243, 9.273573092713274)",-185.80714285714285,1
5698,Biossido di Zolfo,µg/m³,604,Tavazzano,85.0,LO,Tavazzano con Villavesco,N,13/01/2000,,5019734,532492,45.33036100181227,9.414644726627262,"(45.33036100181227, 9.414644726627262)",-263.32447812410635,1
6412,Ossidi di Azoto,µg/m³,627,Cremona - p.zza Cadorna,39.0,CR,Cremona,N,01/01/2002,,4998110,579872,45.13194691285173,10.015741513336042,"(45.13194691285173, 10.015741513336042)",-1190.9791083166615,1
10451,Ossidi di Azoto,µg/m³,1265,Lodi - S. Alberto,76.0,LO,Lodi,N,03/08/2009,,5016706,538829,45.302783503095775,9.495273696926324,"(45.302783503095775, 9.495273696926324)",-35.493771428571385,1
10023,Monossido di Carbonio,mg/m³,685,Calusco d' Adda,273.0,BG,Calusco d'Adda,N,30/06/2006,,5059767,537706,45.69042907854514,9.484260927647789,"(45.69042907854514, 9.484260927647789)",-13.83018005144318,1
10291,Ammoniaca,µg/m³,681,Moggio,1194.0,LC,Moggio,N,17/03/2007,,5084478,538586,45.91278752030292,9.497538167653424,"(45.91278752030292, 9.497538167653424)",-836.0188811188812,1
5827,Monossido di Carbonio,mg/m³,501,Milano - viale Marche,129.0,MI,Milano,N,05/04/1989,,5038105,514918,45.49631644365102,9.190933555313624,"(45.49631644365102, 9.190933555313624)",-21.87753001715264,1
10197,Particelle sospese PM2.5,µg/m³,697,Borgofranco - loc. Bonizzo,14.0,MN,Borgofranco sul Po,S,01/12/2006,,4990430,671752,45.04650153816735,11.18093581912755,"(45.04650153816735, 11.18093581912755)",-46.27272727272727,1
6832,Ozono,µg/m³,657,Lonato,180.0,BS,Lonato del Garda,N,14/03/2004,,5035536,615762,45.463753136210265,10.480772043571283,"(45.463753136210265, 10.480772043571283)",-79.82937643020595,1
5707,Ozono,µg/m³,551,Arconate (aria),182.0,MI,Arconate,N,20/01/1999,,5043898,488082,45.54851735741946,8.847321929216262,"(45.54851735741946, 8.847321929216262)",-218.1761753677527,1
6057,Benzene,µg/m³,548,Milano - via Senato,118.0,MI,Milano,N,01/01/1999,,5035238,515435,45.470499014097,9.197460360112531,"(45.470499014097, 9.197460360112531)",-478.0972602739728,1
12676,Benzo(a)pirene,ng/m³,1264,Sondrio - via Paribelli,290.0,SO,Sondrio,N,22/04/2008,,5113073,567873,46.16785244066512,9.879209924469905,"(46.167852440665115, 9.879209924469903)",1.4109375000000013,1
12696,Nikel,ng/m³,609,Casirate d`Adda,108.0,BG,Casirate d'Adda,N,24/04/2008,,5038450,543458,45.49822713394494,9.55623226235176,"(45.49822713394494, 9.556232262351761)",8.228280000000002,1
5826,Monossido di Carbonio,mg/m³,546,Magenta,137.0,MI,Magenta,N,22/04/1995,,5034328,490635,45.462415791106615,8.880210433125571,"(45.462415791106615, 8.880210433125571)",-4.964799999999998,1
20034,Biossido di Azoto,µg/m³,693,Sannazzaro de' Burgondi - AGIP,85.0,PV,Sannazzaro de' Burgondi,N,16/09/2006,,4994371,492461,45.10276627684137,8.90417452771467,"(45.10276627684137, 8.90417452771467)",-255.54041154615615,1
12596,Arsenico,ng/m³,609,Casirate d`Adda,108.0,BG,Casirate d'Adda,N,24/04/2008,,5038450,543458,45.49822713394494,9.55623226235176,"(45.49822713394494, 9.556232262351761)",1.0500000000000005,1
12661,Nikel,ng/m³,681,Moggio,1194.0,LC,Moggio,N,14/06/2008,,5084478,538586,45.91278752030292,9.497538167653424,"(45.91278752030292, 9.497538167653424)",4.200000000000001,1
6234,Ossidi di Azoto,µg/m³,564,Erba - via Battisti,279.0,CO,Erba,N,13/06/2009,,5072803,517232,45.808573806922965,9.221779204488437,"(45.808573806922965, 9.221779204488435)",10.035167050691284,1
5739,Ozono,µg/m³,571,Bormio,1225.0,SO,Bormio,N,29/05/1996,,5147136,605598,46.46952397132585,10.375432759159036,"(46.46952397132585, 10.375432759159036)",-291.67404972849386,1
12626,Cadmio,ng/m³,705,Milano - Pascal Città Studi,122.0,MI,Milano,N,01/04/2008,,5036190,518405,45.47899606168744,9.235491038497502,"(45.47899606168744, 9.235491038497502)",0.2310000000000001,1
20197,PM10 (SM2005),µg/m³,598,S.Rocco al Porto,50.0,LO,San Rocco al Porto,N,01/01/2002,,4992297,555154,45.08198669697863,9.70078817718398,"(45.081986696978625, 9.70078817718398)",33.5448275862069,1
12625,Arsenico,ng/m³,705,Milano - Pascal Città Studi,122.0,MI,Milano,N,01/04/2008,,5036190,518405,45.47899606168744,9.235491038497502,"(45.47899606168744, 9.235491038497502)",0.9951250000000004,1
10449,Particelle sospese PM2.5,µg/m³,560,Varese - via Copelli,383.0,VA,Varese,N,01/09/2009,,5073728,486035,45.81697323326368,8.820240707158211,"(45.816973233263674, 8.820240707158211)",-47.3006993006993,1
20443,Biossido di Azoto,µg/m³,681,Moggio,1194.0,LC,Moggio,N,16/03/2007,,5084478,538586,45.91278752030292,9.497538167653424,"(45.91278752030292, 9.497538167653424)",-59.87448648648648,1
30160,Biossido di Azoto,µg/m³,655,Darfo (aria),221.0,BS,Darfo Boario Terme,N,13/12/2013,,5080789,591371,45.87460210989037,10.17735680898138,"(45.87460210989037, 10.17735680898138)",15.532740524781385,1
6690,Ossidi di Azoto,µg/m³,642,Pavia - via Folperti,77.0,PV,Pavia,N,01/06/2002,,5004590,512932,45.19467609907785,9.164638300630086,"(45.19467609907785, 9.164638300630086)",49.78203147353358,1
12615,Cadmio,ng/m³,670,Mantova - S.Agnese,22.0,MN,Mantova,N,19/02/2008,,5002356,641122,45.16056833010576,10.79556411370788,"(45.16056833010576, 10.79556411370788)",0.27388461538461534,1
5549,Biossido di Azoto,µg/m³,546,Magenta,137.0,MI,Magenta,N,22/04/1995,,5034328,490635,45.462415791106615,8.880210433125571,"(45.462415791106615, 8.880210433125571)",25.229408402400587,1
9860,Ossidi di Azoto,µg/m³,673,Voghera - via Pozzoni,90.0,PV,Voghera,N,28/07/2005,,4982900,500665,44.99954598914026,9.008437381815693,"(44.99954598914026, 9.008437381815693)",37.84848484848482,1
6330,Ossidi di Azoto,µg/m³,542,Meda,222.0,MB,Meda,N,01/11/1995,,5056480,512203,45.66176219189168,9.156643984551597,"(45.66176219189168, 9.156643984551597)",8.655183845690095,1
6252,Ossidi di Azoto,µg/m³,576,Merate,279.0,LC,Merate,N,01/01/1991,,5060569,531623,45.69795198970243,9.406190938686596,"(45.69795198970243, 9.406190938686596)",64.31060779816524,1
6859,Biossido di Azoto,µg/m³,661,Rezzato,147.0,BS,Rezzato,N,05/08/1992,,5041110,604367,45.51570829484459,10.336240422996532,"(45.51570829484459, 10.336240422996532)",18.572285714285766,1
9993,Biossido di Azoto,µg/m³,682,Ferrera Erbognone - ENI,88.0,PV,Ferrera Erbognone,N,21/01/2006,,4995567,490094,45.11350314482957,8.874064848882607,"(45.11350314482957, 8.874064848882607)",12.483342857142857,1
10259,Benzene,µg/m³,569,Sondrio - via Mazzini,307.0,SO,Sondrio,N,19/09/2006,,5113078,567173,46.16796681227828,9.87014407497457,"(46.16796681227828, 9.87014407497457)",0.8267123287671226,1
12611,Benzo(a)pirene,ng/m³,546,Magenta,137.0,MI,Magenta,N,15/04/2008,,5034328,490635,45.462415791106615,8.880210433125571,"(45.462415791106615, 8.880210433125571)",1.8629090909090913,1
20428,PM10 (SM2005),µg/m³,683,Cassano d'Adda 2 - Via Milano,133.0,MI,Cassano d'Adda,N,19/12/2017,,5041567,540293,45.52647254585104,9.515980483627096,"(45.52647254585104, 9.515980483627096)",-316.1458333333333,1
9833,Benzene,µg/m³,664,Mantova - p.zza Gramsci,18.0,MN,Mantova,N,16/05/2005,,5001351,640031,45.151743379576594,10.78140770009565,"(45.151743379576594, 10.78140770009565)",-67.9438356164383,1
5591,Biossido di Azoto,µg/m³,588,Tavernola Bergamasca,191.0,BG,Tavernola Bergamasca,N,21/09/1990,,5063058,581311,45.71629992411727,10.044765999368437,"(45.71629992411727, 10.044765999368437)",-651.8162332094897,1
9798,Monossido di Carbonio,mg/m³,670,Mantova - S.Agnese,22.0,MN,Mantova,N,28/12/2004,,5002356,641122,45.16056833010576,10.79556411370788,"(45.16056833010576, 10.79556411370788)",-101.11625000000066,1
10168,Biossido di Zolfo,µg/m³,703,Schivenoglia,,MN,Schivenoglia,N,13/12/2006,,4986922,663580,45.01687782075543,11.07609463264049,"(45.016877820755425, 11.07609463264049)",-100.27906498088751,1
6951,PM10 (SM2005),µg/m³,649,Brescia - Broletto,149.0,BS,Brescia,N,23/09/2000,,5043674,595467,45.540057846971386,10.222818449274216,"(45.540057846971386, 10.222818449274216)",31.986301369863014,1
5554,Biossido di Azoto,µg/m³,551,Arconate (aria),182.0,MI,Arconate,N,20/01/1999,,5043898,488082,45.54851735741946,8.847321929216262,"(45.54851735741946, 8.847321929216262)",-28.93677531006636,1
5517,Biossido di Azoto,µg/m³,514,Rho - via Statuto,152.0,MI,Rho,N,03/10/1991,,5041100,503483,45.52342566200348,9.044599871111004,"(45.523425662003476, 9.044599871111005)",47.67393541011727,1
5579,Biossido di Azoto,µg/m³,576,Merate,279.0,LC,Merate,N,18/02/1991,,5060569,531623,45.69795198970243,9.406190938686596,"(45.69795198970243, 9.406190938686596)",23.37674885321104,1
6264,Ossidi di Azoto,µg/m³,608,Codogno - via Trento,59.0,LO,Codogno,N,13/01/2000,,5000892,554872,45.15937280234111,9.69814824935254,"(45.15937280234111, 9.69814824935254)",50.68557885665047,1
10583,Ossidi di Azoto,µg/m³,1274,Perledo,212.0,LC,Perledo,N,01/09/2010,,5095846,522171,46.01582830438376,9.286409208680809,"(46.01582830438376, 9.286409208680807)",-62.148340807174876,1
6826,Biossido di Azoto,µg/m³,657,Lonato,180.0,BS,Lonato del Garda,N,16/02/1990,,5035536,615762,45.463753136210265,10.480772043571283,"(45.463753136210265, 10.480772043571283)",-582.3362128146456,1
20104,Particelle sospese PM2.5,µg/m³,592,Treviglio,191.0,BG,Treviglio,N,01/03/2015,,5040815,546236,45.51933498138716,9.592009994888423,"(45.51933498138716, 9.592009994888425)",24.397260273972602,1
12671,Benzo(a)pirene,ng/m³,703,Schivenoglia,,MN,Schivenoglia,N,22/02/2008,,4986922,663580,45.01687782075543,11.07609463264049,"(45.016877820755425, 11.07609463264049)",0.15904081632653067,1
5504,Biossido di Azoto,µg/m³,501,Milano - viale Marche,129.0,MI,Milano,N,18/09/1980,,5038105,514918,45.49631644365102,9.190933555313624,"(45.49631644365102, 9.190933555313624)",-603.1961395481853,1
9968,Ossidi di Azoto,µg/m³,679,Valmadrera,247.0,LC,Valmadrera,N,16/02/2006,,5076576,527307,45.842207261022544,9.351658166127958,"(45.842207261022544, 9.351658166127958)",23.630274442538695,1
10258,Ammoniaca,µg/m³,626,Corte de Cortesi,57.0,CR,Corte de' Cortesi con Cignone,N,22/11/2006,,5014380,578919,45.27848755478839,10.006202391204337,"(45.27848755478839, 10.006202391204335)",-76.96232876712325,1
10301,Benzene,µg/m³,574,Lecco - Via Amendola,214.0,LC,Lecco,N,07/11/2006,,5077479,530713,45.850191194578535,9.395577066893225,"(45.850191194578535, 9.395577066893223)",-1026.71712328767,1
9983,Particelle sospese PM2.5,µg/m³,672,Cornale (Voghera Energia),74.0,PV,Cornale,N,02/02/2006,,4987406,493238,45.04007657202963,8.914144599002409,"(45.04007657202963, 8.914144599002409)",-519.6643835616438,1
5738,Ozono,µg/m³,607,Abbadia Cerreto,64.0,LO,Abbadia Cerreto,N,10/04/2001,,5017500,545920,45.309502269282255,9.585790416120414,"(45.309502269282255, 9.585790416120414)",-48.391971428571374,1
12622,Piombo,ng/m³,542,Meda,222.0,MB,Meda,N,18/04/2008,,5056480,512203,45.66176219189168,9.156643984551597,"(45.66176219189168, 9.156643984551597)",12.379434782608698,1
17041,Piombo,ng/m³,583,Bergamo - via Meucci,249.0,BG,Bergamo,N,13/01/2012,,5059922,550116,45.69103740547214,9.643650579461385,"(45.69103740547214, 9.643650579461385)",11.52968,1
17122,Particelle sospese PM2.5,µg/m³,548,Milano - via Senato,118.0,MI,Milano,N,04/09/2012,,5035238,515435,45.470499014097,9.197460360112531,"(45.470499014097, 9.197460360112531)",-115.72992700729927,1
17162,Particelle sospese PM2.5,µg/m³,681,Moggio,1194.0,LC,Moggio,N,20/10/2012,,5084478,538586,45.91278752030292,9.497538167653424,"(45.91278752030292, 9.497538167653424)",-201.75886524822695,1
